customer_id,customer_name,email,city,state,region,signup_date,loyalty_tier,household_size,active_flag,customer_hash
CUST00000048,Taylor Brown 48,customer48@example.com,Tacoma,WA,West,,Plus,3.0,True,bcbd99c4489580d2c855
CUST00000049,Alex Lee 49,customer49@example.com,Tacoma,WA,West,,Basic,1.0,True,d3a8891f934be80b6931
CUST00000050,Casey Garcia 50,customer50@example.com,Orlando,FL,South,,Gold,5.0,False,aeaa9185e71fd0967ada
CUST00000051,Taylor Lee 51,customer51@example.com,Chicago,IL,Midwest,2023-06-08,Gold,4.0,True,9ae3ae44fa06cfdf4886
CUST00000052,Casey Smith 52,customer52@example.com,Albany,NY,Northeast,2022-02-20,Basic,5.0,True,89c2ff995885004c2d49
CUST00000053,Casey Patel 53,customer53@example.com,Miami,FL,South,2023-02-16,Gold,1.0,True,f1d88a1c35574f258031
CUST00000054,Morgan Patel 54,customer54@example.com,Orlando,FL,South,2025-08-20,Gold,2.0,True,932c2345e6051a514948
CUST00000055,Casey Kim 55,unknown@example.com,Aurora,CO,West,,Basic,,True,224361ab344b424224b1
CUST00000056,Casey Brown 56,customer56@example.com,Atlanta,GA,South,2021-05-22,Silver,2.0,True,2a4c32ccb5da3901b4b2
CUST00000057,Morgan Kim 57,customer57@example.com,Savannah,GA,South,2024-05-02,Plus,6.0,False,35944805dcb438ff35b5
CUST00000058,Taylor Smith 58,customer58@example.com,Buffalo,NY,Northeast,,Gold,2.0,True,bb3e04f7a46c1f5ec0fd
CUST00000059,Casey Garcia 59,customer59@example.com,Sacramento,CA,West,,Gold,6.0,True,846fcd1c5fab7617dc26
CUST00000060,Taylor Kim 60,customer60@example.com,Tacoma,WA,West,,Plus,5.0,True,fc2f787d13101d06455d
CUST00000061,Jordan Garcia 61,customer61@example.com,Orlando,FL,South,,Gold,,True,10f7b98d7b383d3717d4
CUST00000062,Jordan Garcia 62,customer62@example.com,Aurora,CO,West,,Unknown,,True,8828a4a3bc5416e298cb
CUST00000063,Riley Patel 63,customer63@example.com,Aurora,CO,West,2023-03-23,Silver,4.0,True,419318f64b6471e1bf23
CUST00000064,Alex Garcia 64,customer64@example.com,Aurora,CO,West,,Gold,2.0,True,ec209611b812e5f2a909
CUST00000065,Riley Lee 65,customer65@example.com,Tacoma,WA,West,,Silver,1.0,True,9ab2afff588c4b641672
CUST00000066,Alex Garcia 66,customer66@example.com,Peoria,IL,Midwest,,Basic,1.0,True,79a8d49cd5d56a61b0e7
CUST00000067,Riley Kim 67,customer67@example.com,Orlando,FL,South,2025-04-06,Gold,,True,723844e4919bfdfdac8c
CUST00000068,Casey Brown 68,customer68@example.com,Chicago,IL,Midwest,,Gold,,True,9f19b7fb5f170d382850
CUST00000069,Riley Patel 69,customer69@example.com,Miami,FL,South,,Silver,5.0,False,4d0ee8ac1f1cbc2e99f9
CUST00000070,Taylor Brown 70,customer70@example.com,Savannah,GA,South,2023-11-25,Gold,3.0,True,a7c85e72abc2dfcc5982
CUST00000071,Alex Patel 71,customer71@example.com,Denver,CO,West,,Plus,2.0,True,95ddcd92a5951c796701
CUST00000072,Alex Kim 72,customer72@example.com,Seattle,WA,West,,Basic,3.0,True,17980334f7c19f1f6b5c
CUST00000073,Jordan Garcia 73,customer73@example.com,Atlanta,GA,South,,Plus,1.0,False,738e18579c8348fd0b88
CUST00000074,Alex Lee 74,customer74@example.com,Aurora,CO,West,2024-07-26,Unknown,,False,461d8699eaa1c93bc2ff
CUST00000075,Taylor Kim 75,customer75@example.com,Houston,TX,South,,Gold,5.0,False,4767323e2a5744dc94f9
CUST00000076,Jordan Patel 76,customer76@example.com,Houston,TX,South,,Silver,,True,209d08a0beeef79d34e2
CUST00000077,Jordan Smith 77,customer77@example.com,Los Angeles,CA,West,,Gold,4.0,True,5cd5537f90864ab5ce7f
CUST00000078,Taylor Garcia 78,customer78@example.com,Chicago,IL,Midwest,,Basic,1.0,True,867ecc27d55449ff1c48
CUST00000079,Alex Garcia 79,customer79@example.com,Orlando,FL,South,2024-02-22,Gold,2.0,True,cb3df6c084e1c968e2e2
CUST00000080,Morgan Garcia 80,customer80@example.com,Aurora,CO,West,2023-12-17,Basic,5.0,True,259412c5b47369b67e80
CUST00000081,Morgan Lee 81,customer81@example.com,Los Angeles,CA,West,2025-11-23,Gold,,True,39dcf33798a543184176
CUST00000082,Casey Smith 82,customer82@example.com,Seattle,WA,West,,Gold,4.0,True,594555a57cdeb4990931
CUST00000083,Morgan Garcia 83,customer83@example.com,Seattle,WA,West,,Plus,3.0,True,30f96235e85cf5ff4d99
CUST00000084,Taylor Patel 84,customer84@example.com,Houston,TX,South,2024-05-16,Plus,1.0,True,876f6e12448245c2a4cf
CUST00000085,Morgan Lee 85,customer85@example.com,Denver,CO,West,2023-11-28,Gold,1.0,True,25ca48f6207d095d0d91
CUST00000086,Alex Kim 86,customer86@example.com,Peoria,IL,Midwest,,Unknown,1.0,True,3d496a572d5e88f3753e
CUST00000087,Alex Brown 87,customer87@example.com,Orlando,FL,South,2025-08-17,Gold,5.0,False,08664faf1b0fbc6b3c4a
CUST00000088,Taylor Brown 88,customer88@example.com,Orlando,FL,South,2026-02-26,Unknown,3.0,True,8f3ee97d54a626762fc0
CUST00000089,Morgan Brown 89,customer89@example.com,Miami,FL,South,2020-09-14,Silver,,True,f391df36ea1726e45c6e
CUST00000090,Riley Patel 90,customer90@example.com,Austin,TX,South,2020-07-29,Gold,1.0,False,8d95927b02ac868560cf
CUST00000091,Jordan Patel 91,customer91@example.com,Savannah,GA,South,2024-07-29,Silver,5.0,True,48ae67c52d180f6139b9
CUST00000092,Casey Garcia 92,customer92@example.com,Peoria,IL,Midwest,2023-02-08,Gold,3.0,True,4ef7a390a2eccbdb9af2
CUST00000093,Alex Smith 93,customer93@example.com,Peoria,IL,Midwest,2022-01-30,Basic,3.0,False,0e2eb4336ed52267c712
CUST00000094,Alex Lee 94,customer94@example.com,Aurora,CO,West,2023-03-04,Basic,2.0,True,696be1907b57e37ee44c
CUST00000095,Casey Smith 95,customer95@example.com,Albany,NY,Northeast,2022-05-09,Gold,6.0,True,ef96689ba59df821184d
CUST00000096,Taylor Brown 96,customer96@example.com,Atlanta,GA,South,2020-08-19,Gold,1.0,False,94d4c09bbfb015718d63
CUST00000097,Casey Brown 97,customer97@example.com,Houston,TX,South,2020-09-07,Unknown,3.0,True,489fe3d0144b39b2f54a
CUST00000098,Casey Kim 98,customer98@example.com,Tacoma,WA,West,2020-05-21,Basic,1.0,True,60f885940edf1ca37f71
CUST00000099,Riley Kim 99,customer99@example.com,Aurora,CO,West,,Gold,1.0,True,c751c1629604cc493bfc
CUST00000100,Morgan Lee 100,customer100@example.com,Seattle,WA,West,,Silver,4.0,True,e3dae48538ea779cdf79
CUST00000101,Morgan Brown 101,customer101@example.com,Albany,NY,Northeast,2022-06-10,Gold,6.0,True,c5ec9941e57efe07aaae
CUST00000102,Riley Lee 102,customer102@example.com,Buffalo,NY,Northeast,2025-10-09,Plus,2.0,True,29a1f3bae33da5c916d1
CUST00000103,Casey Kim 103,customer103@example.com,Aurora,CO,West,,Gold,2.0,True,b9afb7c69227bf473d14
CUST00000104,Casey Patel 104,unknown@example.com,Los Angeles,CA,West,,Gold,5.0,True,59a3c478648713e83ac7
CUST00000105,Morgan Lee 105,customer105@example.com,Sacramento,CA,West,,Plus,6.0,True,a92a99129328f902c647
CUST00000106,Alex Patel 106,customer106@example.com,Houston,TX,South,2022-11-21,Gold,3.0,True,87f240b6daea22060db0
CUST00000107,Riley Smith 107,customer107@example.com,Denver,CO,West,2020-03-31,Plus,,True,951378d9b4c0269bb53a
CUST00000108,Casey Brown 108,customer108@example.com,Austin,TX,South,,Gold,4.0,False,6aa2e17e14812620f0ab
CUST00000109,Alex Garcia 109,customer109@example.com,Sacramento,CA,West,,Silver,4.0,True,4c6018db18b8e0ef22fe
CUST00000110,Morgan Patel 110,customer110@example.com,Miami,FL,South,,Gold,3.0,True,5687b2aa6313998b45b6
CUST00000111,Alex Smith 111,customer111@example.com,Sacramento,CA,West,,Unknown,5.0,True,68124e5d7ff696c484c9
CUST00000112,Alex Patel 112,customer112@example.com,Los Angeles,CA,West,,Gold,,False,ba41d2242e7fefb115c2
CUST00000113,Alex Garcia 113,customer113@example.com,Seattle,WA,West,2020-02-08,Gold,6.0,True,969ad165b70088a4e154
CUST00000114,Taylor Patel 114,customer114@example.com,Savannah,GA,South,2023-04-14,Plus,2.0,True,ba1a6a704916fdb521ab
CUST00000115,Riley Patel 115,customer115@example.com,Seattle,WA,West,2025-04-15,Basic,3.0,True,3c5c2a519e8c1040fe6d
CUST00000116,Riley Brown 116,customer116@example.com,Orlando,FL,South,,Unknown,6.0,True,a3c8363125f0378555ff
CUST00000117,Jordan Lee 117,customer117@example.com,Orlando,FL,South,,Basic,3.0,True,41b2b41b9cf1a979c26b
CUST00000118,Jordan Smith 118,customer118@example.com,Seattle,WA,West,,Basic,5.0,True,e6ae401558d475ee9904
CUST00000119,Riley Brown 119,customer119@example.com,Houston,TX,South,,Unknown,2.0,True,48233fbe190ef1ad64cf
CUST00000120,Jordan Kim 120,customer120@example.com,Los Angeles,CA,West,2022-02-01,Unknown,6.0,True,f3e78030e23943cde4b5
CUST00000121,Morgan Smith 121,customer121@example.com,Chicago,IL,Midwest,2022-04-27,Unknown,,False,3df1a82ca9b63794bc43
CUST00000122,Casey Patel 122,customer122@example.com,Tacoma,WA,West,,Basic,4.0,True,bdb1a0292ffc21b07f53
CUST00000123,Alex Brown 123,customer123@example.com,Denver,CO,West,2026-01-18,Plus,2.0,True,6829a6b1f8c32c84169e
CUST00000124,Riley Patel 124,customer124@example.com,Buffalo,NY,Northeast,2024-08-01,Gold,6.0,False,c01e6d178620d9a7ec4b
CUST00000125,Morgan Brown 125,customer125@example.com,Aurora,CO,West,,Basic,3.0,True,50f6558d9a7ddffa752a
CUST00000126,Taylor Garcia 126,customer126@example.com,Chicago,IL,Midwest,,Gold,,True,f43c2460bb4dafb4a357
CUST00000127,Morgan Brown 127,customer127@example.com,Tacoma,WA,West,2025-02-19,Silver,2.0,True,1c204670a1886f7cf40a
CUST00000128,Riley Lee 128,customer128@example.com,Atlanta,GA,South,2020-12-05,Gold,,True,696a7c20b8d4aa770793
CUST00000129,Casey Patel 129,customer129@example.com,Austin,TX,South,2024-08-11,Basic,2.0,True,6a18b825ebfef6a3e0bf
CUST00000130,Morgan Lee 130,customer130@example.com,Buffalo,NY,Northeast,,Gold,3.0,True,7acef0c683be5782128b
CUST00000131,Alex Garcia 131,customer131@example.com,Houston,TX,South,2026-02-21,Gold,5.0,True,f496ee0f63beeed6e6e3
CUST00000132,Morgan Smith 132,customer132@example.com,Buffalo,NY,Northeast,,Unknown,6.0,False,c9873722779d9b3d6ce0
CUST00000133,Jordan Smith 133,customer133@example.com,Atlanta,GA,South,2021-10-25,Unknown,6.0,True,53fd0b1245454438f193
CUST00000134,Casey Brown 134,customer134@example.com,Austin,TX,South,,Silver,,True,df41a610da82825ceeca
CUST00000135,Taylor Kim 135,customer135@example.com,Houston,TX,South,2024-07-22,Gold,,True,fedb787c90dc7e087037
CUST00000136,Taylor Garcia 136,customer136@example.com,Albany,NY,Northeast,,Plus,1.0,False,9e6abd667bf5635282f2
CUST00000137,Morgan Smith 137,customer137@example.com,Denver,CO,West,,Gold,4.0,False,970310f0ee8f2d81124a
CUST00000138,Taylor Patel 138,customer138@example.com,Austin,TX,South,2021-07-05,Gold,,True,7e837a3ef3836d7aa753
CUST00000139,Morgan Lee 139,customer139@example.com,Chicago,IL,Midwest,2025-04-28,Silver,6.0,True,79d5efedecdebcda88ba
CUST00000140,Morgan Lee 140,customer140@example.com,Los Angeles,CA,West,2025-11-11,Unknown,4.0,True,5480e4c85a4ff6266ad7
CUST00000141,Taylor Smith 141,customer141@example.com,Seattle,WA,West,2021-02-17,Basic,4.0,True,94089ea29db0566982fa
CUST00000142,Casey Patel 142,customer142@example.com,Chicago,IL,Midwest,2020-11-27,Plus,3.0,True,552de27f12983caaadcb
CUST00000143,Morgan Lee 143,customer143@example.com,Los Angeles,CA,West,2022-07-09,Basic,,True,0a3c0bdc8f1ba9ebc8c7
CUST00000144,Casey Lee 144,customer144@example.com,Dallas,TX,South,2020-03-30,Gold,3.0,False,80d1761f4438f671b072
CUST00000145,Taylor Brown 145,customer145@example.com,Tacoma,WA,West,2024-05-16,Silver,1.0,True,d0d89258bdff64d8b791
CUST00000146,Riley Lee 146,customer146@example.com,Sacramento,CA,West,,Basic,,True,ad91b82bff23a343db69
CUST00000147,Alex Kim 147,customer147@example.com,Los Angeles,CA,West,,Unknown,,True,6612b2d989c0e764c690
CUST00000148,Casey Lee 148,customer148@example.com,Denver,CO,West,2023-11-29,Gold,2.0,False,6191a9e0627f68d4c45a
CUST00000149,Alex Smith 149,customer149@example.com,Atlanta,GA,South,2022-09-20,Silver,3.0,False,b91d31136428399482f3
CUST00000150,Taylor Patel 150,customer150@example.com,Seattle,WA,West,,Gold,5.0,True,b83d16722426ab18aeda
CUST00000151,Alex Kim 151,customer151@example.com,Austin,TX,South,2024-05-14,Gold,,False,86b18cea37cc30af839e
CUST00000152,Casey Lee 152,customer152@example.com,Chicago,IL,Midwest,2021-05-18,Basic,5.0,True,b9e355abf7455abfae08
CUST00000153,Jordan Smith 153,customer153@example.com,Albany,NY,Northeast,2023-11-05,Unknown,,True,e89b9f4b94c5289a760e
CUST00000154,Jordan Garcia 154,customer154@example.com,Chicago,IL,Midwest,2025-12-30,Silver,1.0,True,b09b8eb2f0b5c510c6ac
CUST00000155,Casey Brown 155,customer155@example.com,Atlanta,GA,South,2023-02-25,Gold,5.0,True,88b9ecc88d0ee7c8dbb4
CUST00000156,Taylor Patel 156,customer156@example.com,Sacramento,CA,West,2025-12-01,Basic,3.0,True,68cde9a3e72c53ca675a
CUST00000157,Riley Kim 157,customer157@example.com,Houston,TX,South,2023-03-21,Basic,2.0,True,76d0772229b7efa69878
CUST00000158,Riley Smith 158,customer158@example.com,Miami,FL,South,2021-09-19,Gold,4.0,True,96b4a2e3262d18c0f1e8
CUST00000159,Morgan Patel 159,customer159@example.com,Orlando,FL,South,2021-11-13,Basic,4.0,False,d76a0d9637efa349f964
CUST00000160,Alex Patel 160,customer160@example.com,Dallas,TX,South,2022-08-23,Basic,,True,9f3b7f61ffbd48657037
CUST00000161,Alex Lee 161,customer161@example.com,Denver,CO,West,,Gold,,True,61fb46256479129486dd
CUST00000162,Alex Patel 162,customer162@example.com,Orlando,FL,South,,Silver,1.0,True,ae5fbb98136d371a3efd
CUST00000163,Jordan Lee 163,customer163@example.com,Miami,FL,South,,Unknown,5.0,True,31727c60c70c90dafdc0
CUST00000164,Jordan Garcia 164,customer164@example.com,Sacramento,CA,West,,Gold,,True,3dde158654eadb9dd479
CUST00000165,Alex Smith 165,customer165@example.com,Sacramento,CA,West,2020-07-30,Gold,,True,adc81f585bd4dc8e23b9
CUST00000166,Riley Lee 166,customer166@example.com,Peoria,IL,Midwest,2024-04-27,Silver,,True,f399f1de6717af0f7241
CUST00000167,Morgan Patel 167,customer167@example.com,Chicago,IL,Midwest,2024-06-22,Gold,3.0,True,8108e2c4506610971bde
CUST00000168,Morgan Smith 168,customer168@example.com,Peoria,IL,Midwest,,Gold,,True,c57b78443b921037db05
CUST00000169,Morgan Lee 169,customer169@example.com,Tacoma,WA,West,2020-12-10,Unknown,4.0,False,e6d25612669561534254
CUST00000170,Jordan Smith 170,customer170@example.com,Seattle,WA,West,,Gold,,True,2f94a3fb93a707094ccc
CUST00000171,Morgan Garcia 171,customer171@example.com,Albany,NY,Northeast,,Unknown,,True,dd7058b6c7e6bbcbd9ea
CUST00000172,Jordan Kim 172,customer172@example.com,Miami,FL,South,,Gold,,True,d98676b702e92f544ce0
CUST00000173,Riley Kim 173,customer173@example.com,Albany,NY,Northeast,2024-11-20,Plus,3.0,True,2b8c11a8bff154dbc4ff
CUST00000174,Taylor Brown 174,customer174@example.com,Atlanta,GA,South,2024-03-03,Gold,3.0,True,8c130affddc1a9a3ff6f
CUST00000175,Alex Garcia 175,customer175@example.com,Chicago,IL,Midwest,,Plus,2.0,True,793db16bfa0bc9021731
CUST00000176,Casey Garcia 176,customer176@example.com,Dallas,TX,South,2022-12-23,Gold,6.0,True,c43095bcfdf7964950a1
CUST00000177,Taylor Kim 177,customer177@example.com,Orlando,FL,South,,Silver,,True,3b6197a626c79dfa67f8
CUST00000178,Morgan Garcia 178,customer178@example.com,Orlando,FL,South,,Gold,1.0,False,2648b35345616261a89d
CUST00000179,Taylor Lee 179,customer179@example.com,Miami,FL,South,,Basic,,True,6b1bc5212e93e8a09b5d
CUST00000180,Riley Kim 180,customer180@example.com,Buffalo,NY,Northeast,,Gold,4.0,True,93accf077b5f2082f0f7
CUST00000181,Jordan Lee 181,customer181@example.com,Sacramento,CA,West,,Silver,,True,d27ba004261fcd20e27e
CUST00000182,Jordan Lee 182,customer182@example.com,Aurora,CO,West,2025-08-09,Silver,5.0,True,5a18360106a342ee8dd9
CUST00000183,Casey Garcia 183,customer183@example.com,Denver,CO,West,2023-07-29,Plus,,True,f736c65b6bdf6e022906
CUST00000184,Morgan Garcia 184,customer184@example.com,Atlanta,GA,South,2021-04-30,Plus,2.0,True,74948738efd5f88d58da
CUST00000185,Jordan Brown 185,customer185@example.com,Buffalo,NY,Northeast,,Plus,,False,e2ed443223cb2e4ce98e
CUST00000186,Morgan Lee 186,customer186@example.com,Albany,NY,Northeast,2020-03-30,Silver,1.0,False,ce38445f69d7e67c04a9
CUST00000187,Jordan Kim 187,customer187@example.com,Tacoma,WA,West,2024-04-15,Gold,,True,48ecc67cc5b2a9071226
CUST00000188,Morgan Brown 188,customer188@example.com,Miami,FL,South,,Gold,,False,19e5782a13c87babcffb
CUST00000189,Riley Smith 189,customer189@example.com,Tacoma,WA,West,,Unknown,,True,e46c1a03b6d3487d1ebb
CUST00000190,Riley Patel 190,customer190@example.com,Seattle,WA,West,2024-10-21,Unknown,4.0,True,1817b3fd0cc3124fcc4c
CUST00000191,Riley Garcia 191,customer191@example.com,Sacramento,CA,West,,Gold,6.0,True,0b9277cbada2159aac40
CUST00000192,Taylor Lee 192,customer192@example.com,Denver,CO,West,,Plus,4.0,True,71b151a856f0777a06b0
CUST00000193,Casey Patel 193,customer193@example.com,Aurora,CO,West,2020-11-22,Unknown,3.0,True,688a20f4e0d9aaff6505
CUST00000194,Jordan Garcia 194,customer194@example.com,Sacramento,CA,West,2025-06-28,Plus,,True,d9d04414237a69af1590
CUST00000195,Taylor Patel 195,customer195@example.com,Denver,CO,West,2020-05-30,Unknown,,True,65d1ee4117aa4f9becb9
CUST00000196,Jordan Kim 196,customer196@example.com,Sacramento,CA,West,2024-11-17,Unknown,5.0,True,50fb9f322b8e45f96030
CUST00000197,Jordan Patel 197,customer197@example.com,Albany,NY,Northeast,,Gold,5.0,True,61fc48305c0e07a9f86b
CUST00000198,Riley Kim 198,customer198@example.com,Sacramento,CA,West,,Basic,,True,4cfb990b55f857577947
CUST00000199,Casey Garcia 199,customer199@example.com,Chicago,IL,Midwest,,Gold,5.0,True,4fef1b55a4133f8cf2db
CUST00000200,Casey Lee 200,customer200@example.com,Peoria,IL,Midwest,,Silver,5.0,True,80f3c5b98abaee0da989
CUST00000201,Alex Brown 201,customer201@example.com,Seattle,WA,West,2025-04-05,Gold,2.0,True,3c276ada2008c7025339
CUST00000202,Jordan Garcia 202,customer202@example.com,Tacoma,WA,West,2025-03-25,Basic,,True,f06f32078922187734bd
CUST00000203,Alex Smith 203,customer203@example.com,Dallas,TX,South,,Basic,1.0,True,312cbf75b1f8d4a4d86c
CUST00000204,Alex Patel 204,customer204@example.com,Seattle,WA,West,,Gold,2.0,True,b7645daf0226ab59aaae
CUST00000205,Morgan Smith 205,customer205@example.com,Sacramento,CA,West,2024-01-08,Unknown,,True,09cdaa59a738bd16d7a2
CUST00000206,Riley Lee 206,customer206@example.com,Atlanta,GA,South,,Gold,3.0,True,367e37d61e6bab958de4
CUST00000207,Taylor Patel 207,customer207@example.com,Albany,NY,Northeast,,Basic,,True,5a72e9b4d915f0095ba7
CUST00000208,Alex Garcia 208,customer208@example.com,Los Angeles,CA,West,2025-10-30,Silver,4.0,True,7000a7e8487c02d55497
CUST00000209,Jordan Lee 209,customer209@example.com,Buffalo,NY,Northeast,,Silver,,True,7e1df62d124076f05228
CUST00000210,Morgan Patel 210,customer210@example.com,Los Angeles,CA,West,,Silver,1.0,True,10f38d6efd03cd0d6ac4
CUST00000211,Morgan Lee 211,customer211@example.com,Orlando,FL,South,,Plus,2.0,True,a7539947f07d358ce604
CUST00000212,Morgan Kim 212,customer212@example.com,Austin,TX,South,2025-11-20,Silver,,True,2a2c8b18a88ff382b7c4
CUST00000213,Taylor Patel 213,customer213@example.com,Orlando,FL,South,,Unknown,,True,0ea7018c9a81f779fda0
CUST00000214,Riley Patel 214,customer214@example.com,Chicago,IL,Midwest,2025-01-06,Basic,,True,fae3e340980cc0c6f307
CUST00000215,Jordan Patel 215,customer215@example.com,Austin,TX,South,2024-01-11,Gold,,True,fa47c1fb33855f0f1ff0
CUST00000216,Taylor Smith 216,customer216@example.com,Savannah,GA,South,2020-10-24,Plus,3.0,True,03cd139560224b4b1c8d
CUST00000217,Riley Patel 217,customer217@example.com,Aurora,CO,West,2025-02-07,Unknown,6.0,True,5ed2d1750cb11612c2e5
CUST00000218,Jordan Kim 218,customer218@example.com,Savannah,GA,South,2024-01-21,Unknown,2.0,True,292a28c2878d60706ac7
CUST00000219,Casey Patel 219,customer219@example.com,Peoria,IL,Midwest,,Gold,2.0,True,790b00cb927fa729b265
CUST00000220,Alex Brown 220,customer220@example.com,Aurora,CO,West,2024-09-10,Gold,,True,3f7ef65ed85826fe7a7e
CUST00000221,Jordan Kim 221,customer221@example.com,Sacramento,CA,West,2026-05-08,Basic,1.0,True,ac0e68de0ddcb01a0df5
