customer_id,customer_name,customer_segment,city,region,signup_date,credit_class,autopay_flag,active_flag,effective_start_date,source,effective_end_date,is_current,customer_sk
CUST00000013,Taylor Garcia 13,Consumer,Jacksonville,Southeast,2018-06-03,D,False,False,2018-06-03,customer_master,9999-12-31,True,fa2772e90340cfbd3c1d
CUST00000014,Taylor Smith 14,Government,Jacksonville,Southeast,,B,True,True,1900-01-01,customer_master,9999-12-31,True,071365508c624103e610
CUST00000015,Riley Garcia 15,Consumer,Detroit,Midwest,2020-11-11,A,False,True,2020-11-11,customer_master,9999-12-31,True,94e50a01f28d3a64275f
CUST00000016,Taylor Garcia 16,Enterprise,Dallas,Southwest,,C,False,False,1900-01-01,customer_master,9999-12-31,True,26906f14d46de12fd4e1
CUST00000017,Riley Garcia 17,Consumer,Atlanta,Southeast,2023-07-31,A,True,True,2023-07-31,customer_master,9999-12-31,True,f8f3475637d6cf97669b
CUST00000018,Riley Smith 18,Consumer,Dallas,Southwest,2020-12-17,D,True,True,2020-12-17,customer_master,9999-12-31,True,316c58b3d58610b64f65
CUST00000019,Alex Garcia 19,Government,Boston,Northeast,,A,False,True,1900-01-01,customer_master,9999-12-31,True,416815275f9f29198499
CUST00000020,Morgan Smith 20,Enterprise,Seattle,West,2022-10-27,D,False,True,2022-10-27,customer_master,9999-12-31,True,a05bc31e5af74c100679
CUST00000021,Alex Lee 21,Small Business,Austin,Southwest,,A,False,True,1900-01-01,customer_master,9999-12-31,True,1d220cc6ccd76e84f76f
CUST00000022,Jordan Garcia 22,Consumer,Phoenix,Southwest,2026-04-25,C,True,True,2026-04-25,customer_master,2026-04-26,False,9b5e85ad4fd5ca3e8717
CUST00000022,Jordan Garcia 22,Consumer,Phoenix,Southwest,2026-04-25,A,False,True,2026-04-26,customer_cdc,9999-12-31,True,c8d2f14c5bd8bc3c5f83
CUST00000023,Jordan Kim 23,Consumer,Indianapolis,Midwest,2021-08-20,A,True,True,2021-08-20,customer_master,9999-12-31,True,64ad11c2944ab8048101
CUST00000024,Morgan Brown 24,Small Business,Detroit,Midwest,2021-08-11,A,True,True,2021-08-11,customer_master,9999-12-31,True,3f231982a3efbf4237d1
CUST00000025,Alex Smith 25,Enterprise,Denver,West,2020-04-07,B,False,False,2020-04-07,customer_master,2026-03-27,False,f847809ecc938bed686c
CUST00000025,Alex Smith 25,Government,Denver,West,2020-04-07,A,True,False,2026-03-27,customer_cdc,9999-12-31,True,d88ad84e853759bef257
CUST00000026,Taylor Brown 26,Consumer,Seattle,West,,D,True,True,1900-01-01,customer_master,2026-05-07,False,f4c841ebde3ad900f19e
CUST00000026,Taylor Brown 26,Government,Seattle,West,,C,False,True,2026-05-07,customer_cdc,9999-12-31,True,1fe0f854f34eb6c26dfa
CUST00000027,Alex Brown 27,Enterprise,Birmingham,Southeast,2019-04-09,A,True,True,2019-04-09,customer_master,9999-12-31,True,4ae1af96d8cdf4d99098
CUST00000028,Jordan Smith 28,Small Business,Jacksonville,Southeast,2023-03-30,A,True,True,2023-03-30,customer_master,9999-12-31,True,b6c0906acfc3fb472680
CUST00000029,Jordan Patel 29,Government,Austin,Southwest,2018-11-03,D,False,True,2018-11-03,customer_master,9999-12-31,True,8f0fe17a39e4df7dce28
CUST00000030,Riley Lee 30,Government,Birmingham,Southeast,,A,True,True,1900-01-01,customer_master,9999-12-31,True,10347eb5d0bd6040ed8a
CUST00000031,Jordan Brown 31,Small Business,Nashville,Southeast,2018-03-10,D,True,True,2018-03-10,customer_master,9999-12-31,True,c35e3ca1f21e4c9f15bd
CUST00000032,Jordan Lee 32,Enterprise,Albuquerque,Southwest,,B,False,True,1900-01-01,customer_master,9999-12-31,True,380f56e6cf136b0492a9
CUST00000033,Riley Garcia 33,Government,Indianapolis,Midwest,2023-05-02,D,True,True,2023-05-02,customer_master,9999-12-31,True,fba263880e61d2c36342
CUST00000034,Jordan Kim 34,Consumer,Indianapolis,Midwest,,A,True,True,1900-01-01,customer_master,9999-12-31,True,c6b53d3ef5506d7b05e7
CUST00000035,Taylor Patel 35,Government,Indianapolis,Midwest,2020-03-06,D,True,True,2020-03-06,customer_master,9999-12-31,True,223f5d08a3aa03014b12
CUST00000036,Morgan Patel 36,Enterprise,Philadelphia,Northeast,,A,True,False,1900-01-01,customer_master,9999-12-31,True,e78543abeeae0ec4a2b1
CUST00000037,Morgan Garcia 37,Consumer,Atlanta,Southeast,2021-11-07,A,False,True,2021-11-07,customer_master,9999-12-31,True,410d9f5c3b1f0c81ab1a
CUST00000038,Casey Lee 38,Consumer,Detroit,Midwest,,A,False,True,1900-01-01,customer_master,9999-12-31,True,c9acc820f3120a0dedaf
CUST00000039,Alex Smith 39,Consumer,Albany,Northeast,2025-06-30,B,False,True,2025-06-30,customer_master,9999-12-31,True,d7079a1f7dfd3499bdd6
CUST00000040,Riley Lee 40,Small Business,Boston,Northeast,2025-11-02,B,True,False,2025-11-02,customer_master,9999-12-31,True,621e08bf9904e2f61984
CUST00000041,Morgan Garcia 41,Consumer,Seattle,West,2022-04-18,A,True,True,2022-04-18,customer_master,9999-12-31,True,8740487fd01bcb12d8fe
CUST00000042,Jordan Patel 42,Small Business,Albany,Northeast,,D,True,True,1900-01-01,customer_master,9999-12-31,True,552d81eff2dab6e77944
CUST00000043,Casey Kim 43,Small Business,Philadelphia,Northeast,2024-02-05,C,False,False,2024-02-05,customer_master,9999-12-31,True,7c2f14e72dd9701fde6b
CUST00000044,Morgan Kim 44,Enterprise,Atlanta,Southeast,,D,False,True,1900-01-01,customer_master,2026-05-05,False,5f9d3d9b22fd41bd362b
CUST00000044,Morgan Kim 44,Consumer,Atlanta,Southeast,,A,False,True,2026-05-05,customer_cdc,9999-12-31,True,5b10fa73535939e8ae57
CUST00000045,Jordan Garcia 45,Consumer,Phoenix,Southwest,2023-03-25,A,True,True,2023-03-25,customer_master,9999-12-31,True,4b352f93cd072fccfe26
CUST00000046,Morgan Brown 46,Consumer,Chicago,Midwest,,B,False,True,1900-01-01,customer_master,9999-12-31,True,636cc96446b14ba03400
CUST00000047,Morgan Lee 47,Government,Buffalo,Northeast,2023-05-17,B,False,True,2023-05-17,customer_master,9999-12-31,True,0cca7b9d368bd5c58291
CUST00000048,Alex Patel 48,Consumer,Phoenix,Southwest,2022-07-09,D,True,False,2022-07-09,customer_master,9999-12-31,True,ea1de6d13ef7fd8d8852
CUST00000049,Casey Garcia 49,Enterprise,Nashville,Southeast,2020-07-08,D,True,True,2020-07-08,customer_master,9999-12-31,True,14a0ba6f39b6332de0e0
CUST00000050,Alex Kim 50,Government,Seattle,West,2024-12-29,A,False,True,2024-12-29,customer_master,9999-12-31,True,a92daac6dd807ceab855
CUST00000051,Casey Brown 51,Small Business,Albany,Northeast,,D,True,True,1900-01-01,customer_master,9999-12-31,True,3adebb35813329bb12de
CUST00000052,Casey Lee 52,Consumer,Austin,Southwest,2025-12-29,C,False,True,2025-12-29,customer_master,9999-12-31,True,90aad876d491ea0b3d29
CUST00000053,Morgan Kim 53,Consumer,Jacksonville,Southeast,,B,False,True,1900-01-01,customer_master,9999-12-31,True,5e6952f526d7d49bb9a8
CUST00000054,Taylor Kim 54,Government,Buffalo,Northeast,,A,False,True,1900-01-01,customer_master,9999-12-31,True,5be43689388ae7915fde
CUST00000055,Taylor Garcia 55,Small Business,Philadelphia,Northeast,2023-05-19,C,False,True,2023-05-19,customer_master,9999-12-31,True,5691d0757490ffeed497
CUST00000056,Morgan Brown 56,Government,Dallas,Southwest,2022-05-28,A,False,True,2022-05-28,customer_master,9999-12-31,True,940cccc7125f1da5d368
CUST00000057,Jordan Patel 57,Consumer,Phoenix,Southwest,,A,True,True,1900-01-01,customer_master,9999-12-31,True,7c028c2e198c124e1a14
CUST00000058,Alex Lee 58,Consumer,Atlanta,Southeast,,C,True,True,1900-01-01,customer_master,9999-12-31,True,c1a716db72ad24e9ebc9
CUST00000059,Jordan Brown 59,Small Business,Buffalo,Northeast,2024-01-23,C,True,True,2024-01-23,customer_master,9999-12-31,True,16a6a74fb12e6892a04b
CUST00000060,Casey Garcia 60,Consumer,Boston,Northeast,,D,False,True,1900-01-01,customer_master,9999-12-31,True,a5b9224dd63f98c90091
CUST00000061,Morgan Brown 61,Small Business,Austin,Southwest,2023-01-22,B,True,True,2023-01-22,customer_master,9999-12-31,True,7eae097952b4d65b3ea9
CUST00000062,Alex Lee 62,Enterprise,Detroit,Midwest,2024-03-16,B,False,True,2024-03-16,customer_master,2026-02-18,False,6f258708fc142779b789
CUST00000062,Alex Lee 62,Small Business,Detroit,Midwest,2024-03-16,C,False,True,2026-02-18,customer_cdc,9999-12-31,True,0753cb5e8708c61d11c0
CUST00000063,Taylor Patel 63,Consumer,Boston,Northeast,,A,True,True,1900-01-01,customer_master,9999-12-31,True,e1d6032592d9afe8d7c3
CUST00000064,Casey Kim 64,Small Business,Phoenix,Southwest,2018-12-02,A,True,True,2018-12-02,customer_master,9999-12-31,True,5bd1408312852cc35429
CUST00000065,Taylor Garcia 65,Small Business,San Diego,West,2019-02-04,B,True,True,2019-02-04,customer_master,9999-12-31,True,ebaf6c35480ac051c6de
CUST00000066,Taylor Garcia 66,Consumer,Albuquerque,Southwest,,A,False,True,1900-01-01,customer_master,9999-12-31,True,0635b30bf6c3d8804b0a
CUST00000067,Morgan Lee 67,Government,Indianapolis,Midwest,2021-03-02,D,True,True,2021-03-02,customer_master,2026-03-31,False,d2e0b549a2987015637e
CUST00000067,Morgan Lee 67,Small Business,Indianapolis,Midwest,2021-03-02,B,True,True,2026-03-31,customer_cdc,9999-12-31,True,d506080fa1bdf81fea41
CUST00000068,Jordan Patel 68,Government,Albuquerque,Southwest,2025-08-19,B,False,True,2025-08-19,customer_master,9999-12-31,True,b048d93c457f22cdeaee
CUST00000069,Riley Smith 69,Small Business,Columbus,Midwest,2025-06-11,C,True,True,2025-06-11,customer_master,9999-12-31,True,950f289a115c35323c73
CUST00000070,Morgan Brown 70,Consumer,Austin,Southwest,2019-02-18,A,False,True,2019-02-18,customer_master,9999-12-31,True,48c20ae95856b866e701
CUST00000071,Jordan Brown 71,Consumer,San Diego,West,2021-01-19,A,True,True,2021-01-19,customer_master,9999-12-31,True,ab4c5fab4f2f4a109373
CUST00000072,Casey Smith 72,Small Business,Atlanta,Southeast,,A,True,True,1900-01-01,customer_master,2026-02-10,False,a27f05be8ebc11c46a72
CUST00000072,Casey Smith 72,Government,Atlanta,Southeast,,C,True,True,2026-02-10,customer_cdc,9999-12-31,True,7152f43a07e0bfd3b5ef
CUST00000073,Jordan Kim 73,Consumer,Albuquerque,Southwest,,A,False,True,1900-01-01,customer_master,2026-05-20,False,f748196510e93ad02c31
CUST00000073,Jordan Kim 73,Government,Albuquerque,Southwest,,A,False,True,2026-05-20,customer_cdc,9999-12-31,True,a0b7ed1d99221cfe75f8
CUST00000074,Taylor Lee 74,Enterprise,Albuquerque,Southwest,,B,True,True,1900-01-01,customer_master,9999-12-31,True,7ec68105018a77859019
CUST00000075,Morgan Garcia 75,Consumer,Birmingham,Southeast,2022-12-01,A,False,True,2022-12-01,customer_master,9999-12-31,True,b819da8892932d9a01fb
CUST00000076,Riley Smith 76,Consumer,Detroit,Midwest,2021-05-22,C,True,True,2021-05-22,customer_master,9999-12-31,True,540ad4e7ce78dffdac3b
CUST00000077,Riley Patel 77,Small Business,Atlanta,Southeast,,A,False,True,1900-01-01,customer_master,9999-12-31,True,663c21ecffd4706ed8dd
CUST00000078,Jordan Garcia 78,Enterprise,Nashville,Southeast,,D,False,True,1900-01-01,customer_master,9999-12-31,True,155571162b2f26a6afb7
CUST00000079,Jordan Smith 79,Consumer,Jacksonville,Southeast,,A,False,False,1900-01-01,customer_master,2026-02-15,False,6b3de07527391873b23d
CUST00000079,Jordan Smith 79,Consumer,Jacksonville,Southeast,,B,False,False,2026-02-15,customer_cdc,9999-12-31,True,c98dd8a35cf62fc825e5
CUST00000080,Jordan Brown 80,Consumer,Austin,Southwest,2019-07-19,A,True,True,2019-07-19,customer_master,2026-04-29,False,da4eecb6426598bcc54e
CUST00000080,Jordan Brown 80,Government,Austin,Southwest,2019-07-19,C,False,True,2026-04-29,customer_cdc,9999-12-31,True,1ca335abe3983d2675d2
CUST00000081,Alex Kim 81,Government,Austin,Southwest,2019-04-13,C,True,False,2019-04-13,customer_master,2026-02-19,False,915d51c2e74d6cb83417
CUST00000081,Alex Kim 81,Consumer,Austin,Southwest,2019-04-13,B,True,False,2026-02-19,customer_cdc,9999-12-31,True,bf349ee7d2b6d51a2ed2
CUST00000082,Morgan Patel 82,Small Business,Dallas,Southwest,2020-08-21,C,False,True,2020-08-21,customer_master,9999-12-31,True,7da62cc25c3faf28f6ab
CUST00000083,Riley Lee 83,Consumer,Columbus,Midwest,2024-09-30,A,False,False,2024-09-30,customer_master,9999-12-31,True,af871ebcae6f8bf605d4
CUST00000084,Jordan Smith 84,Consumer,Detroit,Midwest,2023-04-17,A,False,True,2023-04-17,customer_master,9999-12-31,True,2f655da81ce7d7731e4a
CUST00000085,Riley Patel 85,Consumer,Birmingham,Southeast,2022-11-23,A,False,True,2022-11-23,customer_master,9999-12-31,True,d73cab4f7e4f68ba7ad1
CUST00000086,Taylor Brown 86,Consumer,Dallas,Southwest,2023-05-14,C,True,True,2023-05-14,customer_master,9999-12-31,True,c6268cceef2b3a2d63fe
CUST00000087,Morgan Lee 87,Consumer,Detroit,Midwest,2025-01-04,B,False,True,2025-01-04,customer_master,2026-03-31,False,14f71ef1d91640c071f5
CUST00000087,Morgan Lee 87,Enterprise,Detroit,Midwest,2025-01-04,A,False,True,2026-03-31,customer_cdc,9999-12-31,True,52c631f70450a3366173
CUST00000088,Morgan Kim 88,Government,Portland,West,,C,False,True,1900-01-01,customer_master,9999-12-31,True,c2c445e6faf28d977c70
CUST00000089,Jordan Garcia 89,Government,Seattle,West,,C,True,True,1900-01-01,customer_master,9999-12-31,True,cb0ae598b0591ba3d531
CUST00000090,Casey Patel 90,Government,Columbus,Midwest,2024-11-11,A,True,True,2024-11-11,customer_master,9999-12-31,True,99d737b60c43cf1b2dc7
CUST00000091,Alex Lee 91,Enterprise,Buffalo,Northeast,,C,False,True,1900-01-01,customer_master,9999-12-31,True,db5531331b5daba7c447
CUST00000092,Jordan Brown 92,Small Business,Columbus,Midwest,,A,False,True,1900-01-01,customer_master,9999-12-31,True,4034c64843078726e987
CUST00000093,Jordan Garcia 93,Consumer,Albany,Northeast,,C,False,True,1900-01-01,customer_master,2026-04-24,False,4e88cb2fb564dd5f781c
CUST00000093,Jordan Garcia 93,Enterprise,Albany,Northeast,,D,True,True,2026-04-24,customer_cdc,9999-12-31,True,6f6959f74c1e002ac6a6
CUST00000094,Morgan Patel 94,Consumer,Nashville,Southeast,,A,False,False,1900-01-01,customer_master,9999-12-31,True,69ab461e1cf3f0e5e31e
CUST00000095,Casey Smith 95,Enterprise,Seattle,West,2018-08-29,A,True,True,2018-08-29,customer_master,9999-12-31,True,caf5da99d9d360498d28
CUST00000096,Morgan Kim 96,Consumer,Denver,West,2025-02-11,A,False,True,2025-02-11,customer_master,9999-12-31,True,c908574062a802ece645
CUST00000097,Morgan Lee 97,Small Business,Detroit,Midwest,2018-06-18,A,False,True,2018-06-18,customer_master,2026-02-16,False,7241cf1e409e358c8902
CUST00000097,Morgan Lee 97,Small Business,Detroit,Midwest,2018-06-18,C,False,True,2026-02-16,customer_cdc,9999-12-31,True,bd7c66dfb94de3acc768
CUST00000098,Morgan Brown 98,Small Business,Boston,Northeast,,C,True,True,1900-01-01,customer_master,9999-12-31,True,e998726c92d0bd10f637
CUST00000099,Alex Patel 99,Consumer,Jacksonville,Southeast,2024-05-05,A,True,False,2024-05-05,customer_master,9999-12-31,True,da712c5767038a8c9487
CUST00000100,Taylor Garcia 100,Government,Portland,West,,A,True,True,1900-01-01,customer_master,9999-12-31,True,7bf48bd905151e974ecb
CUST00000101,Casey Smith 101,Government,Denver,West,2020-10-27,C,False,True,2020-10-27,customer_master,9999-12-31,True,eb6dbc72a5c53486f815
CUST00000102,Taylor Garcia 102,Consumer,Detroit,Midwest,2018-09-18,A,False,True,2018-09-18,customer_master,9999-12-31,True,afed72c8827605bbf20b
CUST00000103,Riley Lee 103,Consumer,Austin,Southwest,2018-05-24,D,True,True,2018-05-24,customer_master,2026-02-07,False,ac5df902c16f6b4d4c39
CUST00000103,Riley Lee 103,Consumer,Austin,Southwest,2018-05-24,C,False,True,2026-02-07,customer_cdc,9999-12-31,True,94097d2b71e53b9c2aa8
CUST00000104,Alex Brown 104,Consumer,Phoenix,Southwest,,B,True,True,1900-01-01,customer_master,9999-12-31,True,d05f53ecb2860c565136
CUST00000105,Riley Kim 105,Consumer,Denver,West,,A,False,True,1900-01-01,customer_master,2026-03-31,False,d4b6d028281563a8515f
CUST00000105,Riley Kim 105,Enterprise,Denver,West,,D,False,True,2026-03-31,customer_cdc,9999-12-31,True,724d1b56e319099d9c9d
CUST00000106,Riley Brown 106,Enterprise,Austin,Southwest,,A,True,False,1900-01-01,customer_master,2026-03-19,False,ebdb7c921b20aded7607
CUST00000106,Riley Brown 106,Enterprise,Austin,Southwest,,D,True,False,2026-03-19,customer_cdc,9999-12-31,True,060f539d6e59b936169f
CUST00000107,Riley Patel 107,Consumer,Nashville,Southeast,2018-01-20,B,True,True,2018-01-20,customer_master,9999-12-31,True,06ac0a1be9eff19f2c81
CUST00000108,Riley Garcia 108,Enterprise,Phoenix,Southwest,2025-09-11,A,True,True,2025-09-11,customer_master,9999-12-31,True,71744be77e603b4fd92f
CUST00000109,Morgan Patel 109,Consumer,Chicago,Midwest,,A,True,False,1900-01-01,customer_master,9999-12-31,True,ad5dd909dda6260b62d8
CUST00000110,Casey Garcia 110,Consumer,Indianapolis,Midwest,2024-01-14,B,True,True,2024-01-14,customer_master,9999-12-31,True,c35dde719886d4513ab2
CUST00000111,Riley Garcia 111,Consumer,Atlanta,Southeast,,C,True,True,1900-01-01,customer_master,2026-03-01,False,e0beeec6d1a454e241e9
CUST00000111,Riley Garcia 111,Government,Atlanta,Southeast,,A,True,True,2026-03-01,customer_cdc,9999-12-31,True,4239699e704862f1382a
CUST00000112,Riley Brown 112,Enterprise,Boston,Northeast,,A,False,True,1900-01-01,customer_master,9999-12-31,True,9d10e0d23d5f36eb8539
CUST00000113,Jordan Smith 113,Small Business,Columbus,Midwest,2024-07-14,A,True,True,2024-07-14,customer_master,9999-12-31,True,cfd13d33e0e21fe1202f
CUST00000114,Jordan Smith 114,Consumer,Atlanta,Southeast,2025-07-14,D,False,True,2025-07-14,customer_master,9999-12-31,True,9ee57afdf57e05d1a633
CUST00000115,Riley Kim 115,Consumer,Atlanta,Southeast,2022-08-22,D,True,False,2022-08-22,customer_master,9999-12-31,True,1f022179aa30f9c3ad42
CUST00000116,Jordan Kim 116,Government,Columbus,Midwest,,C,False,True,1900-01-01,customer_master,9999-12-31,True,1215f5d9f8dc2425e9c5
CUST00000117,Morgan Patel 117,Enterprise,Columbus,Midwest,2021-06-23,C,True,False,2021-06-23,customer_master,9999-12-31,True,eab33762cfd551650fa9
CUST00000118,Taylor Patel 118,Enterprise,Nashville,Southeast,2018-03-29,C,False,False,2018-03-29,customer_master,9999-12-31,True,a62e66617b4819bdae94
CUST00000119,Jordan Garcia 119,Small Business,Albany,Northeast,2025-01-14,D,False,True,2025-01-14,customer_master,9999-12-31,True,ed20ecaf434d53e21ce3
CUST00000120,Morgan Garcia 120,Small Business,Albany,Northeast,2023-07-15,A,False,True,2023-07-15,customer_master,9999-12-31,True,53b9f5aecf8ec2aaea14
CUST00000121,Casey Patel 121,Consumer,Philadelphia,Northeast,,B,False,True,1900-01-01,customer_master,9999-12-31,True,0ae54e08e567c421f38f
CUST00000122,Morgan Patel 122,Consumer,Albany,Northeast,2019-09-19,D,False,True,2019-09-19,customer_master,9999-12-31,True,a8b029032f8096544eb2
CUST00000123,Alex Patel 123,Consumer,Jacksonville,Southeast,,C,True,False,1900-01-01,customer_master,9999-12-31,True,107ed5ba1957832f350f
CUST00000124,Taylor Brown 124,Small Business,Albuquerque,Southwest,,B,False,False,1900-01-01,customer_master,2026-03-21,False,014c5c1e7b71af059188
CUST00000124,Taylor Brown 124,Enterprise,Albuquerque,Southwest,,A,False,False,2026-03-21,customer_cdc,9999-12-31,True,386055d546f0197e1979
CUST00000125,Alex Garcia 125,Government,Albany,Northeast,,B,False,True,1900-01-01,customer_master,9999-12-31,True,1834a1bd9e71cae99fb4
CUST00000126,Riley Smith 126,Enterprise,San Diego,West,2020-04-11,D,False,True,2020-04-11,customer_master,9999-12-31,True,97d9108de06298e70845
CUST00000127,Jordan Garcia 127,Government,Denver,West,,A,True,True,1900-01-01,customer_master,9999-12-31,True,37410a2311d100f51ac0
CUST00000128,Jordan Smith 128,Government,Denver,West,,A,True,True,1900-01-01,customer_master,9999-12-31,True,276cb23f1c7083566ad4
CUST00000129,Casey Garcia 129,Government,Nashville,Southeast,2018-02-10,A,False,True,2018-02-10,customer_master,9999-12-31,True,37c3a62de2ca70463a52
CUST00000130,Taylor Garcia 130,Consumer,Albany,Northeast,2025-09-15,A,False,True,2025-09-15,customer_master,9999-12-31,True,a1b61fb9d839225e5ed1
CUST00000131,Morgan Patel 131,Consumer,Albany,Northeast,2022-02-13,C,True,True,2022-02-13,customer_master,9999-12-31,True,e5dc5100c5801bd53aaa
CUST00000132,Jordan Garcia 132,Government,Dallas,Southwest,,C,False,True,1900-01-01,customer_master,2026-02-19,False,df860e75e3bb069c4d07
CUST00000132,Jordan Garcia 132,Small Business,Dallas,Southwest,,B,False,True,2026-02-19,customer_cdc,9999-12-31,True,902639d0398b1cfe721d
CUST00000133,Jordan Kim 133,Enterprise,Detroit,Midwest,,A,False,True,1900-01-01,customer_master,9999-12-31,True,0e89269376cca64aeed5
CUST00000134,Morgan Brown 134,Small Business,Phoenix,Southwest,,A,True,False,1900-01-01,customer_master,9999-12-31,True,8fc00c5d9f664f1753d7
CUST00000135,Taylor Kim 135,Consumer,Jacksonville,Southeast,2018-10-20,A,False,True,2018-10-20,customer_master,9999-12-31,True,aaa494304dbecc55cf90
CUST00000136,Alex Brown 136,Consumer,Buffalo,Northeast,2021-04-23,A,False,False,2021-04-23,customer_master,9999-12-31,True,2d9068cebf2baed86ac6
CUST00000137,Alex Patel 137,Government,Birmingham,Southeast,2019-11-16,A,True,True,2019-11-16,customer_master,9999-12-31,True,4a8a86af257beb9c0382
CUST00000138,Riley Kim 138,Enterprise,Nashville,Southeast,,A,False,True,1900-01-01,customer_master,9999-12-31,True,4c8a85997d426d3d56fc
CUST00000139,Alex Smith 139,Consumer,Austin,Southwest,2018-05-27,B,True,False,2018-05-27,customer_master,9999-12-31,True,d0b71744d1647c65ff34
CUST00000140,Casey Garcia 140,Consumer,Philadelphia,Northeast,,A,False,True,1900-01-01,customer_master,9999-12-31,True,aac8db90d6be09dcaf9c
CUST00000141,Taylor Brown 141,Enterprise,Phoenix,Southwest,2024-01-23,A,False,True,2024-01-23,customer_master,9999-12-31,True,3ea5afea482387b2f027
CUST00000142,Morgan Garcia 142,Small Business,Columbus,Midwest,,C,False,True,1900-01-01,customer_master,9999-12-31,True,91cc52284cece9655f37
CUST00000143,Alex Lee 143,Government,Detroit,Midwest,2019-07-24,C,False,True,2019-07-24,customer_master,2026-04-09,False,69fe700f38b8a86c67f1
CUST00000143,Alex Lee 143,Government,Detroit,Midwest,2019-07-24,D,True,True,2026-04-09,customer_cdc,9999-12-31,True,a96bb7227291a2bf7232
CUST00000144,Taylor Kim 144,Consumer,Philadelphia,Northeast,2020-03-31,C,False,True,2020-03-31,customer_master,9999-12-31,True,9170a50e96cf47ce31b3
CUST00000145,Taylor Brown 145,Consumer,Columbus,Midwest,2024-10-06,B,False,True,2024-10-06,customer_master,9999-12-31,True,bb1674ea1e9a558ce3c9
CUST00000146,Riley Smith 146,Enterprise,Detroit,Midwest,,D,False,True,1900-01-01,customer_master,9999-12-31,True,683d569e3ae36b23930c
CUST00000147,Riley Kim 147,Government,Nashville,Southeast,,D,True,True,1900-01-01,customer_master,9999-12-31,True,376f3225e238c78f2e77
CUST00000148,Jordan Lee 148,Consumer,Nashville,Southeast,2024-09-27,C,True,False,2024-09-27,customer_master,9999-12-31,True,837b31cb2b5c075b4dca
CUST00000149,Jordan Brown 149,Small Business,Philadelphia,Northeast,,C,False,True,1900-01-01,customer_master,9999-12-31,True,52d88145d949aceb04f8
CUST00000150,Riley Garcia 150,Government,Boston,Northeast,,A,True,False,1900-01-01,customer_master,9999-12-31,True,d3475199a944c02c3b61
CUST00000151,Taylor Brown 151,Small Business,Boston,Northeast,,D,False,True,1900-01-01,customer_master,9999-12-31,True,46771f8f3d5c5b0db307
CUST00000152,Alex Garcia 152,Consumer,Jacksonville,Southeast,2020-12-21,C,True,True,2020-12-21,customer_master,9999-12-31,True,62094fba33316aca70f5
CUST00000153,Casey Patel 153,Enterprise,Birmingham,Southeast,2022-08-16,D,False,True,2022-08-16,customer_master,9999-12-31,True,14149e7ba54c1de233a5
CUST00000154,Riley Brown 154,Consumer,San Diego,West,,C,True,True,1900-01-01,customer_master,9999-12-31,True,67d41ce2348eec707794
CUST00000155,Morgan Patel 155,Small Business,Albuquerque,Southwest,,D,True,True,1900-01-01,customer_master,9999-12-31,True,740ee369bdd0b01bd017
CUST00000156,Taylor Lee 156,Small Business,San Diego,West,,A,False,True,1900-01-01,customer_master,2026-03-22,False,53f1e8f38cd6d1d92dfa
CUST00000156,Taylor Lee 156,Enterprise,San Diego,West,,D,True,True,2026-03-22,customer_cdc,9999-12-31,True,4ea1ff9c27e4b80f78b7
