customer_id,customer_name,customer_segment,city,region,signup_date,credit_class,autopay_flag,active_flag,ticket_count,open_ticket_count,avg_resolution_hours,total_data_gb,dropped_calls,poor_qoe_sessions,billed_amount,open_amount,past_due_invoices,churn_risk_score
CUST00001981,Riley Lee 1981,Small Business,Detroit,Midwest,,A,False,False,4.0,0.0,57.25,3.895412109375,2.0,0.0,541.28,541.28,2.0,33.0
CUST00000719,Morgan Smith 719,Consumer,Phoenix,Southwest,2025-12-05,C,True,False,4.0,0.0,63.5,4.837748046875,1.0,1.0,419.45,354.68,2.0,32.75
CUST00002538,Taylor Patel 2538,Small Business,Detroit,Midwest,2024-07-21,B,True,False,2.0,0.0,104.5,24.901200195312498,4.0,3.0,699.38,660.51,3.0,32.75
CUST00000543,Riley Lee 543,Consumer,Buffalo,Northeast,2018-07-30,C,True,False,1.0,0.0,112.0,18.5411220703125,5.0,1.0,1111.67,911.74,4.0,32.75
CUST00004079,Riley Patel 4079,Consumer,Birmingham,Southeast,,B,False,False,4.0,0.0,65.0,3.2960615234375,1.0,0.0,1035.54,354.55,2.0,32.5
CUST00000117,Morgan Patel 117,Enterprise,Columbus,Midwest,2021-06-23,C,True,False,4.0,0.0,76.75,16.4657890625,1.0,0.0,579.76,526.22,2.0,32.5
CUST00003667,Casey Patel 3667,Small Business,San Diego,West,,B,False,False,5.0,0.0,51.6,5.1489365234374995,0.0,2.0,607.53,303.7,1.0,32.5
CUST00001086,Alex Kim 1086,Government,Columbus,Midwest,,A,False,False,1.0,1.0,,17.707313476562497,2.0,2.0,1011.56,721.87,3.0,32.5
CUST00002658,Taylor Garcia 2658,Consumer,Boston,Northeast,,B,True,False,2.0,1.0,49.0,2.5055361328125,2.0,1.0,299.18,219.85,2.0,32.25
CUST00002541,Taylor Kim 2541,Small Business,Buffalo,Northeast,2018-12-16,A,False,False,3.0,1.0,104.5,4.84226171875,2.0,1.0,338.88,338.88,1.0,32.25
CUST00001478,Morgan Kim 1478,Small Business,Buffalo,Northeast,,B,False,False,3.0,0.0,59.333333333333336,5.747494140624999,4.0,1.0,477.59000000000003,260.68,2.0,32.25
CUST00001395,Jordan Smith 1395,Consumer,Nashville,Southeast,,A,False,False,5.0,0.0,42.6,0.0631142578125,0.0,1.0,189.78,189.78,1.0,32.25
CUST00000433,Jordan Smith 433,Consumer,Boston,Northeast,,B,False,False,4.0,1.0,69.33333333333333,5.3919443359375,2.0,1.0,463.72,245.89,0.0,32.25
CUST00003652,Taylor Smith 3652,Small Business,San Diego,West,2019-11-12,C,True,False,3.0,1.0,34.0,7.1613876953125,2.0,0.0,169.07999999999998,169.07999999999998,1.0,32.0
CUST00002295,Jordan Smith 2295,Government,Nashville,Southeast,2023-09-09,C,True,False,5.0,0.0,82.0,2.409671875,0.0,0.0,402.87,254.95,1.0,32.0
CUST00002045,Riley Garcia 2045,Enterprise,Atlanta,Southeast,,D,True,False,3.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
CUST00002876,Casey Garcia 2876,Enterprise,Nashville,Southeast,,A,False,False,3.0,0.0,46.0,4.7235146484375,3.0,0.0,588.33,240.99,2.0,31.5
CUST00002003,Riley Kim 2003,Small Business,Portland,West,,B,True,False,3.0,1.0,103.0,6.7534521484375,1.0,0.0,322.27,119.11,1.0,31.5
CUST00003199,Taylor Patel 3199,Consumer,Detroit,Midwest,2019-09-19,C,False,False,2.0,1.0,37.0,9.7464560546875,0.0,2.0,562.92,470.78,2.0,31.5
CUST00003422,Taylor Patel 3422,Enterprise,Philadelphia,Northeast,,D,True,False,2.0,0.0,74.5,7.816297851562499,2.0,2.0,1012.52,544.49,3.0,31.5
CUST00000484,Alex Kim 484,Enterprise,Boston,Northeast,,A,True,False,2.0,1.0,73.0,6.9003056640625005,1.0,0.0,499.51,244.77999999999997,2.0,31.5
CUST00001651,Riley Patel 1651,Consumer,Detroit,Midwest,2021-11-07,C,True,False,3.0,0.0,15.0,10.515076171875,2.0,1.0,827.39,472.53,2.0,31.25
CUST00003831,Alex Lee 3831,Enterprise,San Diego,West,2024-12-10,A,False,False,2.0,1.0,80.0,16.883833984375,0.0,1.0,603.91,408.14,2.0,31.25
CUST00000240,Alex Patel 240,Consumer,Boston,Northeast,2023-04-25,A,False,False,4.0,0.0,37.5,10.2380693359375,2.0,1.0,780.75,453.35,1.0,31.25
CUST00000308,Jordan Brown 308,Government,Philadelphia,Northeast,,D,False,False,4.0,1.0,82.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,31.0
CUST00000004,Morgan Kim 4,Government,Indianapolis,Midwest,,D,False,False,4.0,1.0,43.666666666666664,2.5838544921875,0.0,0.0,177.99,11.439999999999998,0.0,31.0
CUST00004071,Morgan Brown 4071,Consumer,Phoenix,Southwest,,D,False,False,3.0,1.0,58.5,1.6584746093749998,0.0,0.0,169.11,169.11,1.0,31.0
CUST00003015,Taylor Garcia 3015,Consumer,Columbus,Midwest,,A,True,False,4.0,1.0,90.66666666666667,7.285256835937499,0.0,0.0,275.02,27.129999999999995,0.0,31.0
CUST00000996,Morgan Brown 996,Small Business,Austin,Southwest,,A,False,False,2.0,1.0,83.0,7.5906513671875,0.0,0.0,894.54,894.54,2.0,31.0
CUST00003543,Morgan Kim 3543,Consumer,Buffalo,Northeast,,A,True,False,3.0,0.0,47.0,1.3542041015625,2.0,0.0,618.15,373.49999999999994,2.0,31.0
CUST00000880,Taylor Kim 880,Consumer,Buffalo,Northeast,,A,True,False,2.0,0.0,66.5,5.643368164062499,2.0,0.0,1072.16,759.9300000000001,3.0,31.0
CUST00001718,Taylor Brown 1718,Small Business,Seattle,West,2020-09-18,B,False,False,4.0,1.0,51.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,31.0
CUST00002439,Taylor Kim 2439,Small Business,Jacksonville,Southeast,2018-12-20,C,True,False,2.0,0.0,39.0,15.605525390625,5.0,2.0,982.95,826.76,2.0,31.0
CUST00000503,Jordan Kim 503,Enterprise,Indianapolis,Midwest,,A,True,False,4.0,1.0,58.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,31.0
CUST00001295,Alex Brown 1295,Consumer,Phoenix,Southwest,,D,True,False,3.0,1.0,97.5,5.980064453125,0.0,0.0,398.69,229.25,1.0,31.0
CUST00001279,Morgan Garcia 1279,Enterprise,Albuquerque,Southwest,,A,False,False,4.0,1.0,89.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,31.0
CUST00002188,Jordan Garcia 2188,Government,Birmingham,Southeast,2018-12-27,A,True,False,2.0,1.0,86.0,7.41576171875,3.0,1.0,390.38,390.38,1.0,30.75
CUST00000816,Riley Garcia 816,Enterprise,Birmingham,Southeast,2019-10-28,D,True,False,2.0,1.0,111.0,14.7075400390625,3.0,1.0,433.33,248.23,1.0,30.75
CUST00004222,Taylor Brown 4222,Enterprise,Albany,Northeast,,A,True,False,2.0,0.0,46.5,15.061143554687499,1.0,1.0,823.84,809.97,3.0,30.75
CUST00003939,Taylor Kim 3939,Small Business,Philadelphia,Northeast,,A,True,False,2.0,0.0,93.0,8.0345380859375,5.0,1.0,719.0899999999999,427.11,2.0,30.75
CUST00002051,Casey Brown 2051,Government,Detroit,Midwest,2019-03-12,B,True,False,3.0,0.0,68.66666666666667,11.331998046875,1.0,1.0,425.96000000000004,335.59000000000003,2.0,30.75
CUST00000708,Alex Lee 708,Enterprise,Austin,Southwest,,D,False,False,3.0,0.0,85.0,1.3120849609375,1.0,0.0,692.72,435.89,2.0,30.5
CUST00003510,Jordan Smith 3510,Consumer,Chicago,Midwest,2019-10-17,D,False,False,0.0,0.0,,27.9539736328125,1.0,0.0,2141.69,1524.9,5.0,30.5
CUST00004227,Morgan Patel 4227,Consumer,Chicago,Midwest,,A,False,False,3.0,0.0,54.333333333333336,1.8506416015625,1.0,0.0,729.36,620.8,2.0,30.5
CUST00001142,Morgan Garcia 1142,Enterprise,Phoenix,Southwest,,D,False,False,4.0,0.0,67.5,5.6555595703125,1.0,0.0,269.71000000000004,34.17,1.0,30.5
CUST00000502,Casey Lee 502,Consumer,Indianapolis,Midwest,,A,False,False,4.0,0.0,66.75,19.765744140625,0.0,2.0,1032.74,495.85,1.0,30.5
CUST00001992,Morgan Brown 1992,Small Business,Nashville,Southeast,,A,True,False,3.0,0.0,69.66666666666667,10.6118447265625,0.0,2.0,460.3,109.94999999999999,2.0,30.5
CUST00003557,Riley Garcia 3557,Enterprise,Phoenix,Southwest,,D,False,False,3.0,0.0,87.66666666666667,11.848254882812501,0.0,1.0,656.77,255.37,2.0,30.25
CUST00000212,Riley Kim 212,Enterprise,Phoenix,Southwest,,B,False,False,1.0,1.0,,3.765115234375,2.0,1.0,394.75,364.18,2.0,30.25
CUST00001815,Casey Smith 1815,Enterprise,Boston,Northeast,,A,False,False,2.0,0.0,96.0,12.69142578125,3.0,3.0,1102.01,423.7,2.0,30.25
CUST00003728,Morgan Kim 3728,Consumer,Atlanta,Southeast,2023-03-05,A,True,False,3.0,0.0,77.0,13.694914062499999,0.0,1.0,662.8399999999999,662.8399999999999,2.0,30.25
CUST00002272,Casey Patel 2272,Government,Albany,Northeast,2023-07-12,C,False,False,1.0,1.0,,19.3167041015625,0.0,4.0,782.9100000000001,598.3,2.0,30.0
CUST00002122,Alex Lee 2122,Enterprise,Albuquerque,Southwest,2021-01-23,A,True,False,2.0,1.0,64.0,2.04326953125,2.0,0.0,264.75,240.99,1.0,30.0
CUST00001073,Jordan Smith 1073,Government,Birmingham,Southeast,2021-08-14,A,True,False,4.0,0.0,62.75,4.213486328125,0.0,0.0,368.55,200.62,1.0,30.0
CUST00001060,Casey Brown 1060,Enterprise,Buffalo,Northeast,2024-06-09,C,True,False,4.0,0.0,50.0,0.0,0.0,0.0,247.04999999999998,126.49999999999999,1.0,30.0
CUST00003201,Morgan Lee 3201,Enterprise,Indianapolis,Midwest,,D,False,False,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.0
CUST00000314,Casey Lee 314,Consumer,Austin,Southwest,2023-02-21,C,False,False,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.0
CUST00001805,Morgan Lee 1805,Small Business,Jacksonville,Southeast,2019-09-23,C,True,False,2.0,0.0,68.0,8.367716796875,3.0,2.0,354.12,318.05,2.0,30.0
CUST00002206,Casey Brown 2206,Small Business,Jacksonville,Southeast,2022-06-13,A,False,False,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.0
CUST00003848,Casey Patel 3848,Consumer,Boston,Northeast,,A,True,False,3.0,0.0,48.0,3.9345703125,0.0,0.0,511.71,285.32,2.0,30.0
CUST00004401,Morgan Brown 4401,Consumer,Denver,West,,B,False,False,4.0,0.0,74.0,2.6355791015624996,0.0,0.0,367.18,109.51,1.0,30.0
CUST00003648,Casey Brown 3648,Small Business,Columbus,Midwest,2021-02-25,A,False,False,2.0,1.0,109.0,5.117994140625,1.0,1.0,141.7,79.81,1.0,29.75
CUST00003511,Riley Patel 3511,Small Business,Dallas,Southwest,2025-08-15,A,False,False,2.0,1.0,33.0,4.177958984375,1.0,0.0,217.34,217.34,1.0,29.5
CUST00001613,Alex Patel 1613,Enterprise,Albuquerque,Southwest,,A,True,False,2.0,1.0,72.0,2.751205078125,1.0,0.0,312.15,78.03,1.0,29.5
CUST00003556,Casey Kim 3556,Enterprise,Denver,West,2022-02-09,A,True,False,2.0,1.0,81.0,1.1975703125000001,1.0,0.0,202.69,202.69,1.0,29.5
CUST00001654,Taylor Lee 1654,Consumer,Philadelphia,Northeast,2018-01-20,D,True,False,2.0,1.0,65.0,5.074298828125,1.0,0.0,252.32999999999998,252.32999999999998,1.0,29.5
CUST00002869,Taylor Smith 2869,Government,Chicago,Midwest,2022-05-08,C,False,False,1.0,0.0,104.0,14.010069335937501,3.0,0.0,844.28,563.2,3.0,29.5
CUST00000320,Taylor Kim 320,Government,Philadelphia,Northeast,,C,False,False,2.0,1.0,8.0,3.6874687500000003,1.0,0.0,216.0,216.0,1.0,29.5
CUST00002724,Taylor Brown 2724,Consumer,Dallas,Southwest,2026-03-29,C,False,False,1.0,1.0,,7.095048828125,0.0,1.0,458.8,85.58999999999997,2.0,29.25
CUST00004230,Taylor Patel 4230,Small Business,San Diego,West,2025-01-03,A,True,False,3.0,0.0,37.0,1.2369902343749999,2.0,1.0,224.28,224.28,1.0,29.25
CUST00000379,Taylor Smith 379,Enterprise,Indianapolis,Midwest,2024-11-28,A,False,False,2.0,0.0,72.0,11.6121826171875,2.0,1.0,421.61,421.61,2.0,29.25
CUST00003281,Casey Kim 3281,Consumer,Jacksonville,Southeast,2024-08-28,D,True,False,2.0,1.0,14.0,1.922740234375,0.0,1.0,138.59,138.59,1.0,29.25
CUST00001394,Alex Kim 1394,Government,Portland,West,,A,False,False,2.0,0.0,36.0,8.3533046875,2.0,1.0,653.14,521.42,2.0,29.25
CUST00003920,Casey Smith 3920,Small Business,Detroit,Midwest,,D,False,False,1.0,0.0,99.0,13.736060546874999,2.0,1.0,1029.24,758.0899999999999,3.0,29.25
CUST00001212,Riley Lee 1212,Consumer,Philadelphia,Northeast,,C,False,False,2.0,0.0,93.5,3.20141796875,2.0,0.0,601.03,601.03,2.0,29.0
CUST00001018,Morgan Smith 1018,Enterprise,Atlanta,Southeast,,C,False,False,2.0,0.0,76.0,15.4815341796875,2.0,0.0,359.13,187.35,2.0,29.0
CUST00003018,Alex Brown 3018,Small Business,Jacksonville,Southeast,2019-06-11,A,True,False,3.0,1.0,84.5,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00004323,Alex Garcia 4323,Enterprise,Nashville,Southeast,2022-04-05,C,False,False,3.0,1.0,89.5,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00001719,Alex Lee 1719,Consumer,Buffalo,Northeast,,B,True,False,3.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00002581,Taylor Smith 2581,Enterprise,Philadelphia,Northeast,2020-02-22,B,True,False,2.0,1.0,119.0,2.4826201171875,0.0,0.0,297.84,169.26999999999998,1.0,29.0
CUST00000913,Alex Patel 913,Small Business,Albuquerque,Southwest,,C,False,False,3.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00000834,Jordan Lee 834,Government,Indianapolis,Midwest,2023-01-05,B,False,False,3.0,1.0,93.5,7.1506552734375,0.0,0.0,292.92,0.0,0.0,29.0
CUST00004329,Jordan Kim 4329,Consumer,Seattle,West,,A,False,False,3.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00002496,Alex Lee 2496,Consumer,Buffalo,Northeast,,C,True,False,2.0,0.0,54.5,4.149533203125,2.0,0.0,619.12,491.9,2.0,29.0
CUST00001744,Morgan Patel 1744,Consumer,Indianapolis,Midwest,2020-01-21,A,True,False,3.0,1.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00000203,Riley Garcia 203,Consumer,Birmingham,Southeast,,B,False,False,3.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00003763,Jordan Garcia 3763,Enterprise,Denver,West,,A,False,False,2.0,1.0,16.0,6.0364580078125005,0.0,0.0,342.74,309.86,1.0,29.0
CUST00004480,Jordan Garcia 4480,Enterprise,Detroit,Midwest,2019-10-10,C,True,False,2.0,0.0,59.5,6.9902333984375,2.0,0.0,479.5,369.6,2.0,29.0
CUST00004379,Morgan Garcia 4379,Enterprise,Birmingham,Southeast,2019-03-10,D,False,False,1.0,0.0,41.0,16.4879873046875,5.0,2.0,803.3299999999999,572.93,2.0,29.0
CUST00001539,Casey Kim 1539,Enterprise,Birmingham,Southeast,,A,True,False,3.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00001877,Casey Brown 1877,Enterprise,Atlanta,Southeast,2024-07-25,C,False,False,1.0,1.0,,10.128279296875,0.0,0.0,750.91,406.13,2.0,29.0
CUST00002201,Riley Patel 2201,Enterprise,Albuquerque,Southwest,2018-12-21,D,True,False,3.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00001498,Jordan Kim 1498,Consumer,Dallas,Southwest,,A,False,False,2.0,1.0,99.0,1.8950869140625,0.0,0.0,366.91999999999996,91.72999999999999,1.0,29.0
CUST00004499,Taylor Smith 4499,Small Business,Dallas,Southwest,,D,False,False,3.0,1.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00000903,Riley Kim 903,Enterprise,Portland,West,2018-01-28,C,False,False,3.0,1.0,53.5,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00002880,Taylor Kim 2880,Enterprise,Phoenix,Southwest,,A,True,False,2.0,1.0,17.0,3.0060253906249996,0.0,0.0,365.28999999999996,239.19,1.0,29.0
CUST00001631,Riley Smith 1631,Small Business,Albuquerque,Southwest,,C,True,False,3.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00003145,Alex Garcia 3145,Government,Austin,Southwest,,C,False,False,2.0,0.0,70.5,8.3081328125,2.0,0.0,340.28,280.52,2.0,29.0
CUST00001304,Jordan Brown 1304,Consumer,Philadelphia,Northeast,,A,False,False,3.0,0.0,34.0,8.86702734375,1.0,2.0,572.22,209.17000000000002,1.0,29.0
CUST00003632,Jordan Patel 3632,Consumer,Nashville,Southeast,2020-07-04,A,True,False,2.0,1.0,110.0,1.0803291015625,0.0,0.0,323.76,161.19,1.0,29.0
CUST00003917,Morgan Smith 3917,Government,Jacksonville,Southeast,2018-06-05,A,True,False,2.0,0.0,58.5,7.9769404296875,2.0,0.0,898.23,615.1700000000001,2.0,29.0
CUST00000658,Jordan Lee 658,Enterprise,Chicago,Midwest,2024-04-19,B,True,False,3.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
CUST00002119,Alex Kim 2119,Small Business,Columbus,Midwest,,D,False,False,1.0,0.0,16.0,18.667658203125,5.0,1.0,1154.78,514.9300000000001,2.0,28.75
CUST00002105,Riley Lee 2105,Enterprise,Buffalo,Northeast,2024-09-17,A,True,False,2.0,0.0,47.5,9.4965576171875,0.0,3.0,731.44,600.35,2.0,28.75
CUST00000109,Morgan Patel 109,Consumer,Chicago,Midwest,,A,True,False,2.0,0.0,76.0,14.200984375,1.0,1.0,964.13,857.36,2.0,28.75
CUST00001942,Alex Smith 1942,Small Business,Albany,Northeast,2025-08-23,D,True,False,1.0,0.0,119.0,26.086302734375,1.0,1.0,1206.56,694.71,3.0,28.75
CUST00000171,Alex Brown 171,Consumer,Albuquerque,Southwest,2024-06-22,D,True,False,1.0,1.0,,3.62989453125,3.0,1.0,298.01,264.25,1.0,28.75
CUST00001293,Jordan Smith 1293,Small Business,Atlanta,Southeast,2024-06-04,D,True,False,3.0,0.0,65.66666666666667,12.40815234375,1.0,1.0,618.8100000000001,79.25,1.0,28.75
CUST00001922,Taylor Brown 1922,Small Business,Chicago,Midwest,,C,True,False,3.0,0.0,27.0,11.52244140625,1.0,1.0,723.49,123.81000000000002,1.0,28.75
CUST00001346,Alex Patel 1346,Enterprise,Columbus,Midwest,,A,True,False,3.0,0.0,92.33333333333333,7.013058593749999,1.0,1.0,148.51,74.79,1.0,28.75
CUST00003171,Jordan Smith 3171,Consumer,Chicago,Midwest,,D,True,False,1.0,0.0,95.0,4.2484140625,1.0,1.0,876.1600000000001,674.32,3.0,28.75
CUST00001558,Casey Kim 1558,Government,Nashville,Southeast,2025-11-03,A,True,False,2.0,0.0,75.0,8.32571484375,1.0,1.0,501.93,206.54000000000002,2.0,28.75
CUST00001249,Jordan Lee 1249,Consumer,Buffalo,Northeast,2025-07-16,A,False,False,2.0,0.0,71.0,8.649986328125,1.0,1.0,668.3199999999999,478.03,2.0,28.75
CUST00001685,Morgan Kim 1685,Enterprise,Chicago,Midwest,,C,False,False,1.0,0.0,4.0,13.8581708984375,1.0,1.0,873.24,255.32000000000005,3.0,28.75
CUST00004316,Taylor Kim 4316,Enterprise,Albany,Northeast,2022-12-09,D,False,False,2.0,0.0,34.5,13.4163720703125,1.0,1.0,498.05999999999995,460.91999999999996,2.0,28.75
CUST00002983,Taylor Garcia 2983,Enterprise,Portland,West,2025-12-12,C,False,False,1.0,0.0,76.0,13.8116806640625,1.0,0.0,720.96,552.97,3.0,28.5
CUST00000276,Taylor Smith 276,Small Business,Austin,Southwest,2022-08-16,A,False,False,3.0,0.0,50.666666666666664,1.4024511718750001,0.0,2.0,388.02,388.02,1.0,28.5
CUST00003056,Morgan Kim 3056,Small Business,Albany,Northeast,,C,True,False,1.0,0.0,88.0,7.4600576171875,1.0,0.0,901.71,860.03,3.0,28.5
CUST00002310,Casey Patel 2310,Small Business,Austin,Southwest,2018-04-13,A,False,False,1.0,0.0,20.0,11.28551171875,4.0,2.0,762.87,556.6899999999999,2.0,28.5
CUST00000106,Riley Brown 106,Enterprise,Austin,Southwest,,A,True,False,1.0,0.0,35.0,12.744142578125,1.0,0.0,797.49,577.8499999999999,3.0,28.5
CUST00003666,Riley Lee 3666,Enterprise,Buffalo,Northeast,,C,True,False,1.0,1.0,,6.2484892578125,2.0,2.0,338.3,338.3,1.0,28.5
CUST00004069,Alex Patel 4069,Small Business,Indianapolis,Midwest,,A,False,False,3.0,0.0,76.0,11.464848632812501,0.0,2.0,477.21,163.87,1.0,28.5
CUST00003813,Morgan Garcia 3813,Consumer,Detroit,Midwest,2018-04-27,B,True,False,2.0,0.0,50.5,13.53467578125,1.0,0.0,342.52,307.02,2.0,28.5
CUST00002490,Riley Lee 2490,Consumer,Nashville,Southeast,2019-04-27,C,False,False,2.0,0.0,70.5,5.6477841796875,0.0,2.0,403.31,323.75,2.0,28.5
CUST00000811,Riley Smith 811,Consumer,Birmingham,Southeast,,A,False,False,3.0,0.0,62.666666666666664,3.3365966796874997,1.0,0.0,788.04,292.89,1.0,28.5
CUST00000936,Alex Brown 936,Small Business,Philadelphia,Northeast,2020-02-26,B,False,False,4.0,0.0,63.25,5.3795693359375,1.0,0.0,430.31,201.03,0.0,28.5
