provider_id,provider_name,facility_id,department_id,specialty,npi_like_id,hire_date,employment_status,effective_start_date,record_source,effective_end_date,is_current,provider_sk
PRV000019,Dr. Taylor Lee 19,FAC006,DEP0064,Orthopedic Surgery,3646259820,2018-02-10,Active,2018-02-10,provider_master,9999-12-31,True,91d0f04c8a06683a7ce0
PRV000020,Dr. Taylor Kim 20,FAC001,DEP0005,General Surgery,6414313323,2025-04-01,Leave,2025-04-01,provider_master,9999-12-31,True,15923dab0a86dbf27e3f
PRV000021,Dr. Avery Lee 21,FAC004,DEP0045,Neurology,3997189942,2013-10-06,Active,2013-10-06,provider_master,9999-12-31,True,e0efbc9690e5dccb8af3
PRV000022,Dr. Morgan Smith 22,FAC005,DEP0049,General Surgery,6019757401,2025-10-11,Active,2025-10-11,provider_master,2026-04-17,False,34bbc2fd8d0eafa76874
PRV000022,Dr. Morgan Smith 22,FAC005,DEP0049,Orthopedic Surgery,6019757401,2025-10-11,Terminated,2026-04-17,department_transfer,9999-12-31,True,c837b4508f85becf7870
PRV000023,Dr. Avery Garcia 23,FAC001,DEP0007,Pediatrics,1875587544,2016-12-22,Leave,2016-12-22,provider_master,2026-05-10,False,04fde483c74338115dd2
PRV000023,Dr. Avery Garcia 23,FAC001,DEP0007,Neurology,1875587544,2016-12-22,Terminated,2026-05-10,status_change,9999-12-31,True,345defe7530ed94689bd
PRV000024,Dr. Taylor Smith 24,FAC002,DEP0021,Cardiology,5033322201,2024-06-20,Active,2024-06-20,provider_master,2026-03-04,False,dde14618bfb0e5223b83
PRV000024,Dr. Taylor Smith 24,FAC002,DEP0021,Pediatrics,5033322201,2024-06-20,Leave,2026-03-04,department_transfer,9999-12-31,True,b0638c629239f169ed2e
PRV000025,Dr. Taylor Patel 25,FAC001,DEP0003,Critical Care,5325147195,2012-03-10,Active,2012-03-10,provider_master,9999-12-31,True,b224c4f1a3b9b4d75685
PRV000026,Dr. Morgan Kim 26,FAC003,DEP0032,Radiology,1883274448,2013-02-03,Active,2013-02-03,provider_master,9999-12-31,True,dd94a1fa30fc1477ea6a
PRV000027,Dr. Morgan Patel 27,FAC005,DEP0051,Cardiology,3145638128,2014-01-27,Active,2014-01-27,provider_master,2026-02-09,False,289bcd3a9c081d3d6e1b
PRV000027,Dr. Morgan Patel 27,FAC005,DEP0051,General Surgery,3145638128,2014-01-27,Leave,2026-02-09,status_change,9999-12-31,True,031191ee658b2d3cc442
PRV000028,Dr. Riley Garcia 28,FAC002,DEP0014,Pediatrics,1994182101,2023-06-01,Active,2023-06-01,provider_master,2026-02-10,False,e37eeacde99313507dfa
PRV000028,Dr. Riley Garcia 28,FAC002,DEP0014,Radiology,1994182101,2023-06-01,Leave,2026-02-10,credential_update,9999-12-31,True,490824a387a993559239
PRV000029,Dr. Jordan Kim 29,FAC002,DEP0014,Emergency Medicine,6850617828,2025-10-25,Active,2025-10-25,provider_master,9999-12-31,True,f9bed435e5ed0774f30d
PRV000030,Dr. Riley Patel 30,FAC004,DEP0038,Internal Medicine,9651062002,2022-05-30,Active,2022-05-30,provider_master,9999-12-31,True,5f143ad66f8980bce998
PRV000031,Dr. Morgan Garcia 31,FAC004,DEP0038,Radiology,4277493432,2025-11-04,Active,2025-11-04,provider_master,2026-04-19,False,f1440701f2b3275d992b
PRV000031,Dr. Morgan Garcia 31,FAC004,DEP0038,Emergency Medicine,4277493432,2025-11-04,Terminated,2026-04-19,credential_update,9999-12-31,True,b21e759616d576fdaa4c
PRV000032,Dr. Avery Garcia 32,FAC006,DEP0066,Emergency Medicine,4273081310,2020-01-25,Leave,2020-01-25,provider_master,2026-04-17,False,ae1ebfa3927c9368c14c
PRV000032,Dr. Avery Garcia 32,FAC006,DEP0066,Oncology,4273081310,2020-01-25,Active,2026-04-17,credential_update,9999-12-31,True,f86e15672672b95667d6
PRV000033,Dr. Riley Garcia 33,FAC001,DEP0001,Pediatrics,5291261239,2012-10-16,Leave,2012-10-16,provider_master,9999-12-31,True,b748b519307e62a0e359
PRV000034,Dr. Morgan Brown 34,FAC005,DEP0049,Emergency Medicine,7655773558,2024-10-12,Active,2024-10-12,provider_master,9999-12-31,True,585a2979344aa9db9b21
PRV000035,Dr. Casey Kim 35,FAC006,DEP0072,General Surgery,1232935702,2013-12-02,Active,2013-12-02,provider_master,9999-12-31,True,7786ef31f69e3d104bba
PRV000036,Dr. Casey Lee 36,FAC004,DEP0039,Radiology,5715547341,2017-12-17,Active,2017-12-17,provider_master,9999-12-31,True,000fbd5792d301ef232d
PRV000037,Dr. Avery Brown 37,FAC001,DEP0003,Pediatrics,3222179488,2015-05-23,Active,2015-05-23,provider_master,9999-12-31,True,5651d09ec757f8317655
PRV000038,Dr. Jordan Kim 38,FAC004,DEP0042,Orthopedic Surgery,6296395499,2019-02-15,Active,2019-02-15,provider_master,2026-02-16,False,94cbf93a64af25cc0acd
PRV000038,Dr. Jordan Kim 38,FAC004,DEP0042,Radiology,6296395499,2019-02-15,Active,2026-02-16,department_transfer,9999-12-31,True,25399f5879c34bf5e2fc
PRV000039,Dr. Taylor Garcia 39,FAC001,DEP0003,Neurology,8573213930,2016-08-15,Active,2016-08-15,provider_master,2026-05-04,False,ffd9abdec782c95b71ce
PRV000039,Dr. Taylor Garcia 39,FAC001,DEP0003,Cardiology,8573213930,2016-08-15,Terminated,2026-05-04,credential_update,9999-12-31,True,4f58738914812fbf3137
PRV000040,Dr. Morgan Lee 40,FAC006,DEP0063,General Surgery,4156165591,2020-09-22,Active,2020-09-22,provider_master,9999-12-31,True,8320e74b3c60bca8148c
PRV000041,Dr. Morgan Lee 41,FAC006,DEP0063,Emergency Medicine,1000362492,2024-09-10,Active,2024-09-10,provider_master,9999-12-31,True,4a2bb7125454408b7381
PRV000042,Dr. Casey Kim 42,FAC001,DEP0012,Internal Medicine,4096348514,2020-08-03,Active,2020-08-03,provider_master,2026-05-09,False,756421f61375dc66bef0
PRV000042,Dr. Casey Kim 42,FAC001,DEP0012,Internal Medicine,4096348514,2020-08-03,Leave,2026-05-09,department_transfer,9999-12-31,True,43c060964a7939e54d5d
PRV000043,Dr. Avery Patel 43,FAC006,DEP0065,Cardiology,3881265696,2014-07-11,Active,2014-07-11,provider_master,2026-04-09,False,d1cb496ed20b79ac76b8
PRV000043,Dr. Avery Patel 43,FAC006,DEP0065,Internal Medicine,3881265696,2014-07-11,Leave,2026-04-09,status_change,9999-12-31,True,ff74de5ced8ea8d4b5d9
PRV000044,Dr. Casey Lee 44,FAC005,DEP0052,Oncology,8226383749,2022-07-22,Active,2022-07-22,provider_master,2026-05-17,False,25be42bdb5eadf34dfd0
PRV000044,Dr. Casey Lee 44,FAC005,DEP0052,Radiology,8226383749,2022-07-22,Terminated,2026-05-17,department_transfer,9999-12-31,True,dc027128eb4ee32d79d3
PRV000045,Dr. Casey Kim 45,FAC001,DEP0010,Critical Care,3101379926,2025-08-19,Active,2025-08-19,provider_master,9999-12-31,True,2ea7e6c2d8a450062175
PRV000046,Dr. Jordan Patel 46,FAC002,DEP0019,Emergency Medicine,6017586733,2023-05-16,Active,2023-05-16,provider_master,9999-12-31,True,be02b71231d82f556d78
PRV000047,Dr. Avery Smith 47,FAC005,DEP0055,Critical Care,4817710457,2013-09-20,Leave,2013-09-20,provider_master,9999-12-31,True,66ed54be880f3c8e8257
PRV000048,Dr. Taylor Smith 48,FAC006,DEP0067,Critical Care,9860976762,2016-04-11,Active,2016-04-11,provider_master,9999-12-31,True,bf037cf6dc3f7427dbc3
PRV000049,Dr. Avery Lee 49,FAC004,DEP0039,Pediatrics,3849135928,2022-08-22,Active,2022-08-22,provider_master,9999-12-31,True,6796225e276169753466
PRV000050,Dr. Jordan Lee 50,FAC001,DEP0004,Emergency Medicine,3801028748,2013-03-19,Active,2013-03-19,provider_master,2026-03-19,False,1287a557dee8f507b914
PRV000050,Dr. Jordan Lee 50,FAC001,DEP0004,Orthopedic Surgery,3801028748,2013-03-19,Leave,2026-03-19,department_transfer,9999-12-31,True,92832705ab5e302da15d
PRV000051,Dr. Taylor Smith 51,FAC006,DEP0072,Pediatrics,2242830544,2014-09-21,Active,2014-09-21,provider_master,2026-05-01,False,6a005976fa0f5bffcd7f
PRV000051,Dr. Taylor Smith 51,FAC006,DEP0072,Emergency Medicine,2242830544,2014-09-21,Terminated,2026-05-01,status_change,9999-12-31,True,2125a78abff7a71e34e2
PRV000052,Dr. Avery Brown 52,FAC001,DEP0002,Emergency Medicine,3067199032,2014-09-20,Active,2014-09-20,provider_master,9999-12-31,True,027a2c39f104e089a14a
PRV000053,Dr. Morgan Patel 53,FAC003,DEP0031,Emergency Medicine,8450580176,2020-06-06,Active,2020-06-06,provider_master,2026-02-17,False,c54ffa5a6edfaef41bbd
PRV000053,Dr. Morgan Patel 53,FAC003,DEP0031,Neurology,8450580176,2020-06-06,Active,2026-02-17,credential_update,9999-12-31,True,a49f526550f298d09b26
PRV000054,Dr. Taylor Kim 54,FAC001,DEP0005,Emergency Medicine,2747806695,2015-02-04,Active,2015-02-04,provider_master,2026-02-27,False,90bab97ead280269388e
PRV000054,Dr. Taylor Kim 54,FAC001,DEP0005,General Surgery,2747806695,2015-02-04,Terminated,2026-02-27,department_transfer,9999-12-31,True,a6785ec5074b3d99274d
PRV000055,Dr. Taylor Lee 55,FAC001,DEP0009,Neurology,2859855743,2012-11-02,Active,2012-11-02,provider_master,9999-12-31,True,810e79018f040a7ef6f6
PRV000056,Dr. Taylor Lee 56,FAC005,DEP0049,Pediatrics,6859949606,2018-12-27,Active,2018-12-27,provider_master,9999-12-31,True,1bf5ea81c972bf1f3f9f
PRV000057,Dr. Taylor Smith 57,FAC002,DEP0020,Radiology,1337667402,2025-05-28,Active,2025-05-28,provider_master,9999-12-31,True,996977da430ffa9dcc65
PRV000058,Dr. Avery Brown 58,FAC005,DEP0056,Cardiology,1076872419,2016-02-28,Active,2016-02-28,provider_master,9999-12-31,True,9fbfabcebcb617320192
PRV000059,Dr. Morgan Smith 59,FAC005,DEP0055,Pediatrics,1369191565,2017-04-07,Active,2017-04-07,provider_master,9999-12-31,True,e64dff94b012982bad40
PRV000060,Dr. Morgan Smith 60,FAC005,DEP0059,Neurology,8678616784,2016-04-24,Active,2016-04-24,provider_master,2026-02-03,False,38ef30973b31741554d5
PRV000060,Dr. Morgan Smith 60,FAC005,DEP0059,General Surgery,8678616784,2016-04-24,Terminated,2026-02-03,status_change,9999-12-31,True,2060519863695f974e12
PRV000061,Dr. Taylor Lee 61,FAC006,DEP0071,Internal Medicine,1155849396,2021-08-07,Active,2021-08-07,provider_master,9999-12-31,True,ae5e90d3a6e8bd3dd956
PRV000062,Dr. Taylor Brown 62,FAC005,DEP0056,Cardiology,8551851793,2022-05-06,Active,2022-05-06,provider_master,9999-12-31,True,96a966e1eb60cf37340f
PRV000063,Dr. Morgan Patel 63,FAC003,DEP0035,Radiology,4764013706,2020-09-27,Leave,2020-09-27,provider_master,2026-05-31,False,7d5b31ef66e25a0195c7
PRV000063,Dr. Morgan Patel 63,FAC003,DEP0035,General Surgery,4764013706,2020-09-27,Terminated,2026-05-31,status_change,9999-12-31,True,12104ae831fc45734034
PRV000064,Dr. Casey Patel 64,FAC005,DEP0059,Radiology,1785874536,2025-06-03,Active,2025-06-03,provider_master,9999-12-31,True,938abb4bf74c023f4790
PRV000065,Dr. Morgan Brown 65,FAC001,DEP0011,General Surgery,1398299447,2019-01-22,Active,2019-01-22,provider_master,2026-03-24,False,537773c4538ff5d50fb8
PRV000065,Dr. Morgan Brown 65,FAC001,DEP0011,Emergency Medicine,1398299447,2019-01-22,Terminated,2026-03-24,department_transfer,9999-12-31,True,71f4a188acd71a06e294
PRV000066,Dr. Taylor Garcia 66,FAC003,DEP0034,Oncology,6055277013,2020-03-06,Active,2020-03-06,provider_master,9999-12-31,True,31e7021f9c339125ee64
PRV000067,Dr. Taylor Kim 67,FAC004,DEP0044,Orthopedic Surgery,2618968019,2025-02-20,Active,2025-02-20,provider_master,2026-02-17,False,26a334c23f48f6fad8ca
PRV000067,Dr. Taylor Kim 67,FAC004,DEP0044,Neurology,2618968019,2025-02-20,Leave,2026-02-17,credential_update,9999-12-31,True,6fca3061937f64949452
PRV000068,Dr. Morgan Garcia 68,FAC005,DEP0050,Radiology,9934603743,2015-10-22,Leave,2015-10-22,provider_master,9999-12-31,True,29d79854ff976f24b471
PRV000069,Dr. Riley Lee 69,FAC006,DEP0063,Radiology,2894290710,2016-07-21,Active,2016-07-21,provider_master,9999-12-31,True,c9362c7b045068456db2
PRV000070,Dr. Riley Kim 70,FAC004,DEP0040,Radiology,8969014551,2015-02-10,Active,2015-02-10,provider_master,9999-12-31,True,c3bfb70329a9ec0e018a
PRV000071,Dr. Morgan Brown 71,FAC002,DEP0023,General Surgery,9794239731,2013-05-13,Active,2013-05-13,provider_master,9999-12-31,True,425e942f53a362d41a3d
PRV000072,Dr. Avery Kim 72,FAC005,DEP0053,Radiology,6462868170,2014-08-03,Active,2014-08-03,provider_master,2026-03-04,False,a13c1a51b05350423843
PRV000072,Dr. Avery Kim 72,FAC005,DEP0053,Cardiology,6462868170,2014-08-03,Leave,2026-03-04,status_change,9999-12-31,True,1f3e7e1ec83cdc12fe7c
PRV000073,Dr. Avery Lee 73,FAC004,DEP0045,Critical Care,8807563183,2022-12-02,Leave,2022-12-02,provider_master,9999-12-31,True,2bfbd98743766e4311d7
PRV000074,Dr. Casey Kim 74,FAC005,DEP0058,Critical Care,3665699734,2019-09-03,Active,2019-09-03,provider_master,9999-12-31,True,1f754dd845721f1d8b68
PRV000075,Dr. Casey Smith 75,FAC003,DEP0025,Cardiology,2544853340,2025-12-25,Leave,2025-12-25,provider_master,9999-12-31,True,d4239045f01cf816360d
PRV000076,Dr. Casey Garcia 76,FAC002,DEP0021,Critical Care,5570521768,2015-02-17,Leave,2015-02-17,provider_master,9999-12-31,True,7e100b8820626223c987
PRV000077,Dr. Taylor Kim 77,FAC001,DEP0004,Radiology,9578652032,2025-01-16,Leave,2025-01-16,provider_master,2026-05-27,False,314514d8c49d8078edba
PRV000077,Dr. Taylor Kim 77,FAC001,DEP0004,General Surgery,9578652032,2025-01-16,Terminated,2026-05-27,department_transfer,9999-12-31,True,748a515c185d9e113455
PRV000078,Dr. Casey Smith 78,FAC006,DEP0067,Critical Care,9964080304,2022-02-09,Active,2022-02-09,provider_master,2026-03-27,False,cef13dde19d3241ecdd1
PRV000078,Dr. Casey Smith 78,FAC006,DEP0067,Radiology,9964080304,2022-02-09,Leave,2026-03-27,credential_update,9999-12-31,True,91e7df51e9dc77180305
PRV000079,Dr. Morgan Garcia 79,FAC005,DEP0059,Oncology,9350770059,2014-07-03,Active,2014-07-03,provider_master,9999-12-31,True,8ea48e91f47a03872b72
PRV000080,Dr. Riley Garcia 80,FAC001,DEP0008,Cardiology,3598214069,2025-04-12,Active,2025-04-12,provider_master,9999-12-31,True,7ca78ae38330d6283da9
PRV000081,Dr. Avery Garcia 81,FAC003,DEP0032,Cardiology,7629305328,2012-08-09,Active,2012-08-09,provider_master,2026-02-13,False,5e6763f027cd7a3e7de9
PRV000081,Dr. Avery Garcia 81,FAC003,DEP0032,Internal Medicine,7629305328,2012-08-09,Active,2026-02-13,credential_update,9999-12-31,True,98c74ac648734f2801d2
PRV000082,Dr. Jordan Lee 82,FAC003,DEP0025,General Surgery,3983367004,2015-03-27,Active,2015-03-27,provider_master,2026-04-13,False,526b2cefa2f94655aed4
PRV000082,Dr. Jordan Lee 82,FAC003,DEP0025,Pediatrics,3983367004,2015-03-27,Active,2026-04-13,credential_update,9999-12-31,True,37238613a4d433037341
PRV000083,Dr. Morgan Garcia 83,FAC003,DEP0033,Orthopedic Surgery,5049193995,2025-03-09,Active,2025-03-09,provider_master,9999-12-31,True,945b9ee4a9da0d5aa800
PRV000084,Dr. Jordan Brown 84,FAC006,DEP0069,Radiology,5430018050,2013-11-09,Leave,2013-11-09,provider_master,9999-12-31,True,d53491b8a2a67b6ec47d
PRV000085,Dr. Avery Kim 85,FAC006,DEP0071,Critical Care,9490307883,2017-04-29,Active,2017-04-29,provider_master,9999-12-31,True,32b67c6fa9d08e8decf6
PRV000086,Dr. Avery Kim 86,FAC004,DEP0044,Internal Medicine,1473913187,2018-01-20,Active,2018-01-20,provider_master,9999-12-31,True,5ca19000b30519a29d45
PRV000087,Dr. Taylor Kim 87,FAC005,DEP0060,General Surgery,8678529705,2020-05-24,Leave,2020-05-24,provider_master,2026-03-10,False,3cfb7dae850a159f6057
PRV000087,Dr. Taylor Kim 87,FAC005,DEP0060,Orthopedic Surgery,8678529705,2020-05-24,Terminated,2026-03-10,status_change,9999-12-31,True,1be57e70c70755d93780
PRV000088,Dr. Jordan Lee 88,FAC002,DEP0019,Orthopedic Surgery,3305003751,2015-05-21,Active,2015-05-21,provider_master,9999-12-31,True,ad12b049c5ddd535f456
PRV000089,Dr. Avery Smith 89,FAC001,DEP0005,Critical Care,6228993756,2022-04-23,Leave,2022-04-23,provider_master,2026-05-21,False,45f96bc49108c51f1c13
PRV000089,Dr. Avery Smith 89,FAC001,DEP0005,Cardiology,6228993756,2022-04-23,Leave,2026-05-21,department_transfer,9999-12-31,True,69c20c60e17014e471cb
PRV000090,Dr. Taylor Lee 90,FAC004,DEP0048,Critical Care,4482422393,2020-03-24,Active,2020-03-24,provider_master,9999-12-31,True,a059e012c4f244de512e
PRV000091,Dr. Casey Lee 91,FAC004,DEP0047,Neurology,1407270330,2013-04-27,Active,2013-04-27,provider_master,9999-12-31,True,5fdd5149cf5ba45011a2
PRV000092,Dr. Avery Smith 92,FAC002,DEP0016,Neurology,9670957557,2024-03-06,Active,2024-03-06,provider_master,9999-12-31,True,97d8321acfec15db37ce
PRV000093,Dr. Avery Patel 93,FAC002,DEP0018,General Surgery,7071244943,2019-03-25,Active,2019-03-25,provider_master,2026-05-05,False,4e16390fed67c76a1fa9
PRV000093,Dr. Avery Patel 93,FAC002,DEP0018,Neurology,7071244943,2019-03-25,Leave,2026-05-05,status_change,9999-12-31,True,bff19868b4e273876ebc
PRV000094,Dr. Morgan Brown 94,FAC003,DEP0034,Orthopedic Surgery,6057714368,2023-03-17,Active,2023-03-17,provider_master,2026-03-20,False,31d9251e2979458018eb
PRV000094,Dr. Morgan Brown 94,FAC003,DEP0034,Emergency Medicine,6057714368,2023-03-17,Leave,2026-03-20,department_transfer,9999-12-31,True,3a693550a392acff0944
PRV000095,Dr. Jordan Brown 95,FAC003,DEP0028,Pediatrics,5615299957,2020-04-17,Active,2020-04-17,provider_master,2026-03-26,False,78457110dcd6c13d7a71
PRV000095,Dr. Jordan Brown 95,FAC003,DEP0028,Pediatrics,5615299957,2020-04-17,Active,2026-03-26,status_change,9999-12-31,True,71f5d33ca8ced4af8139
PRV000096,Dr. Riley Brown 96,FAC006,DEP0064,Oncology,8237300692,2025-02-07,Leave,2025-02-07,provider_master,9999-12-31,True,76362b6473635aa6b774
PRV000097,Dr. Riley Smith 97,FAC006,DEP0066,Critical Care,1552275210,2025-05-18,Leave,2025-05-18,provider_master,9999-12-31,True,980cd2f08c9bdd8e8e4b
PRV000098,Dr. Taylor Smith 98,FAC003,DEP0028,Cardiology,8365428609,2025-06-24,Active,2025-06-24,provider_master,9999-12-31,True,e68e48b756a04d49a1cd
PRV000099,Dr. Riley Smith 99,FAC002,DEP0013,Critical Care,1717741159,2019-10-04,Active,2019-10-04,provider_master,9999-12-31,True,60beeba79be30a18a94e
PRV000100,Dr. Riley Lee 100,FAC001,DEP0009,Radiology,3301551740,2019-10-15,Active,2019-10-15,provider_master,2026-05-05,False,c839a29b442ffb5fe7c0
PRV000100,Dr. Riley Lee 100,FAC001,DEP0009,Neurology,3301551740,2019-10-15,Leave,2026-05-05,credential_update,9999-12-31,True,9500d805d62e704f32f7
PRV000101,Dr. Casey Brown 101,FAC006,DEP0063,Critical Care,2789931345,2019-04-07,Leave,2019-04-07,provider_master,2026-03-09,False,19d6c9d80c74863cfecf
PRV000101,Dr. Casey Brown 101,FAC006,DEP0063,Pediatrics,2789931345,2019-04-07,Active,2026-03-09,status_change,9999-12-31,True,9839197ec3ead4919624
PRV000102,Dr. Morgan Smith 102,FAC002,DEP0017,Radiology,1367095334,2021-12-13,Active,2021-12-13,provider_master,9999-12-31,True,67cbf5601b5c719f666d
PRV000103,Dr. Casey Brown 103,FAC003,DEP0034,Neurology,7160448708,2025-11-17,Active,2025-11-17,provider_master,2026-02-14,False,ab9392daca10810a94c2
PRV000103,Dr. Casey Brown 103,FAC003,DEP0034,Emergency Medicine,7160448708,2025-11-17,Active,2026-02-14,status_change,9999-12-31,True,645caad35c3f282448b9
PRV000104,Dr. Morgan Lee 104,FAC003,DEP0026,Oncology,3854503260,2018-01-18,Active,2018-01-18,provider_master,9999-12-31,True,612d98a93fe6a50193e9
PRV000105,Dr. Morgan Kim 105,FAC004,DEP0039,Emergency Medicine,1819320348,2014-01-06,Active,2014-01-06,provider_master,2026-02-18,False,44dcb454ddbb7676c4b1
PRV000105,Dr. Morgan Kim 105,FAC004,DEP0039,Radiology,1819320348,2014-01-06,Leave,2026-02-18,status_change,9999-12-31,True,4259b6aaae0c3ee3a71e
PRV000106,Dr. Taylor Garcia 106,FAC003,DEP0029,Radiology,8770815194,2024-08-23,Active,2024-08-23,provider_master,9999-12-31,True,36496b8b862bbbb3fe6d
PRV000107,Dr. Riley Lee 107,FAC006,DEP0068,Orthopedic Surgery,3091440216,2015-11-06,Active,2015-11-06,provider_master,9999-12-31,True,0d806fde9551918d450e
PRV000108,Dr. Jordan Kim 108,FAC003,DEP0031,Oncology,8830841587,2018-03-21,Active,2018-03-21,provider_master,9999-12-31,True,5409fe5fd1ad91ca0f12
PRV000109,Dr. Morgan Kim 109,FAC006,DEP0064,General Surgery,9758188052,2017-07-01,Active,2017-07-01,provider_master,9999-12-31,True,2c6bb53badc3748ae0a3
PRV000110,Dr. Morgan Patel 110,FAC006,DEP0068,Radiology,4825114940,2024-02-03,Active,2024-02-03,provider_master,9999-12-31,True,64e2ecf7fcc46111459e
PRV000111,Dr. Jordan Kim 111,FAC001,DEP0011,Critical Care,5017410704,2016-01-25,Active,2016-01-25,provider_master,9999-12-31,True,043924625ecd6a6438f6
PRV000112,Dr. Taylor Smith 112,FAC001,DEP0003,Internal Medicine,1547200282,2025-08-25,Active,2025-08-25,provider_master,9999-12-31,True,79c2d0268444801cd46e
PRV000113,Dr. Riley Patel 113,FAC002,DEP0017,Pediatrics,4120273869,2015-12-07,Active,2015-12-07,provider_master,2026-03-29,False,ea7a8ffcd74f8716c582
PRV000113,Dr. Riley Patel 113,FAC002,DEP0017,Internal Medicine,4120273869,2015-12-07,Active,2026-03-29,department_transfer,9999-12-31,True,d74eb27fcf1dadc50f78
PRV000114,Dr. Morgan Lee 114,FAC002,DEP0024,Internal Medicine,3342244162,2018-08-13,Active,2018-08-13,provider_master,9999-12-31,True,3260e9cd83f5d059f8ba
PRV000115,Dr. Riley Brown 115,FAC002,DEP0013,Orthopedic Surgery,3967088541,2016-09-25,Leave,2016-09-25,provider_master,9999-12-31,True,d9d9d2c977265ba49254
