customer_id,customer_name,customer_segment,city,region,signup_date,credit_class,autopay_flag,active_flag,_ingested_at_utc,_source_file,_source_system
CUST00000075,Morgan Garcia 75,Consumer,Birmingham,Southeast,2022-12-01,a,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000076,Riley Smith 76,consumer ,Detroit,Midwest,2021-05-22,C,1,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000077,Riley Patel 77,Small Business,Atlanta,Southeast,10/10/2024,a,N,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000078,Jordan Garcia 78,Enterprise,Nashville,Southeast,01/10/2026,D,0,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000079,Jordan Smith 79,Consumer,Jacksonville,Southeast,08/05/2018,A,N,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000080,Jordan Brown 80,consumer ,Austin,Southwest,2019-07-19,A,1,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000081,Alex Kim 81,Government,Austin,Southwest,2019-04-13,C,1,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000082,Morgan Patel 82,Small Business,Dallas,Southwest,2020-08-21,C,0,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000083,Riley Lee 83,Consumer,Columbus,Midwest,2024-09-30,a,No,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000084,Jordan Smith 84,Consumer,Detroit,Midwest,2023-04-17,a,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000085,Riley Patel 85,consumer ,Birmingham,Southeast,2022-11-23,A,No,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000086,Taylor Brown 86,Consumer,Dallas,Southwest,2023-05-14,C,Y,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000087,Morgan Lee 87,consumer ,Detroit,Midwest,2025-01-04,B,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000088,Morgan Kim 88,Government,Portland,West,04/19/2026,C,0,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000089,Jordan Garcia 89,Government,Seattle,West,10/15/2019,C,1,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000090,Casey Patel 90,Government,Columbus,Midwest,2024-11-11,a,Y,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000091,Alex Lee 91,Enterprise,Buffalo,Northeast,09/11/2020,C,0,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000092,Jordan Brown 92,Small Business,Columbus,Midwest,12/13/2022,A,N,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000093,Jordan Garcia 93,Consumer,Albany,Northeast,09/08/2025,C,N,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000094,Morgan Patel 94,consumer ,Nashville,Southeast,08/08/2022,a,N,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000095,Casey Smith 95,Enterprise,Seattle,West,2018-08-29,A,1,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000096,Morgan Kim 96,consumer ,Denver,West,2025-02-11,A,N,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000097,Morgan Lee 97,Small Business,Detroit,Midwest,2018-06-18,A,0,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000098,Morgan Brown 98,Small Business,Boston,Northeast,09/27/2019,C,Yes,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000099,Alex Patel 99,Consumer,Jacksonville,Southeast,2024-05-05,a,Yes,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000100,Taylor Garcia 100,Government,Portland,West,04/11/2023,a,1,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000101,Casey Smith 101,Government,Denver,West,2020-10-27,C,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000102,Taylor Garcia 102,Consumer,Detroit,Midwest,2018-09-18,a,N,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000103,Riley Lee 103,Consumer,Austin,Southwest,2018-05-24,D,Yes,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000104,Alex Brown 104,Consumer,Phoenix,Southwest,05/16/2024,B,Y,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000105,Riley Kim 105,Consumer,Denver,West,06/04/2018,a,0,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000106,Riley Brown 106,Enterprise,Austin,Southwest,04/15/2025,a,Y,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000107,Riley Patel 107,consumer ,Nashville,Southeast,2018-01-20,B,Y,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000108,Riley Garcia 108,Enterprise,Phoenix,Southwest,2025-09-11,a,Yes,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000109,Morgan Patel 109,consumer ,Chicago,Midwest,11/16/2019,A,1,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000110,Casey Garcia 110,consumer ,Indianapolis,Midwest,2024-01-14,B,Yes,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000111,Riley Garcia 111,consumer ,Atlanta,Southeast,04/24/2024,C,Y,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000112,Riley Brown 112,Enterprise,Boston,Northeast,11/01/2019,a,N,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000113,Jordan Smith 113,Small Business,Columbus,Midwest,2024-07-14,a,Y,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000114,Jordan Smith 114,Consumer,Atlanta,Southeast,2025-07-14,D,0,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000115,Riley Kim 115,Consumer,Atlanta,Southeast,2022-08-22,D,1,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000116,Jordan Kim 116,Government,Columbus,Midwest,05/07/2018,C,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000117,Morgan Patel 117,Enterprise,Columbus,Midwest,2021-06-23,C,1,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000118,Taylor Patel 118,Enterprise,Nashville,Southeast,2018-03-29,C,N,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000119,Jordan Garcia 119,Small Business,Albany,Northeast,2025-01-14,D,N,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000120,Morgan Garcia 120,Small Business,Albany,Northeast,2023-07-15,A,0,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000121,Casey Patel 121,consumer ,Philadelphia,Northeast,03/17/2024,B,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000122,Morgan Patel 122,Consumer,Albany,Northeast,2019-09-19,D,N,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000123,Alex Patel 123,Consumer,Jacksonville,Southeast,11/21/2025,C,Y,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000124,Taylor Brown 124,Small Business,Albuquerque,Southwest,09/21/2019,B,N,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000125,Alex Garcia 125,Government,Albany,Northeast,02/24/2025,B,0,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000126,Riley Smith 126,Enterprise,San Diego,West,2020-04-11,D,N,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000127,Jordan Garcia 127,Government,Denver,West,09/30/2020,A,1,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000128,Jordan Smith 128,Government,Denver,West,12/16/2023,A,Yes,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000129,Casey Garcia 129,Government,Nashville,Southeast,2018-02-10,a,0,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000130,Taylor Garcia 130,consumer ,Albany,Northeast,2025-09-15,a,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000131,Morgan Patel 131,consumer ,Albany,Northeast,2022-02-13,C,Yes,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000132,Jordan Garcia 132,Government,Dallas,Southwest,04/20/2018,C,0,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000133,Jordan Kim 133,Enterprise,Detroit,Midwest,03/10/2023,a,No,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000134,Morgan Brown 134,Small Business,Phoenix,Southwest,08/06/2023,a,Yes,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000135,Taylor Kim 135,Consumer,Jacksonville,Southeast,2018-10-20,a,0,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000136,Alex Brown 136,consumer ,Buffalo,Northeast,2021-04-23,A,No,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000137,Alex Patel 137,Government,Birmingham,Southeast,2019-11-16,A,Y,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000138,Riley Kim 138,Enterprise,Nashville,Southeast,03/17/2020,a,N,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000139,Alex Smith 139,consumer ,Austin,Southwest,2018-05-27,B,Y,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000140,Casey Garcia 140,consumer ,Philadelphia,Northeast,04/26/2026,A,0,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000141,Taylor Brown 141,Enterprise,Phoenix,Southwest,2024-01-23,a,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000142,Morgan Garcia 142,Small Business,Columbus,Midwest,05/06/2024,C,No,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000143,Alex Lee 143,Government,Detroit,Midwest,2019-07-24,C,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000144,Taylor Kim 144,Consumer,Philadelphia,Northeast,2020-03-31,C,N,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000145,Taylor Brown 145,Consumer,Columbus,Midwest,2024-10-06,B,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000146,Riley Smith 146,Enterprise,Detroit,Midwest,11/08/2021,D,0,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000147,Riley Kim 147,Government,Nashville,Southeast,05/30/2025,D,Y,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000148,Jordan Lee 148,Consumer,Nashville,Southeast,2024-09-27,C,Yes,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000149,Jordan Brown 149,Small Business,Philadelphia,Northeast,08/22/2020,C,N,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000150,Riley Garcia 150,Government,Boston,Northeast,03/06/2021,a,1,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000151,Taylor Brown 151,Small Business,Boston,Northeast,10/30/2023,D,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000152,Alex Garcia 152,Consumer,Jacksonville,Southeast,2020-12-21,C,Yes,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000153,Casey Patel 153,Enterprise,Birmingham,Southeast,2022-08-16,D,N,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000154,Riley Brown 154,consumer ,San Diego,West,04/13/2018,C,Y,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000155,Morgan Patel 155,Small Business,Albuquerque,Southwest,02/24/2025,D,Yes,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000156,Taylor Lee 156,Small Business,San Diego,West,02/24/2026,A,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000157,Jordan Lee 157,Consumer,Chicago,Midwest,07/30/2019,a,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000158,Morgan Lee 158,Government,Birmingham,Southeast,2019-05-23,a,0,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000159,Casey Patel 159,Enterprise,Denver,West,02/25/2019,C,Yes,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000160,Morgan Lee 160,consumer ,Austin,Southwest,2020-10-03,B,Y,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000161,Alex Smith 161,Enterprise,Atlanta,Southeast,2020-11-10,a,No,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000162,Casey Brown 162,Government,Birmingham,Southeast,2018-06-22,A,1,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000163,Jordan Kim 163,Government,Detroit,Midwest,09/15/2022,D,Y,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000164,Casey Smith 164,Government,Chicago,Midwest,11/02/2019,A,0,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000165,Taylor Garcia 165,Government,Nashville,Southeast,12/05/2018,A,N,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000166,Taylor Smith 166,Consumer,Buffalo,Northeast,2021-10-04,A,N,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000167,Jordan Smith 167,consumer ,Albuquerque,Southwest,2025-02-18,D,N,Y,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000168,Morgan Garcia 168,Small Business,Boston,Northeast,01/08/2020,a,Yes,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000169,Morgan Smith 169,Consumer,Indianapolis,Midwest,08/28/2022,A,N,True,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
CUST00000170,Casey Smith 170,Small Business,Detroit,Midwest,04/08/2019,D,1,N,2026-09-11T04:28:49.990377+00:00,data/raw/master/customers.csv,customers
