customer_id,customer_name,customer_segment,city,region,signup_date,credit_class,autopay_flag,active_flag
CUST00000055,Taylor Garcia 55,Small Business,Philadelphia,Northeast,2023-05-19,C,False,True
CUST00000056,Morgan Brown 56,Government,Dallas,Southwest,2022-05-28,A,False,True
CUST00000057,Jordan Patel 57,Consumer,Phoenix,Southwest,,A,True,True
CUST00000058,Alex Lee 58,Consumer,Atlanta,Southeast,,C,True,True
CUST00000059,Jordan Brown 59,Small Business,Buffalo,Northeast,2024-01-23,C,True,True
CUST00000060,Casey Garcia 60,Consumer,Boston,Northeast,,D,False,True
CUST00000061,Morgan Brown 61,Small Business,Austin,Southwest,2023-01-22,B,True,True
CUST00000062,Alex Lee 62,Enterprise,Detroit,Midwest,2024-03-16,B,False,True
CUST00000063,Taylor Patel 63,Consumer,Boston,Northeast,,A,True,True
CUST00000064,Casey Kim 64,Small Business,Phoenix,Southwest,2018-12-02,A,True,True
CUST00000065,Taylor Garcia 65,Small Business,San Diego,West,2019-02-04,B,True,True
CUST00000066,Taylor Garcia 66,Consumer,Albuquerque,Southwest,,A,False,True
CUST00000067,Morgan Lee 67,Government,Indianapolis,Midwest,2021-03-02,D,True,True
CUST00000068,Jordan Patel 68,Government,Albuquerque,Southwest,2025-08-19,B,False,True
CUST00000069,Riley Smith 69,Small Business,Columbus,Midwest,2025-06-11,C,True,True
CUST00000070,Morgan Brown 70,Consumer,Austin,Southwest,2019-02-18,A,False,True
CUST00000071,Jordan Brown 71,Consumer,San Diego,West,2021-01-19,A,True,True
CUST00000072,Casey Smith 72,Small Business,Atlanta,Southeast,,A,True,True
CUST00000073,Jordan Kim 73,Consumer,Albuquerque,Southwest,,A,False,True
CUST00000074,Taylor Lee 74,Enterprise,Albuquerque,Southwest,,B,True,True
CUST00000075,Morgan Garcia 75,Consumer,Birmingham,Southeast,2022-12-01,A,False,True
CUST00000076,Riley Smith 76,Consumer,Detroit,Midwest,2021-05-22,C,True,True
CUST00000077,Riley Patel 77,Small Business,Atlanta,Southeast,,A,False,True
CUST00000078,Jordan Garcia 78,Enterprise,Nashville,Southeast,,D,False,True
CUST00000079,Jordan Smith 79,Consumer,Jacksonville,Southeast,,A,False,False
CUST00000080,Jordan Brown 80,Consumer,Austin,Southwest,2019-07-19,A,True,True
CUST00000081,Alex Kim 81,Government,Austin,Southwest,2019-04-13,C,True,False
CUST00000082,Morgan Patel 82,Small Business,Dallas,Southwest,2020-08-21,C,False,True
CUST00000083,Riley Lee 83,Consumer,Columbus,Midwest,2024-09-30,A,False,False
CUST00000084,Jordan Smith 84,Consumer,Detroit,Midwest,2023-04-17,A,False,True
CUST00000085,Riley Patel 85,Consumer,Birmingham,Southeast,2022-11-23,A,False,True
CUST00000086,Taylor Brown 86,Consumer,Dallas,Southwest,2023-05-14,C,True,True
CUST00000087,Morgan Lee 87,Consumer,Detroit,Midwest,2025-01-04,B,False,True
CUST00000088,Morgan Kim 88,Government,Portland,West,,C,False,True
CUST00000089,Jordan Garcia 89,Government,Seattle,West,,C,True,True
CUST00000090,Casey Patel 90,Government,Columbus,Midwest,2024-11-11,A,True,True
CUST00000091,Alex Lee 91,Enterprise,Buffalo,Northeast,,C,False,True
CUST00000092,Jordan Brown 92,Small Business,Columbus,Midwest,,A,False,True
CUST00000093,Jordan Garcia 93,Consumer,Albany,Northeast,,C,False,True
CUST00000094,Morgan Patel 94,Consumer,Nashville,Southeast,,A,False,False
CUST00000095,Casey Smith 95,Enterprise,Seattle,West,2018-08-29,A,True,True
CUST00000096,Morgan Kim 96,Consumer,Denver,West,2025-02-11,A,False,True
CUST00000097,Morgan Lee 97,Small Business,Detroit,Midwest,2018-06-18,A,False,True
CUST00000098,Morgan Brown 98,Small Business,Boston,Northeast,,C,True,True
CUST00000099,Alex Patel 99,Consumer,Jacksonville,Southeast,2024-05-05,A,True,False
CUST00000100,Taylor Garcia 100,Government,Portland,West,,A,True,True
CUST00000101,Casey Smith 101,Government,Denver,West,2020-10-27,C,False,True
CUST00000102,Taylor Garcia 102,Consumer,Detroit,Midwest,2018-09-18,A,False,True
CUST00000103,Riley Lee 103,Consumer,Austin,Southwest,2018-05-24,D,True,True
CUST00000104,Alex Brown 104,Consumer,Phoenix,Southwest,,B,True,True
CUST00000105,Riley Kim 105,Consumer,Denver,West,,A,False,True
CUST00000106,Riley Brown 106,Enterprise,Austin,Southwest,,A,True,False
CUST00000107,Riley Patel 107,Consumer,Nashville,Southeast,2018-01-20,B,True,True
CUST00000108,Riley Garcia 108,Enterprise,Phoenix,Southwest,2025-09-11,A,True,True
CUST00000109,Morgan Patel 109,Consumer,Chicago,Midwest,,A,True,False
CUST00000110,Casey Garcia 110,Consumer,Indianapolis,Midwest,2024-01-14,B,True,True
CUST00000111,Riley Garcia 111,Consumer,Atlanta,Southeast,,C,True,True
CUST00000112,Riley Brown 112,Enterprise,Boston,Northeast,,A,False,True
CUST00000113,Jordan Smith 113,Small Business,Columbus,Midwest,2024-07-14,A,True,True
CUST00000114,Jordan Smith 114,Consumer,Atlanta,Southeast,2025-07-14,D,False,True
CUST00000115,Riley Kim 115,Consumer,Atlanta,Southeast,2022-08-22,D,True,False
CUST00000116,Jordan Kim 116,Government,Columbus,Midwest,,C,False,True
CUST00000117,Morgan Patel 117,Enterprise,Columbus,Midwest,2021-06-23,C,True,False
CUST00000118,Taylor Patel 118,Enterprise,Nashville,Southeast,2018-03-29,C,False,False
CUST00000119,Jordan Garcia 119,Small Business,Albany,Northeast,2025-01-14,D,False,True
CUST00000120,Morgan Garcia 120,Small Business,Albany,Northeast,2023-07-15,A,False,True
CUST00000121,Casey Patel 121,Consumer,Philadelphia,Northeast,,B,False,True
CUST00000122,Morgan Patel 122,Consumer,Albany,Northeast,2019-09-19,D,False,True
CUST00000123,Alex Patel 123,Consumer,Jacksonville,Southeast,,C,True,False
CUST00000124,Taylor Brown 124,Small Business,Albuquerque,Southwest,,B,False,False
CUST00000125,Alex Garcia 125,Government,Albany,Northeast,,B,False,True
CUST00000126,Riley Smith 126,Enterprise,San Diego,West,2020-04-11,D,False,True
CUST00000127,Jordan Garcia 127,Government,Denver,West,,A,True,True
CUST00000128,Jordan Smith 128,Government,Denver,West,,A,True,True
CUST00000129,Casey Garcia 129,Government,Nashville,Southeast,2018-02-10,A,False,True
CUST00000130,Taylor Garcia 130,Consumer,Albany,Northeast,2025-09-15,A,False,True
CUST00000131,Morgan Patel 131,Consumer,Albany,Northeast,2022-02-13,C,True,True
CUST00000132,Jordan Garcia 132,Government,Dallas,Southwest,,C,False,True
CUST00000133,Jordan Kim 133,Enterprise,Detroit,Midwest,,A,False,True
CUST00000134,Morgan Brown 134,Small Business,Phoenix,Southwest,,A,True,False
CUST00000135,Taylor Kim 135,Consumer,Jacksonville,Southeast,2018-10-20,A,False,True
CUST00000136,Alex Brown 136,Consumer,Buffalo,Northeast,2021-04-23,A,False,False
CUST00000137,Alex Patel 137,Government,Birmingham,Southeast,2019-11-16,A,True,True
CUST00000138,Riley Kim 138,Enterprise,Nashville,Southeast,,A,False,True
CUST00000139,Alex Smith 139,Consumer,Austin,Southwest,2018-05-27,B,True,False
CUST00000140,Casey Garcia 140,Consumer,Philadelphia,Northeast,,A,False,True
CUST00000141,Taylor Brown 141,Enterprise,Phoenix,Southwest,2024-01-23,A,False,True
CUST00000142,Morgan Garcia 142,Small Business,Columbus,Midwest,,C,False,True
CUST00000143,Alex Lee 143,Government,Detroit,Midwest,2019-07-24,C,False,True
CUST00000144,Taylor Kim 144,Consumer,Philadelphia,Northeast,2020-03-31,C,False,True
CUST00000145,Taylor Brown 145,Consumer,Columbus,Midwest,2024-10-06,B,False,True
CUST00000146,Riley Smith 146,Enterprise,Detroit,Midwest,,D,False,True
CUST00000147,Riley Kim 147,Government,Nashville,Southeast,,D,True,True
CUST00000148,Jordan Lee 148,Consumer,Nashville,Southeast,2024-09-27,C,True,False
CUST00000149,Jordan Brown 149,Small Business,Philadelphia,Northeast,,C,False,True
CUST00000150,Riley Garcia 150,Government,Boston,Northeast,,A,True,False
CUST00000151,Taylor Brown 151,Small Business,Boston,Northeast,,D,False,True
CUST00000152,Alex Garcia 152,Consumer,Jacksonville,Southeast,2020-12-21,C,True,True
CUST00000153,Casey Patel 153,Enterprise,Birmingham,Southeast,2022-08-16,D,False,True
CUST00000154,Riley Brown 154,Consumer,San Diego,West,,C,True,True
CUST00000155,Morgan Patel 155,Small Business,Albuquerque,Southwest,,D,True,True
CUST00000156,Taylor Lee 156,Small Business,San Diego,West,,A,False,True
CUST00000157,Jordan Lee 157,Consumer,Chicago,Midwest,,A,False,True
CUST00000158,Morgan Lee 158,Government,Birmingham,Southeast,2019-05-23,A,False,False
CUST00000159,Casey Patel 159,Enterprise,Denver,West,,C,True,True
CUST00000160,Morgan Lee 160,Consumer,Austin,Southwest,2020-10-03,B,True,True
CUST00000161,Alex Smith 161,Enterprise,Atlanta,Southeast,2020-11-10,A,False,True
CUST00000162,Casey Brown 162,Government,Birmingham,Southeast,2018-06-22,A,True,True
CUST00000163,Jordan Kim 163,Government,Detroit,Midwest,,D,True,False
CUST00000164,Casey Smith 164,Government,Chicago,Midwest,,A,False,True
CUST00000165,Taylor Garcia 165,Government,Nashville,Southeast,,A,False,True
CUST00000166,Taylor Smith 166,Consumer,Buffalo,Northeast,2021-10-04,A,False,True
CUST00000167,Jordan Smith 167,Consumer,Albuquerque,Southwest,2025-02-18,D,False,True
CUST00000168,Morgan Garcia 168,Small Business,Boston,Northeast,,A,True,False
CUST00000169,Morgan Smith 169,Consumer,Indianapolis,Midwest,,A,False,True
CUST00000170,Casey Smith 170,Small Business,Detroit,Midwest,,D,True,False
CUST00000171,Alex Brown 171,Consumer,Albuquerque,Southwest,2024-06-22,D,True,False
CUST00000172,Morgan Smith 172,Enterprise,Philadelphia,Northeast,,A,False,True
CUST00000173,Alex Kim 173,Consumer,Dallas,Southwest,,D,False,True
CUST00000174,Alex Lee 174,Enterprise,Austin,Southwest,,A,False,True
CUST00000175,Morgan Smith 175,Government,Chicago,Midwest,2018-02-14,C,True,False
CUST00000176,Casey Smith 176,Consumer,Denver,West,,D,True,False
CUST00000177,Jordan Lee 177,Enterprise,Chicago,Midwest,2024-12-02,A,False,True
CUST00000178,Morgan Kim 178,Small Business,Chicago,Midwest,,A,False,True
CUST00000179,Riley Brown 179,Consumer,Indianapolis,Midwest,2024-04-07,D,False,True
CUST00000180,Riley Kim 180,Enterprise,Philadelphia,Northeast,,D,True,True
CUST00000181,Casey Smith 181,Small Business,Buffalo,Northeast,,D,False,True
CUST00000182,Taylor Lee 182,Small Business,Detroit,Midwest,,B,True,True
CUST00000183,Jordan Patel 183,Small Business,Philadelphia,Northeast,,C,False,True
CUST00000184,Riley Brown 184,Consumer,Boston,Northeast,2020-06-24,A,False,True
CUST00000185,Jordan Patel 185,Government,Atlanta,Southeast,2021-02-24,C,True,True
CUST00000186,Jordan Garcia 186,Consumer,Nashville,Southeast,,C,False,True
CUST00000187,Taylor Smith 187,Government,Boston,Northeast,,A,False,True
CUST00000188,Riley Garcia 188,Small Business,Denver,West,,A,False,False
CUST00000189,Riley Smith 189,Consumer,Albuquerque,Southwest,2019-11-26,B,False,False
CUST00000190,Taylor Kim 190,Government,Buffalo,Northeast,,D,True,True
CUST00000191,Jordan Kim 191,Consumer,Nashville,Southeast,2019-04-24,D,True,False
CUST00000192,Casey Patel 192,Government,Boston,Northeast,2023-10-29,B,False,True
CUST00000193,Alex Garcia 193,Enterprise,Denver,West,2018-05-15,A,False,True
CUST00000194,Jordan Kim 194,Government,Albuquerque,Southwest,,A,False,True
CUST00000195,Casey Brown 195,Government,Portland,West,2025-10-26,B,False,True
CUST00000196,Morgan Garcia 196,Government,Albuquerque,Southwest,,A,False,True
CUST00000197,Morgan Smith 197,Consumer,Indianapolis,Midwest,2019-08-10,D,True,True
CUST00000198,Morgan Lee 198,Consumer,Austin,Southwest,2021-04-05,A,False,True
CUST00000199,Taylor Brown 199,Enterprise,Phoenix,Southwest,,C,False,True
CUST00000200,Jordan Brown 200,Government,San Diego,West,2022-11-01,D,True,True
CUST00000201,Alex Lee 201,Government,Albuquerque,Southwest,2020-03-13,A,True,True
CUST00000202,Jordan Smith 202,Consumer,Birmingham,Southeast,2026-02-13,C,False,True
CUST00000203,Riley Garcia 203,Consumer,Birmingham,Southeast,,B,False,False
CUST00000204,Alex Lee 204,Consumer,San Diego,West,2026-01-04,B,True,True
CUST00000205,Jordan Garcia 205,Small Business,Portland,West,2023-06-23,C,False,True
CUST00000206,Taylor Smith 206,Enterprise,Atlanta,Southeast,,C,False,True
CUST00000207,Alex Patel 207,Consumer,Seattle,West,,A,True,True
CUST00000208,Riley Garcia 208,Small Business,Phoenix,Southwest,,D,True,True
CUST00000209,Taylor Patel 209,Consumer,Columbus,Midwest,2018-12-23,A,False,True
CUST00000210,Casey Smith 210,Consumer,Portland,West,,B,True,True
CUST00000211,Taylor Brown 211,Enterprise,Columbus,Midwest,2022-07-04,D,True,True
CUST00000212,Riley Kim 212,Enterprise,Phoenix,Southwest,,B,False,False
CUST00000213,Morgan Patel 213,Consumer,Buffalo,Northeast,2018-04-24,C,True,False
CUST00000214,Casey Patel 214,Consumer,Indianapolis,Midwest,,A,False,True
CUST00000215,Riley Smith 215,Enterprise,Buffalo,Northeast,2023-11-12,A,False,False
CUST00000216,Jordan Garcia 216,Consumer,Philadelphia,Northeast,,C,True,True
CUST00000217,Jordan Smith 217,Enterprise,Phoenix,Southwest,2021-07-13,C,False,True
CUST00000218,Riley Lee 218,Enterprise,Seattle,West,2024-08-22,B,True,True
CUST00000219,Morgan Garcia 219,Consumer,Buffalo,Northeast,2023-07-02,A,True,True
CUST00000220,Morgan Brown 220,Enterprise,Austin,Southwest,2025-03-29,A,True,True
CUST00000221,Morgan Garcia 221,Consumer,Albuquerque,Southwest,,D,False,True
CUST00000222,Jordan Smith 222,Small Business,Chicago,Midwest,2024-07-23,B,False,False
CUST00000223,Jordan Lee 223,Small Business,Philadelphia,Northeast,,A,False,False
CUST00000224,Jordan Smith 224,Government,Birmingham,Southeast,2025-09-05,C,True,True
CUST00000225,Riley Smith 225,Small Business,Buffalo,Northeast,,C,False,True
CUST00000226,Riley Lee 226,Small Business,Detroit,Midwest,,D,False,True
CUST00000227,Jordan Garcia 227,Small Business,Albany,Northeast,,A,True,True
CUST00000228,Taylor Patel 228,Consumer,Nashville,Southeast,,C,True,True
CUST00000229,Morgan Lee 229,Consumer,San Diego,West,2019-05-23,B,True,True
CUST00000230,Morgan Patel 230,Small Business,Seattle,West,2019-05-06,D,True,True
CUST00000231,Morgan Smith 231,Small Business,Portland,West,,A,True,True
CUST00000232,Morgan Garcia 232,Small Business,Albuquerque,Southwest,,D,True,True
CUST00000233,Casey Lee 233,Small Business,Atlanta,Southeast,,C,True,True
CUST00000234,Taylor Kim 234,Enterprise,Seattle,West,,A,False,True
CUST00000235,Casey Brown 235,Government,Chicago,Midwest,2019-10-27,C,True,True
CUST00000236,Casey Lee 236,Small Business,Nashville,Southeast,2023-10-25,A,True,True
CUST00000237,Casey Smith 237,Small Business,Albuquerque,Southwest,,D,False,True
CUST00000238,Morgan Smith 238,Government,San Diego,West,2024-01-11,B,True,True
CUST00000239,Jordan Smith 239,Consumer,Albuquerque,Southwest,2020-01-31,C,True,True
CUST00000240,Alex Patel 240,Consumer,Boston,Northeast,2023-04-25,A,False,False
CUST00000241,Casey Kim 241,Consumer,Detroit,Midwest,,D,True,True
CUST00000242,Morgan Garcia 242,Small Business,Seattle,West,2025-03-20,B,False,True
CUST00000243,Morgan Smith 243,Consumer,Portland,West,2025-08-23,A,True,True
CUST00000244,Jordan Smith 244,Enterprise,Philadelphia,Northeast,2019-02-28,C,False,False
CUST00000245,Alex Patel 245,Enterprise,Chicago,Midwest,2020-09-14,A,False,True
CUST00000246,Morgan Smith 246,Government,Birmingham,Southeast,,C,False,True
CUST00000247,Casey Kim 247,Small Business,Chicago,Midwest,2019-01-05,C,True,True
CUST00000248,Casey Lee 248,Consumer,Albany,Northeast,,A,True,False
CUST00000249,Riley Patel 249,Consumer,Phoenix,Southwest,2025-04-01,A,True,True
CUST00000250,Jordan Patel 250,Government,Albuquerque,Southwest,,D,True,True
CUST00000251,Morgan Smith 251,Small Business,Boston,Northeast,,D,False,True
CUST00000252,Jordan Garcia 252,Small Business,Jacksonville,Southeast,,C,False,True
CUST00000253,Morgan Lee 253,Small Business,Buffalo,Northeast,,A,False,True
CUST00000254,Casey Patel 254,Small Business,Phoenix,Southwest,2022-06-06,B,False,True
CUST00000255,Jordan Kim 255,Enterprise,Phoenix,Southwest,,A,False,True
CUST00000256,Riley Lee 256,Consumer,Boston,Northeast,,C,False,True
CUST00000257,Alex Garcia 257,Enterprise,Buffalo,Northeast,2022-02-20,D,True,True
CUST00000258,Alex Patel 258,Small Business,Albuquerque,Southwest,,A,False,True
CUST00000259,Morgan Kim 259,Enterprise,Birmingham,Southeast,,C,False,True
CUST00000260,Riley Garcia 260,Government,Albuquerque,Southwest,,C,True,True
CUST00000261,Riley Garcia 261,Consumer,Phoenix,Southwest,,A,True,False
CUST00000262,Jordan Lee 262,Enterprise,Austin,Southwest,2023-11-07,A,False,True
CUST00000263,Riley Lee 263,Small Business,Nashville,Southeast,2019-04-28,D,True,True
CUST00000264,Riley Brown 264,Enterprise,Detroit,Midwest,,B,False,False
CUST00000265,Morgan Brown 265,Government,Albuquerque,Southwest,2024-12-05,A,False,True
CUST00000266,Alex Smith 266,Consumer,Dallas,Southwest,2022-08-02,A,True,True
CUST00000267,Taylor Patel 267,Consumer,Albany,Northeast,,D,False,True
CUST00000268,Morgan Lee 268,Enterprise,Phoenix,Southwest,,B,False,True
CUST00000269,Alex Patel 269,Government,Columbus,Midwest,2022-07-08,C,False,True
CUST00000270,Taylor Kim 270,Consumer,Atlanta,Southeast,2023-06-01,D,True,True
CUST00000271,Alex Brown 271,Enterprise,Nashville,Southeast,,B,False,True
CUST00000272,Casey Smith 272,Enterprise,Philadelphia,Northeast,,B,True,True
CUST00000273,Alex Brown 273,Small Business,Detroit,Midwest,,A,False,True
CUST00000274,Jordan Garcia 274,Enterprise,Chicago,Midwest,2023-09-11,A,False,True
CUST00000275,Alex Kim 275,Consumer,Portland,West,,D,False,True
CUST00000276,Taylor Smith 276,Small Business,Austin,Southwest,2022-08-16,A,False,False
CUST00000277,Jordan Brown 277,Small Business,Dallas,Southwest,2019-09-06,A,False,True
CUST00000278,Casey Kim 278,Consumer,Jacksonville,Southeast,2025-07-02,C,False,True
CUST00000279,Casey Patel 279,Consumer,Jacksonville,Southeast,2023-05-14,A,True,False
CUST00000280,Casey Lee 280,Consumer,Atlanta,Southeast,2024-02-03,D,True,True
CUST00000281,Casey Smith 281,Small Business,Indianapolis,Midwest,,A,True,True
CUST00000282,Riley Patel 282,Consumer,Columbus,Midwest,,C,True,True
CUST00000283,Riley Garcia 283,Consumer,Jacksonville,Southeast,,A,False,True
CUST00000284,Casey Garcia 284,Consumer,Birmingham,Southeast,2025-10-11,D,False,False
CUST00000285,Jordan Kim 285,Consumer,Austin,Southwest,,B,True,True
CUST00000286,Casey Kim 286,Small Business,Albany,Northeast,,B,False,False
CUST00000287,Alex Patel 287,Consumer,Albany,Northeast,2021-05-25,A,False,False
CUST00000288,Alex Smith 288,Government,Albuquerque,Southwest,,A,False,True
CUST00000289,Taylor Kim 289,Consumer,Indianapolis,Midwest,,A,False,True
CUST00000290,Riley Garcia 290,Consumer,Philadelphia,Northeast,,B,True,True
CUST00000291,Morgan Kim 291,Consumer,Nashville,Southeast,,A,True,True
CUST00000292,Alex Smith 292,Government,Columbus,Midwest,,A,True,True
CUST00000293,Casey Lee 293,Small Business,Austin,Southwest,2018-12-04,D,True,True
CUST00000294,Alex Brown 294,Enterprise,Seattle,West,2024-01-22,D,False,True
CUST00000295,Morgan Garcia 295,Consumer,Seattle,West,,B,True,True
CUST00000296,Taylor Smith 296,Consumer,Indianapolis,Midwest,2022-03-05,A,True,False
CUST00000297,Alex Garcia 297,Enterprise,Denver,West,,B,True,True
CUST00000298,Casey Brown 298,Small Business,Dallas,Southwest,2025-12-28,D,False,False
CUST00000299,Jordan Smith 299,Small Business,Buffalo,Northeast,2020-04-20,B,False,True
CUST00000300,Casey Brown 300,Enterprise,Columbus,Midwest,2023-05-24,C,True,False
CUST00000301,Taylor Lee 301,Consumer,Birmingham,Southeast,,C,True,False
CUST00000302,Taylor Patel 302,Consumer,Indianapolis,Midwest,,B,True,True
CUST00000303,Taylor Kim 303,Small Business,Boston,Northeast,2019-12-27,D,False,True
CUST00000304,Jordan Kim 304,Consumer,Boston,Northeast,2024-09-12,A,True,True
CUST00000305,Casey Patel 305,Small Business,Columbus,Midwest,,D,False,True
CUST00000306,Morgan Kim 306,Small Business,Denver,West,,A,True,True
CUST00000307,Jordan Brown 307,Small Business,Phoenix,Southwest,,D,False,True
CUST00000308,Jordan Brown 308,Government,Philadelphia,Northeast,,D,False,False
CUST00000309,Taylor Kim 309,Government,Buffalo,Northeast,,A,True,True
CUST00000310,Morgan Smith 310,Small Business,Portland,West,2025-06-20,A,False,True
CUST00000311,Taylor Lee 311,Consumer,San Diego,West,,A,False,True
CUST00000312,Riley Lee 312,Government,Portland,West,,A,True,True
CUST00000313,Morgan Brown 313,Consumer,San Diego,West,,A,False,True
CUST00000314,Casey Lee 314,Consumer,Austin,Southwest,2023-02-21,C,False,False
CUST00000315,Taylor Smith 315,Small Business,Atlanta,Southeast,2025-10-13,A,False,True
CUST00000316,Morgan Patel 316,Government,Austin,Southwest,,A,True,True
CUST00000317,Taylor Smith 317,Enterprise,Boston,Northeast,2020-07-14,B,False,True
CUST00000318,Riley Smith 318,Enterprise,Denver,West,,A,True,True
CUST00000319,Morgan Smith 319,Consumer,Boston,Northeast,2023-06-15,A,True,True
CUST00000320,Taylor Kim 320,Government,Philadelphia,Northeast,,C,False,False
CUST00000321,Alex Lee 321,Consumer,Detroit,Midwest,2020-12-19,C,True,True
CUST00000322,Riley Lee 322,Enterprise,Detroit,Midwest,2019-11-26,A,False,True
CUST00000323,Riley Smith 323,Enterprise,Portland,West,2023-09-20,A,True,True
CUST00000324,Casey Patel 324,Small Business,Atlanta,Southeast,,A,True,True
CUST00000325,Taylor Brown 325,Government,Albany,Northeast,,D,False,True
CUST00000326,Riley Smith 326,Consumer,Chicago,Midwest,2018-02-21,B,True,True
CUST00000327,Morgan Brown 327,Enterprise,Boston,Northeast,,A,False,True
CUST00000328,Casey Garcia 328,Small Business,Boston,Northeast,,A,True,True
CUST00000329,Alex Patel 329,Consumer,Denver,West,2024-07-25,D,True,False
CUST00000330,Jordan Brown 330,Small Business,Boston,Northeast,,D,True,True
CUST00000331,Jordan Brown 331,Consumer,Philadelphia,Northeast,,B,True,True
CUST00000332,Casey Smith 332,Enterprise,Detroit,Midwest,2025-06-10,B,False,True
CUST00000333,Casey Lee 333,Small Business,Jacksonville,Southeast,2022-05-05,A,False,True
CUST00000334,Morgan Brown 334,Government,Jacksonville,Southeast,2026-01-06,B,True,True
CUST00000335,Jordan Lee 335,Enterprise,San Diego,West,,A,True,True
