customer_id,customer_name,email,city,state,region,signup_date,loyalty_tier,household_size,active_flag
CUST00000053,Casey Patel 53,customer53@example.com,Miami,FL,South,2023-02-16,Gold,1,Y
CUST00000054,Morgan Patel 54,customer54@example.com,Orlando,FL,South,2025-08-20,gold ,2,Y
CUST00000055,Casey Kim 55,,Aurora,CO,West,12/14/2022,Basic,,Y
CUST00000056,Casey Brown 56,customer56@example.com,Atlanta,GA,South,2021-05-22,Silver,2,Y
CUST00000057,Morgan Kim 57,customer57@example.com,Savannah,GA,South,2024-05-02,Plus,6,N
CUST00000058,Taylor Smith 58,customer58@example.com,Buffalo,NY,Northeast,05/24/2023,Gold,2,Y
CUST00000059,Casey Garcia 59,customer59@example.com,Sacramento,CA,West,10/31/2020,Gold,6,True
CUST00000060,Taylor Kim 60,customer60@example.com,Tacoma,WA,West,06/20/2024,Plus,5,Yes
CUST00000061,Jordan Garcia 61,customer61@example.com,Orlando,FL,South,12/21/2023,gold ,bad,Y
CUST00000062,Jordan Garcia 62,customer62@example.com,Aurora,CO,West,08/02/2023,,,Y
CUST00000063,Riley Patel 63,customer63@example.com,Aurora,CO,West,2023-03-23,Silver,4,Y
CUST00000064,Alex Garcia 64,customer64@example.com,Aurora,CO,West,04/02/2022,Gold,2,True
CUST00000065,Riley Lee 65,customer65@example.com,Tacoma,WA,West,01/18/2023,Silver,1,Yes
CUST00000066,Alex Garcia 66,customer66@example.com,Peoria,IL,Midwest,01/22/2020,Basic,1,Yes
CUST00000067,Riley Kim 67,customer67@example.com,Orlando,FL,South,2025-04-06,gold ,,Yes
CUST00000068,Casey Brown 68,customer68@example.com,Chicago,IL,Midwest,12/23/2024,gold ,bad,Y
CUST00000069,Riley Patel 69,customer69@example.com,Miami,FL,South,03/06/2022,Silver,5,N
CUST00000070,Taylor Brown 70,customer70@example.com,Savannah,GA,South,2023-11-25,Gold,3,Y
CUST00000071,Alex Patel 71,customer71@example.com,Denver,CO,West,12/27/2020,Plus,2,Yes
CUST00000072,Alex Kim 72,customer72@example.com,Seattle,WA,West,03/08/2020,Basic,3,Y
CUST00000073,Jordan Garcia 73,customer73@example.com,Atlanta,GA,South,08/03/2022,Plus,1,N
CUST00000074,Alex Lee 74,customer74@example.com,Aurora,CO,West,2024-07-26,,,N
CUST00000075,Taylor Kim 75,customer75@example.com,Houston,TX,South,08/09/2021,gold ,5,N
CUST00000076,Jordan Patel 76,customer76@example.com,Houston,TX,South,02/10/2025,Silver,,Y
CUST00000077,Jordan Smith 77,customer77@example.com,Los Angeles,CA,West,06/27/2023,gold ,4,Yes
CUST00000078,Taylor Garcia 78,customer78@example.com,Chicago,IL,Midwest,02/15/2026,Basic,1,Yes
CUST00000079,Alex Garcia 79,customer79@example.com,Orlando,FL,South,2024-02-22,Gold,2,True
CUST00000080,Morgan Garcia 80,customer80@example.com,Aurora,CO,West,2023-12-17,Basic,5,Y
CUST00000081,Morgan Lee 81,customer81@example.com,Los Angeles,CA,West,2025-11-23,gold ,bad,Y
CUST00000082,Casey Smith 82,customer82@example.com,Seattle,WA,West,06/17/2020,Gold,4,Y
CUST00000083,Morgan Garcia 83,customer83@example.com,Seattle,WA,West,01/05/2023,Plus,3,Y
CUST00000084,Taylor Patel 84,customer84@example.com,Houston,TX,South,2024-05-16,Plus,1,True
CUST00000085,Morgan Lee 85,customer85@example.com,Denver,CO,West,2023-11-28,gold ,1,Y
CUST00000086,Alex Kim 86,customer86@example.com,Peoria,IL,Midwest,07/29/2020,,1,Y
CUST00000087,Alex Brown 87,customer87@example.com,Orlando,FL,South,2025-08-17,gold ,5,N
CUST00000088,Taylor Brown 88,customer88@example.com,Orlando,FL,South,2026-02-26,,3,Yes
CUST00000089,Morgan Brown 89,customer89@example.com,Miami,FL,South,2020-09-14,Silver,bad,True
CUST00000090,Riley Patel 90,customer90@example.com,Austin,TX,South,2020-07-29,gold ,1,N
CUST00000091,Jordan Patel 91,customer91@example.com,Savannah,GA,South,2024-07-29,Silver,5,Y
CUST00000092,Casey Garcia 92,customer92@example.com,Peoria,IL,Midwest,2023-02-08,gold ,3,Y
CUST00000093,Alex Smith 93,customer93@example.com,Peoria,IL,Midwest,2022-01-30,Basic,3,N
CUST00000094,Alex Lee 94,customer94@example.com,Aurora,CO,West,2023-03-04,Basic,2,Yes
CUST00000095,Casey Smith 95,customer95@example.com,Albany,NY,Northeast,2022-05-09,gold ,6,Y
CUST00000096,Taylor Brown 96,customer96@example.com,Atlanta,GA,South,2020-08-19,gold ,1,N
CUST00000097,Casey Brown 97,customer97@example.com,Houston,TX,South,2020-09-07,,3,Y
CUST00000098,Casey Kim 98,customer98@example.com,Tacoma,WA,West,2020-05-21,Basic,1,True
CUST00000099,Riley Kim 99,customer99@example.com,Aurora,CO,West,03/31/2026,Gold,1,True
CUST00000100,Morgan Lee 100,customer100@example.com,Seattle,WA,West,10/24/2021,Silver,4,Y
CUST00000101,Morgan Brown 101,customer101@example.com,Albany,NY,Northeast,2022-06-10,Gold,6,Y
CUST00000102,Riley Lee 102,customer102@example.com,Buffalo,NY,Northeast,2025-10-09,Plus,2,True
CUST00000103,Casey Kim 103,customer103@example.com,Aurora,CO,West,12/01/2022,Gold,2,Y
CUST00000104,Casey Patel 104,,Los Angeles,CA,West,07/10/2023,gold ,5,True
CUST00000105,Morgan Lee 105,customer105@example.com,Sacramento,CA,West,11/17/2023,Plus,6,Y
CUST00000106,Alex Patel 106,customer106@example.com,Houston,TX,South,2022-11-21,gold ,3,Y
CUST00000107,Riley Smith 107,customer107@example.com,Denver,CO,West,2020-03-31,Plus,bad,Y
CUST00000108,Casey Brown 108,customer108@example.com,Austin,TX,South,12/14/2022,Gold,4,N
CUST00000109,Alex Garcia 109,customer109@example.com,Sacramento,CA,West,12/22/2023,Silver,4,Yes
CUST00000110,Morgan Patel 110,customer110@example.com,Miami,FL,South,02/09/2021,Gold,3,Y
CUST00000111,Alex Smith 111,customer111@example.com,Sacramento,CA,West,05/06/2026,,5,Y
CUST00000112,Alex Patel 112,customer112@example.com,Los Angeles,CA,West,05/01/2023,gold ,bad,N
CUST00000113,Alex Garcia 113,customer113@example.com,Seattle,WA,West,2020-02-08,gold ,6,Y
CUST00000114,Taylor Patel 114,customer114@example.com,Savannah,GA,South,2023-04-14,Plus,2,Y
CUST00000115,Riley Patel 115,customer115@example.com,Seattle,WA,West,2025-04-15,Basic,3,Y
CUST00000116,Riley Brown 116,customer116@example.com,Orlando,FL,South,10/16/2025,,6,Y
CUST00000117,Jordan Lee 117,customer117@example.com,Orlando,FL,South,07/18/2025,Basic,3,True
CUST00000118,Jordan Smith 118,customer118@example.com,Seattle,WA,West,05/30/2024,Basic,5,Y
CUST00000119,Riley Brown 119,customer119@example.com,Houston,TX,South,04/14/2021,,2,True
CUST00000120,Jordan Kim 120,customer120@example.com,Los Angeles,CA,West,2022-02-01,,6,Y
CUST00000121,Morgan Smith 121,customer121@example.com,Chicago,IL,Midwest,2022-04-27,,bad,N
CUST00000122,Casey Patel 122,customer122@example.com,Tacoma,WA,West,08/05/2025,Basic,4,Yes
CUST00000123,Alex Brown 123,customer123@example.com,Denver,CO,West,2026-01-18,Plus,2,Y
CUST00000124,Riley Patel 124,customer124@example.com,Buffalo,NY,Northeast,2024-08-01,gold ,6,N
CUST00000125,Morgan Brown 125,customer125@example.com,Aurora,CO,West,01/18/2026,Basic,3,Yes
CUST00000126,Taylor Garcia 126,customer126@example.com,Chicago,IL,Midwest,03/30/2026,gold ,bad,Y
CUST00000127,Morgan Brown 127,customer127@example.com,Tacoma,WA,West,2025-02-19,Silver,2,Yes
CUST00000128,Riley Lee 128,customer128@example.com,Atlanta,GA,South,2020-12-05,gold ,,Y
CUST00000129,Casey Patel 129,customer129@example.com,Austin,TX,South,2024-08-11,Basic,2,True
CUST00000130,Morgan Lee 130,customer130@example.com,Buffalo,NY,Northeast,03/21/2023,gold ,3,Y
CUST00000131,Alex Garcia 131,customer131@example.com,Houston,TX,South,2026-02-21,gold ,5,True
CUST00000132,Morgan Smith 132,customer132@example.com,Buffalo,NY,Northeast,09/25/2024,,6,N
CUST00000133,Jordan Smith 133,customer133@example.com,Atlanta,GA,South,2021-10-25,,6,Yes
CUST00000134,Casey Brown 134,customer134@example.com,Austin,TX,South,11/13/2022,Silver,bad,Y
CUST00000135,Taylor Kim 135,customer135@example.com,Houston,TX,South,2024-07-22,Gold,bad,Y
CUST00000136,Taylor Garcia 136,customer136@example.com,Albany,NY,Northeast,11/02/2021,Plus,1,N
CUST00000137,Morgan Smith 137,customer137@example.com,Denver,CO,West,10/17/2021,gold ,4,N
CUST00000138,Taylor Patel 138,customer138@example.com,Austin,TX,South,2021-07-05,Gold,,Y
CUST00000139,Morgan Lee 139,customer139@example.com,Chicago,IL,Midwest,2025-04-28,Silver,6,Yes
CUST00000140,Morgan Lee 140,customer140@example.com,Los Angeles,CA,West,2025-11-11,,4,Y
CUST00000141,Taylor Smith 141,customer141@example.com,Seattle,WA,West,2021-02-17,Basic,4,Y
CUST00000142,Casey Patel 142,customer142@example.com,Chicago,IL,Midwest,2020-11-27,Plus,3,Y
CUST00000143,Morgan Lee 143,customer143@example.com,Los Angeles,CA,West,2022-07-09,Basic,,Yes
CUST00000144,Casey Lee 144,customer144@example.com,Dallas,TX,South,2020-03-30,Gold,3,N
CUST00000145,Taylor Brown 145,customer145@example.com,Tacoma,WA,West,2024-05-16,Silver,1,Y
CUST00000146,Riley Lee 146,customer146@example.com,Sacramento,CA,West,03/19/2025,Basic,bad,Y
CUST00000147,Alex Kim 147,customer147@example.com,Los Angeles,CA,West,03/08/2022,,bad,Yes
CUST00000148,Casey Lee 148,customer148@example.com,Denver,CO,West,2023-11-29,gold ,2,N
CUST00000149,Alex Smith 149,customer149@example.com,Atlanta,GA,South,2022-09-20,Silver,3,N
CUST00000150,Taylor Patel 150,customer150@example.com,Seattle,WA,West,05/19/2023,Gold,5,Y
CUST00000151,Alex Kim 151,customer151@example.com,Austin,TX,South,2024-05-14,gold ,bad,N
CUST00000152,Casey Lee 152,customer152@example.com,Chicago,IL,Midwest,2021-05-18,Basic,5,Y
CUST00000153,Jordan Smith 153,customer153@example.com,Albany,NY,Northeast,2023-11-05,,bad,Y
CUST00000154,Jordan Garcia 154,customer154@example.com,Chicago,IL,Midwest,2025-12-30,Silver,1,Yes
CUST00000155,Casey Brown 155,customer155@example.com,Atlanta,GA,South,2023-02-25,gold ,5,Y
CUST00000156,Taylor Patel 156,customer156@example.com,Sacramento,CA,West,2025-12-01,Basic,3,Y
CUST00000157,Riley Kim 157,customer157@example.com,Houston,TX,South,2023-03-21,Basic,2,Y
CUST00000158,Riley Smith 158,customer158@example.com,Miami,FL,South,2021-09-19,Gold,4,Y
CUST00000159,Morgan Patel 159,customer159@example.com,Orlando,FL,South,2021-11-13,Basic,4,N
CUST00000160,Alex Patel 160,customer160@example.com,Dallas,TX,South,2022-08-23,Basic,,True
CUST00000161,Alex Lee 161,customer161@example.com,Denver,CO,West,11/25/2023,gold ,,Y
CUST00000162,Alex Patel 162,customer162@example.com,Orlando,FL,South,06/02/2023,Silver,1,Y
CUST00000163,Jordan Lee 163,customer163@example.com,Miami,FL,South,11/13/2022,,5,Y
CUST00000164,Jordan Garcia 164,customer164@example.com,Sacramento,CA,West,02/27/2021,Gold,,Y
CUST00000165,Alex Smith 165,customer165@example.com,Sacramento,CA,West,2020-07-30,gold ,bad,Y
CUST00000166,Riley Lee 166,customer166@example.com,Peoria,IL,Midwest,2024-04-27,Silver,,Yes
CUST00000167,Morgan Patel 167,customer167@example.com,Chicago,IL,Midwest,2024-06-22,Gold,3,Y
CUST00000168,Morgan Smith 168,customer168@example.com,Peoria,IL,Midwest,12/26/2020,Gold,bad,Yes
CUST00000169,Morgan Lee 169,customer169@example.com,Tacoma,WA,West,2020-12-10,,4,N
CUST00000170,Jordan Smith 170,customer170@example.com,Seattle,WA,West,08/02/2025,Gold,,Y
CUST00000171,Morgan Garcia 171,customer171@example.com,Albany,NY,Northeast,09/19/2024,,bad,Y
CUST00000172,Jordan Kim 172,customer172@example.com,Miami,FL,South,09/19/2020,gold ,bad,Yes
CUST00000173,Riley Kim 173,customer173@example.com,Albany,NY,Northeast,2024-11-20,Plus,3,Y
CUST00000174,Taylor Brown 174,customer174@example.com,Atlanta,GA,South,2024-03-03,Gold,3,Yes
CUST00000175,Alex Garcia 175,customer175@example.com,Chicago,IL,Midwest,09/30/2025,Plus,2,True
CUST00000176,Casey Garcia 176,customer176@example.com,Dallas,TX,South,2022-12-23,gold ,6,Yes
CUST00000177,Taylor Kim 177,customer177@example.com,Orlando,FL,South,07/30/2021,Silver,bad,Y
CUST00000178,Morgan Garcia 178,customer178@example.com,Orlando,FL,South,12/06/2020,Gold,1,N
CUST00000179,Taylor Lee 179,customer179@example.com,Miami,FL,South,06/20/2020,Basic,,Y
CUST00000180,Riley Kim 180,customer180@example.com,Buffalo,NY,Northeast,05/14/2023,Gold,4,Y
CUST00000181,Jordan Lee 181,customer181@example.com,Sacramento,CA,West,03/01/2022,Silver,,True
CUST00000182,Jordan Lee 182,customer182@example.com,Aurora,CO,West,2025-08-09,Silver,5,Y
CUST00000183,Casey Garcia 183,customer183@example.com,Denver,CO,West,2023-07-29,Plus,,Yes
CUST00000184,Morgan Garcia 184,customer184@example.com,Atlanta,GA,South,2021-04-30,Plus,2,True
CUST00000185,Jordan Brown 185,customer185@example.com,Buffalo,NY,Northeast,09/15/2025,Plus,bad,N
CUST00000186,Morgan Lee 186,customer186@example.com,Albany,NY,Northeast,2020-03-30,Silver,1,N
CUST00000187,Jordan Kim 187,customer187@example.com,Tacoma,WA,West,2024-04-15,Gold,bad,Y
CUST00000188,Morgan Brown 188,customer188@example.com,Miami,FL,South,04/05/2025,gold ,bad,N
CUST00000189,Riley Smith 189,customer189@example.com,Tacoma,WA,West,03/07/2022,,bad,Y
CUST00000190,Riley Patel 190,customer190@example.com,Seattle,WA,West,2024-10-21,,4,Y
CUST00000191,Riley Garcia 191,customer191@example.com,Sacramento,CA,West,08/18/2020,gold ,6,Y
CUST00000192,Taylor Lee 192,customer192@example.com,Denver,CO,West,11/22/2021,Plus,4,Yes
CUST00000193,Casey Patel 193,customer193@example.com,Aurora,CO,West,2020-11-22,,3,True
CUST00000194,Jordan Garcia 194,customer194@example.com,Sacramento,CA,West,2025-06-28,Plus,,True
CUST00000195,Taylor Patel 195,customer195@example.com,Denver,CO,West,2020-05-30,,,Y
CUST00000196,Jordan Kim 196,customer196@example.com,Sacramento,CA,West,2024-11-17,,5,Y
CUST00000197,Jordan Patel 197,customer197@example.com,Albany,NY,Northeast,11/18/2022,gold ,5,Y
CUST00000198,Riley Kim 198,customer198@example.com,Sacramento,CA,West,04/06/2023,Basic,bad,Y
CUST00000199,Casey Garcia 199,customer199@example.com,Chicago,IL,Midwest,06/16/2024,gold ,5,Y
CUST00000200,Casey Lee 200,customer200@example.com,Peoria,IL,Midwest,08/24/2022,Silver,5,Y
CUST00000201,Alex Brown 201,customer201@example.com,Seattle,WA,West,2025-04-05,Gold,2,True
CUST00000202,Jordan Garcia 202,customer202@example.com,Tacoma,WA,West,2025-03-25,Basic,bad,Y
CUST00000203,Alex Smith 203,customer203@example.com,Dallas,TX,South,06/17/2022,Basic,1,Y
CUST00000204,Alex Patel 204,customer204@example.com,Seattle,WA,West,11/19/2024,Gold,2,Y
CUST00000205,Morgan Smith 205,customer205@example.com,Sacramento,CA,West,2024-01-08,,,Yes
CUST00000206,Riley Lee 206,customer206@example.com,Atlanta,GA,South,05/02/2025,Gold,3,Y
CUST00000207,Taylor Patel 207,customer207@example.com,Albany,NY,Northeast,01/22/2023,Basic,bad,True
CUST00000208,Alex Garcia 208,customer208@example.com,Los Angeles,CA,West,2025-10-30,Silver,4,True
CUST00000209,Jordan Lee 209,customer209@example.com,Buffalo,NY,Northeast,11/30/2024,Silver,bad,Yes
CUST00000210,Morgan Patel 210,customer210@example.com,Los Angeles,CA,West,03/26/2026,Silver,1,Y
CUST00000211,Morgan Lee 211,customer211@example.com,Orlando,FL,South,05/15/2020,Plus,2,True
CUST00000212,Morgan Kim 212,customer212@example.com,Austin,TX,South,2025-11-20,Silver,bad,True
CUST00000213,Taylor Patel 213,customer213@example.com,Orlando,FL,South,03/25/2023,,bad,Y
CUST00000214,Riley Patel 214,customer214@example.com,Chicago,IL,Midwest,2025-01-06,Basic,,Yes
CUST00000215,Jordan Patel 215,customer215@example.com,Austin,TX,South,2024-01-11,gold ,,True
CUST00000216,Taylor Smith 216,customer216@example.com,Savannah,GA,South,2020-10-24,Plus,3,Y
CUST00000217,Riley Patel 217,customer217@example.com,Aurora,CO,West,2025-02-07,,6,True
CUST00000218,Jordan Kim 218,customer218@example.com,Savannah,GA,South,2024-01-21,,2,Y
CUST00000219,Casey Patel 219,customer219@example.com,Peoria,IL,Midwest,04/13/2026,Gold,2,Y
CUST00000220,Alex Brown 220,customer220@example.com,Aurora,CO,West,2024-09-10,Gold,bad,Y
CUST00000221,Jordan Kim 221,customer221@example.com,Sacramento,CA,West,2026-05-08,Basic,1,Y
CUST00000222,Taylor Brown 222,customer222@example.com,Aurora,CO,West,2025-06-29,Silver,4,Yes
CUST00000223,Alex Garcia 223,customer223@example.com,Buffalo,NY,Northeast,02/08/2025,gold ,1,Yes
CUST00000224,Riley Brown 224,customer224@example.com,Orlando,FL,South,03/27/2021,,,Y
CUST00000225,Morgan Lee 225,customer225@example.com,Dallas,TX,South,2025-08-12,Plus,5,True
CUST00000226,Morgan Smith 226,customer226@example.com,Seattle,WA,West,04/30/2024,Silver,2,Yes
CUST00000227,Alex Kim 227,customer227@example.com,Buffalo,NY,Northeast,2023-06-17,Gold,6,Y
CUST00000228,Alex Patel 228,customer228@example.com,Peoria,IL,Midwest,2024-10-26,,5,True
CUST00000229,Alex Smith 229,customer229@example.com,Aurora,CO,West,2021-07-17,gold ,,Y
CUST00000230,Riley Smith 230,customer230@example.com,Peoria,IL,Midwest,2023-05-24,Plus,,True
CUST00000231,Taylor Kim 231,customer231@example.com,Los Angeles,CA,West,2025-03-15,Plus,5,Y
CUST00000232,Riley Garcia 232,customer232@example.com,Tacoma,WA,West,2023-05-26,Silver,bad,Y
CUST00000233,Morgan Brown 233,customer233@example.com,Chicago,IL,Midwest,2020-04-18,Basic,2,Y
CUST00000234,Jordan Brown 234,customer234@example.com,Chicago,IL,Midwest,2025-11-10,gold ,3,Y
CUST00000235,Taylor Kim 235,customer235@example.com,Orlando,FL,South,12/03/2022,Silver,6,Y
CUST00000236,Casey Smith 236,customer236@example.com,Peoria,IL,Midwest,2023-06-05,Plus,3,Yes
CUST00000237,Riley Garcia 237,customer237@example.com,Tacoma,WA,West,2026-01-17,gold ,bad,N
CUST00000238,Jordan Brown 238,customer238@example.com,Sacramento,CA,West,09/14/2025,Basic,4,True
CUST00000239,Riley Garcia 239,customer239@example.com,Seattle,WA,West,02/17/2023,Gold,6,Yes
CUST00000240,Alex Patel 240,customer240@example.com,Tacoma,WA,West,09/06/2020,Silver,,True
CUST00000241,Taylor Kim 241,customer241@example.com,Los Angeles,CA,West,03/10/2022,gold ,bad,N
CUST00000242,Riley Kim 242,customer242@example.com,Savannah,GA,South,2022-08-15,Plus,1,Y
CUST00000243,Alex Lee 243,customer243@example.com,Atlanta,GA,South,2024-12-11,Silver,2,Yes
CUST00000244,Alex Smith 244,customer244@example.com,Savannah,GA,South,07/26/2024,Gold,,Y
CUST00000245,Alex Smith 245,customer245@example.com,Dallas,TX,South,10/14/2022,Basic,6,Yes
CUST00000246,Taylor Lee 246,customer246@example.com,Chicago,IL,Midwest,2022-08-17,Gold,5,Y
CUST00000247,Alex Brown 247,customer247@example.com,Chicago,IL,Midwest,07/02/2021,gold ,1,N
CUST00000248,Taylor Kim 248,customer248@example.com,Denver,CO,West,2025-10-10,Gold,1,Y
CUST00000249,Morgan Kim 249,customer249@example.com,Austin,TX,South,2020-02-20,Basic,1,Y
CUST00000250,Casey Patel 250,customer250@example.com,Tacoma,WA,West,2026-01-05,,1,Y
CUST00000251,Taylor Patel 251,customer251@example.com,Seattle,WA,West,2022-09-29,gold ,,Y
CUST00000252,Casey Garcia 252,customer252@example.com,Tacoma,WA,West,2020-09-14,,2,True
CUST00000253,Taylor Smith 253,customer253@example.com,Peoria,IL,Midwest,2021-10-14,Gold,,True
CUST00000254,Riley Brown 254,customer254@example.com,Peoria,IL,Midwest,2023-11-05,Silver,bad,Y
CUST00000255,Casey Lee 255,customer255@example.com,Sacramento,CA,West,2025-01-25,Gold,3,True
CUST00000256,Taylor Kim 256,customer256@example.com,Sacramento,CA,West,12/15/2022,,3,Yes
CUST00000257,Morgan Garcia 257,customer257@example.com,Los Angeles,CA,West,2025-05-06,Plus,2,Yes
CUST00000258,Riley Smith 258,customer258@example.com,Orlando,FL,South,2025-06-01,Basic,5,Y
CUST00000259,Jordan Lee 259,customer259@example.com,Orlando,FL,South,01/09/2023,gold ,6,Y
CUST00000260,Alex Kim 260,customer260@example.com,Miami,FL,South,05/14/2020,gold ,,Y
CUST00000261,Taylor Patel 261,customer261@example.com,Orlando,FL,South,2024-03-09,,bad,Y
CUST00000262,Casey Patel 262,customer262@example.com,Savannah,GA,South,2023-08-16,Gold,6,Y
CUST00000263,Alex Smith 263,customer263@example.com,Savannah,GA,South,2020-02-19,Plus,6,N
CUST00000264,Riley Garcia 264,customer264@example.com,Orlando,FL,South,2021-05-20,Gold,1,N
CUST00000265,Riley Smith 265,customer265@example.com,Austin,TX,South,2024-01-22,Gold,5,True
CUST00000266,Morgan Patel 266,customer266@example.com,Atlanta,GA,South,2025-10-13,Gold,3,True
CUST00000267,Jordan Smith 267,customer267@example.com,Peoria,IL,Midwest,2024-02-23,Gold,6,Yes
CUST00000268,Jordan Patel 268,customer268@example.com,Aurora,CO,West,2026-05-23,Plus,6,True
CUST00000269,Morgan Patel 269,customer269@example.com,Aurora,CO,West,2023-11-01,gold ,6,Y
CUST00000270,Riley Brown 270,customer270@example.com,Tacoma,WA,West,2023-05-26,,bad,Yes
CUST00000271,Riley Brown 271,customer271@example.com,Denver,CO,West,10/27/2025,gold ,1,N
CUST00000272,Morgan Kim 272,customer272@example.com,Sacramento,CA,West,2020-04-20,Plus,6,Y
CUST00000273,Alex Patel 273,customer273@example.com,Los Angeles,CA,West,08/02/2021,Silver,4,Y
CUST00000274,Jordan Kim 274,customer274@example.com,Tacoma,WA,West,2023-01-13,,,True
