customer_id,customer_name,email,city,state,region,signup_date,loyalty_tier,household_size,active_flag,customer_hash,store_transactions,store_sales,store_units,online_orders,online_sales,online_units,lifetime_sales,omnichannel_flag
CUST00000140,Morgan Lee 140,customer140@example.com,Los Angeles,CA,West,2025-11-11,Unknown,4.0,True,5480e4c85a4ff6266ad7,8.0,17322.25,45.0,1.0,686.4,4.0,18008.65,True
CUST00000346,Jordan Patel 346,customer346@example.com,Savannah,GA,South,,Gold,1.0,False,d1b937ad6eedc8fe39b5,3.0,10865.259999999998,18.0,4.0,7031.23,15.0,17896.489999999998,True
CUST00000910,Morgan Kim 910,customer910@example.com,Atlanta,GA,South,2022-01-04,Plus,5.0,True,f3ca182ccc8c6b68532e,2.0,6372.150000000001,19.0,3.0,11455.5,23.0,17827.65,True
CUST00001795,Morgan Kim 1795,customer1795@example.com,Aurora,CO,West,,Unknown,6.0,True,c88a8354cdcb2cc73a7b,3.0,7901.62,15.0,3.0,9837.43,18.0,17739.05,True
CUST00000180,Riley Kim 180,customer180@example.com,Buffalo,NY,Northeast,,Gold,4.0,True,93accf077b5f2082f0f7,2.0,1500.12,10.0,3.0,16174.16,32.0,17674.28,True
CUST00001107,Morgan Patel 1107,customer1107@example.com,Buffalo,NY,Northeast,2023-08-19,Gold,1.0,True,1c0707828578dddbb9d8,4.0,11638.33,38.0,2.0,5951.12,16.0,17589.45,True
CUST00000006,Jordan Garcia 6,customer6@example.com,Savannah,GA,South,,Plus,5.0,True,d2b216a02820d892fedd,3.0,8267.61,19.0,3.0,8951.16,19.0,17218.77,True
CUST00001709,Morgan Garcia 1709,customer1709@example.com,Sacramento,CA,West,,Plus,5.0,True,544a6aaad46627023d3e,3.0,11821.58,29.0,3.0,5387.049999999999,12.0,17208.629999999997,True
CUST00001770,Riley Brown 1770,customer1770@example.com,Denver,CO,West,,Basic,3.0,True,041e7cefb59d400f1477,5.0,16905.09,38.0,0.0,0.0,0.0,16905.09,False
CUST00000781,Taylor Patel 781,customer781@example.com,Denver,CO,West,2021-11-03,Gold,1.0,True,c2fdcadc4265f4520d57,3.0,10034.33,21.0,2.0,6849.62,15.0,16883.95,True
CUST00000019,Taylor Kim 19,customer19@example.com,Dallas,TX,South,,Silver,6.0,True,5d192626926e33ec9fc7,3.0,12007.95,31.0,1.0,4856.63,11.0,16864.58,True
CUST00000389,Taylor Garcia 389,customer389@example.com,Tacoma,WA,West,,Basic,2.0,False,cdea9ab2d53de1fbb960,3.0,10426.55,25.0,1.0,6203.800000000001,10.0,16630.35,True
CUST00001130,Casey Patel 1130,customer1130@example.com,Orlando,FL,South,,Unknown,4.0,True,3533eabae391e30a26d6,5.0,7651.49,27.0,2.0,8925.75,15.0,16577.239999999998,True
CUST00001002,Casey Lee 1002,customer1002@example.com,Orlando,FL,South,,Plus,6.0,False,b82ba121082da366826b,4.0,14248.7,36.0,1.0,2185.2,6.0,16433.9,True
CUST00000364,Taylor Brown 364,customer364@example.com,Los Angeles,CA,West,2020-04-14,Plus,4.0,True,1e6f88e07d1088dc12a7,4.0,7304.5,15.0,3.0,9097.36,23.0,16401.86,True
CUST00001614,Riley Brown 1614,customer1614@example.com,Tacoma,WA,West,,Unknown,4.0,True,4cd3851ad4a4f078b5ce,4.0,16291.83,41.0,0.0,0.0,0.0,16291.83,False
CUST00001307,Morgan Smith 1307,customer1307@example.com,Savannah,GA,South,2020-06-12,Basic,6.0,True,efcfc46bd2a27728e2dd,2.0,7798.57,17.0,3.0,8405.359999999999,19.0,16203.929999999998,True
CUST00000169,Morgan Lee 169,customer169@example.com,Tacoma,WA,West,2020-12-10,Unknown,4.0,False,e6d25612669561534254,4.0,11094.759999999998,33.0,2.0,5085.25,19.0,16180.009999999998,True
CUST00001098,Morgan Lee 1098,customer1098@example.com,Peoria,IL,Midwest,2025-05-26,Basic,5.0,True,09b2505f68c717c99e38,2.0,5483.46,15.0,3.0,10586.58,27.0,16070.04,True
CUST00000255,Casey Lee 255,customer255@example.com,Sacramento,CA,West,2025-01-25,Gold,3.0,True,a8bb3cbe10199c060f98,2.0,8978.88,26.0,3.0,6899.280000000001,22.0,15878.16,True
CUST00001700,Morgan Brown 1700,customer1700@example.com,Seattle,WA,West,,Gold,,True,03e7fa63d594ff88586b,4.0,13238.02,24.0,1.0,2607.47,5.0,15845.49,True
CUST00001171,Jordan Patel 1171,customer1171@example.com,Savannah,GA,South,,Unknown,6.0,True,b9385cf1f651b0503063,1.0,5919.45,17.0,2.0,9839.56,21.0,15759.009999999998,True
CUST00001204,Morgan Garcia 1204,customer1204@example.com,Seattle,WA,West,2022-01-04,Unknown,3.0,True,d45d5001b83385bfd497,4.0,10116.17,21.0,2.0,5489.280000000001,14.0,15605.45,True
CUST00000328,Taylor Lee 328,customer328@example.com,Atlanta,GA,South,2020-05-14,Gold,3.0,True,8845ca7a9f716e4e1310,2.0,4553.41,11.0,5.0,11038.35,24.0,15591.76,True
CUST00000983,Alex Smith 983,customer983@example.com,Seattle,WA,West,,Gold,6.0,True,e64bf7e874f21d497671,2.0,8915.99,18.0,1.0,6659.37,16.0,15575.36,True
CUST00001388,Jordan Patel 1388,customer1388@example.com,Denver,CO,West,,Plus,6.0,True,89f84a623e24c5ad628f,2.0,6668.98,16.0,3.0,8876.82,21.0,15545.8,True
CUST00000705,Jordan Kim 705,customer705@example.com,Los Angeles,CA,West,,Plus,5.0,True,3c31d02839a0d9b1179f,4.0,10540.23,20.0,1.0,4772.92,10.0,15313.15,True
CUST00000384,Taylor Brown 384,customer384@example.com,Albany,NY,Northeast,,Gold,3.0,True,3048b45688de7c8edf0b,0.0,0.0,0.0,5.0,15296.039999999999,39.0,15296.039999999999,False
CUST00000627,Alex Kim 627,customer627@example.com,Albany,NY,Northeast,,Unknown,,False,63bd3fa80fe3571d055a,5.0,15290.27,41.0,0.0,0.0,0.0,15290.27,False
CUST00000209,Jordan Lee 209,customer209@example.com,Buffalo,NY,Northeast,,Silver,,True,7e1df62d124076f05228,3.0,11169.480000000001,22.0,2.0,4014.34,8.0,15183.820000000002,True
CUST00001346,Riley Patel 1346,customer1346@example.com,Atlanta,GA,South,2025-05-07,Plus,3.0,True,5408cb34ff5f699d9880,5.0,15126.02,38.0,0.0,0.0,0.0,15126.02,False
CUST00000478,Jordan Lee 478,customer478@example.com,Orlando,FL,South,2025-11-28,Unknown,,True,84271c5b60c1a5a1d3b8,3.0,15092.39,24.0,0.0,0.0,0.0,15092.39,False
CUST00001024,Casey Brown 1024,customer1024@example.com,Denver,CO,West,,Unknown,,False,a9800b909512f2176d78,2.0,11047.27,21.0,1.0,3960.8599999999997,6.0,15008.130000000001,True
CUST00001319,Morgan Smith 1319,customer1319@example.com,Austin,TX,South,2022-04-01,Silver,2.0,True,7285d82117b755e2f8d5,5.0,14903.499999999998,36.0,0.0,0.0,0.0,14903.499999999998,False
CUST00001773,Taylor Smith 1773,customer1773@example.com,Los Angeles,CA,West,,Gold,3.0,True,472650d78da282213541,2.0,7932.049999999999,12.0,1.0,6970.95,14.0,14903.0,True
CUST00000625,Taylor Garcia 625,customer625@example.com,Orlando,FL,South,2020-08-31,Plus,1.0,True,e1340920690f8da1591d,4.0,11260.79,28.0,2.0,3537.39,11.0,14798.18,True
CUST00000920,Casey Garcia 920,customer920@example.com,Dallas,TX,South,,Unknown,2.0,True,a14ebc9683abf9cdb393,2.0,3759.6,12.0,3.0,11026.300000000001,24.0,14785.900000000001,True
CUST00001734,Morgan Brown 1734,customer1734@example.com,Albany,NY,Northeast,,Unknown,,True,0182ca9868759e08227a,2.0,11328.14,21.0,1.0,3427.87,8.0,14756.009999999998,True
CUST00000110,Morgan Patel 110,customer110@example.com,Miami,FL,South,,Gold,3.0,True,5687b2aa6313998b45b6,3.0,12829.24,30.0,1.0,1834.8600000000001,3.0,14664.1,True
CUST00000381,Alex Kim 381,customer381@example.com,Atlanta,GA,South,,Gold,,False,1dfc7902c6823538ff47,2.0,9378.189999999999,21.0,1.0,5213.549999999999,12.0,14591.739999999998,True
CUST00000596,Morgan Brown 596,customer596@example.com,Albany,NY,Northeast,,Unknown,,False,fbdcecc731da64ad8d67,4.0,10086.75,25.0,3.0,4491.99,11.0,14578.74,True
CUST00001190,Taylor Patel 1190,customer1190@example.com,Houston,TX,South,,Plus,4.0,True,f000bb9800d3a4c5c1d6,3.0,3044.48,6.0,3.0,11503.289999999999,18.0,14547.769999999999,True
CUST00000634,Morgan Patel 634,customer634@example.com,Savannah,GA,South,,Plus,2.0,False,9a4b2f5ffcd18cd09465,1.0,3772.41,11.0,2.0,10737.310000000001,19.0,14509.720000000001,True
CUST00000547,Casey Kim 547,customer547@example.com,Atlanta,GA,South,2024-10-25,Unknown,5.0,True,62a72164e4d8c470b7c7,4.0,11156.84,31.0,2.0,3349.29,15.0,14506.130000000001,True
CUST00000350,Morgan Patel 350,customer350@example.com,Orlando,FL,South,2023-02-11,Basic,6.0,True,dbcfb4b0692f5435fc10,3.0,8883.75,23.0,2.0,5581.91,11.0,14465.66,True
CUST00000104,Casey Patel 104,unknown@example.com,Los Angeles,CA,West,,Gold,5.0,True,59a3c478648713e83ac7,4.0,8374.33,17.0,4.0,6063.91,18.0,14438.24,True
CUST00000309,Alex Patel 309,customer309@example.com,Tacoma,WA,West,2023-06-22,Silver,3.0,True,5ffa84937be584e8befc,4.0,13594.47,27.0,1.0,806.98,3.0,14401.449999999999,True
CUST00001375,Riley Brown 1375,customer1375@example.com,Houston,TX,South,,Gold,4.0,True,f029165e309d02e53a45,5.0,9557.62,25.0,1.0,4764.24,6.0,14321.86,True
CUST00000349,Taylor Patel 349,customer349@example.com,Denver,CO,West,2021-09-04,Unknown,6.0,True,d12911d0ff36000edf28,2.0,3952.86,6.0,2.0,10296.289999999999,24.0,14249.15,True
CUST00001153,Riley Garcia 1153,customer1153@example.com,Peoria,IL,Midwest,2022-09-18,Plus,1.0,True,e35aaad6caabab0d8806,7.0,14230.86,42.0,0.0,0.0,0.0,14230.86,False
CUST00001798,Taylor Patel 1798,customer1798@example.com,Los Angeles,CA,West,2023-05-30,Gold,5.0,True,94936e1190c0403481fc,1.0,1471.38,2.0,3.0,12733.93,28.0,14205.310000000001,True
CUST00001617,Morgan Patel 1617,customer1617@example.com,Seattle,WA,West,,Gold,2.0,True,a6d8a994dd42e317a1a9,6.0,11674.13,39.0,1.0,2484.98,8.0,14159.109999999999,True
CUST00001212,Jordan Patel 1212,customer1212@example.com,Sacramento,CA,West,2022-09-17,Plus,,False,2a22e07ca85714e1cd92,2.0,5978.69,16.0,2.0,8146.52,16.0,14125.21,True
CUST00000175,Alex Garcia 175,customer175@example.com,Chicago,IL,Midwest,,Plus,2.0,True,793db16bfa0bc9021731,2.0,6345.93,11.0,5.0,7739.82,26.0,14085.75,True
CUST00000510,Casey Lee 510,customer510@example.com,Houston,TX,South,2020-03-18,Plus,6.0,False,40931966fc70110965c1,2.0,5677.45,11.0,2.0,8406.51,23.0,14083.96,True
CUST00001062,Morgan Kim 1062,customer1062@example.com,Dallas,TX,South,2020-10-28,Gold,1.0,True,3889f8e78f61f16a39eb,2.0,8756.81,17.0,2.0,5308.2,15.0,14065.009999999998,True
CUST00000306,Casey Smith 306,customer306@example.com,Dallas,TX,South,,Unknown,5.0,True,f57411ea43d1cd986ce3,4.0,8939.29,19.0,2.0,5073.03,13.0,14012.32,True
CUST00001665,Morgan Brown 1665,customer1665@example.com,Albany,NY,Northeast,,Gold,,True,52a0548d800907185678,0.0,0.0,0.0,4.0,13927.39,37.0,13927.39,False
CUST00001045,Jordan Kim 1045,customer1045@example.com,Peoria,IL,Midwest,2020-08-08,Gold,3.0,True,7c9159170619740b9c4f,5.0,10877.24,29.0,2.0,3022.45,6.0,13899.689999999999,True
CUST00000147,Alex Kim 147,customer147@example.com,Los Angeles,CA,West,,Unknown,,True,6612b2d989c0e764c690,1.0,4141.68,9.0,2.0,9539.84,12.0,13681.52,True
CUST00000663,Alex Patel 663,customer663@example.com,Los Angeles,CA,West,2024-10-06,Basic,,True,9995434dc983aa791857,3.0,3026.0299999999997,9.0,2.0,10588.79,23.0,13614.82,True
CUST00000567,Taylor Garcia 567,customer567@example.com,Austin,TX,South,2022-08-23,Gold,5.0,True,7f49e67400560045dc5c,3.0,13603.89,35.0,0.0,0.0,0.0,13603.89,False
CUST00000322,Casey Garcia 322,customer322@example.com,Houston,TX,South,2023-06-06,Basic,,True,6ca66825c31955ac0af5,4.0,11916.12,20.0,1.0,1685.55,4.0,13601.67,True
CUST00000287,Jordan Garcia 287,customer287@example.com,Albany,NY,Northeast,2025-03-13,Gold,6.0,True,d182a659361dbbf40f7a,2.0,3860.24,10.0,4.0,9680.55,21.0,13540.789999999999,True
CUST00001141,Jordan Smith 1141,customer1141@example.com,Denver,CO,West,,Gold,4.0,True,ac72731bc44a51ebbf0e,2.0,1780.05,6.0,2.0,11695.74,23.0,13475.789999999999,True
CUST00000849,Morgan Brown 849,customer849@example.com,Dallas,TX,South,2025-06-08,Gold,2.0,True,75140dfde440887106de,2.0,5905.17,14.0,1.0,7507.16,14.0,13412.33,True
CUST00001296,Jordan Kim 1296,customer1296@example.com,Chicago,IL,Midwest,2021-01-20,Gold,,False,ce86060e680d7417bb10,1.0,5170.400000000001,12.0,1.0,8192.5,15.0,13362.900000000001,True
CUST00001203,Alex Brown 1203,customer1203@example.com,Albany,NY,Northeast,2020-10-08,Gold,4.0,True,4cd8b13ced152861d06c,0.0,0.0,0.0,4.0,13360.4,22.0,13360.4,False
CUST00001637,Taylor Kim 1637,customer1637@example.com,Miami,FL,South,2020-08-09,Gold,2.0,True,0a3762315cd2550fb166,3.0,13278.91,30.0,0.0,0.0,0.0,13278.91,False
CUST00000329,Riley Patel 329,customer329@example.com,Albany,NY,Northeast,2024-05-14,Gold,,True,612ab86da427ea9e5909,2.0,13248.76,28.0,0.0,0.0,0.0,13248.76,False
CUST00001012,Jordan Garcia 1012,customer1012@example.com,Orlando,FL,South,2021-06-09,Silver,3.0,True,19ccdf2a22c19f438016,4.0,8805.87,22.0,1.0,4442.49,14.0,13248.36,True
CUST00000100,Morgan Lee 100,customer100@example.com,Seattle,WA,West,,Silver,4.0,True,e3dae48538ea779cdf79,2.0,9128.720000000001,20.0,1.0,4092.08,8.0,13220.800000000001,True
CUST00000720,Riley Smith 720,customer720@example.com,Orlando,FL,South,,Plus,3.0,True,09d3d0995108175c0a5e,4.0,11943.73,30.0,1.0,1243.8899999999999,7.0,13187.619999999999,True
CUST00000622,Casey Garcia 622,customer622@example.com,Atlanta,GA,South,2024-06-16,Gold,4.0,True,cd2724d22b689fd70ce9,3.0,12247.470000000001,30.0,1.0,873.76,3.0,13121.230000000001,True
CUST00000940,Morgan Lee 940,customer940@example.com,Buffalo,NY,Northeast,2025-12-13,Silver,1.0,True,b04557225e5f976d4709,3.0,12260.97,34.0,1.0,855.91,5.0,13116.88,True
CUST00000507,Alex Brown 507,customer507@example.com,Seattle,WA,West,2024-10-05,Basic,1.0,True,28ece203994c1379eaae,4.0,13045.06,27.0,0.0,0.0,0.0,13045.06,False
CUST00000526,Jordan Patel 526,customer526@example.com,Austin,TX,South,2021-02-13,Unknown,5.0,False,12c913796041813db1bf,2.0,8293.58,21.0,1.0,4709.76,9.0,13003.34,True
CUST00000504,Riley Brown 504,customer504@example.com,Seattle,WA,West,2020-04-14,Unknown,,True,2a09a676003651a78462,3.0,7147.54,17.0,1.0,5845.08,10.0,12992.619999999999,True
CUST00000182,Jordan Lee 182,customer182@example.com,Aurora,CO,West,2025-08-09,Silver,5.0,True,5a18360106a342ee8dd9,6.0,12925.960000000001,26.0,0.0,0.0,0.0,12925.960000000001,False
CUST00000946,Alex Garcia 946,customer946@example.com,Albany,NY,Northeast,,Unknown,2.0,True,8e863d135fe62e1ef522,3.0,12925.68,27.0,0.0,0.0,0.0,12925.68,False
CUST00001115,Jordan Garcia 1115,customer1115@example.com,Austin,TX,South,2025-04-15,Basic,2.0,True,fa7228aa9c3e09e07aba,3.0,12914.9,26.0,0.0,0.0,0.0,12914.9,False
CUST00000819,Alex Smith 819,customer819@example.com,Chicago,IL,Midwest,2024-07-17,Silver,4.0,True,742b2a049a706a66d0b7,3.0,7684.63,14.0,1.0,5226.73,11.0,12911.36,True
CUST00000635,Casey Brown 635,customer635@example.com,Albany,NY,Northeast,2022-05-29,Silver,2.0,False,1cc5777281c88796d440,2.0,4703.13,13.0,3.0,8147.23,17.0,12850.36,True
CUST00000577,Morgan Garcia 577,customer577@example.com,Albany,NY,Northeast,2023-03-22,Gold,1.0,False,0e77cc7fa8c259efe51e,2.0,2180.81,6.0,3.0,10580.0,23.0,12760.81,True
CUST00001517,Casey Lee 1517,customer1517@example.com,Buffalo,NY,Northeast,2020-06-14,Unknown,1.0,True,6687538d1d84191080e9,3.0,5078.22,21.0,2.0,7675.77,17.0,12753.990000000002,True
CUST00001757,Riley Kim 1757,customer1757@example.com,Savannah,GA,South,2021-05-09,Unknown,6.0,True,50de37ca9eae5295c2fc,1.0,1844.75,6.0,2.0,10846.51,19.0,12691.26,True
CUST00000516,Jordan Lee 516,customer516@example.com,Austin,TX,South,2023-10-02,Plus,5.0,True,38cdb5d3b74df2469870,1.0,5161.08,9.0,2.0,7480.2699999999995,16.0,12641.349999999999,True
CUST00000505,Jordan Garcia 505,unknown@example.com,Dallas,TX,South,2020-08-09,Basic,1.0,False,a201f20da1da9a783c8b,6.0,12549.59,32.0,0.0,0.0,0.0,12549.59,False
CUST00001109,Jordan Brown 1109,customer1109@example.com,Aurora,CO,West,2026-04-18,Basic,5.0,True,e4c5154c7ba5e3f088d9,4.0,12539.43,36.0,0.0,0.0,0.0,12539.43,False
CUST00000866,Taylor Patel 866,customer866@example.com,Atlanta,GA,South,2025-09-28,Silver,5.0,True,6a44a41f22ad6eabf724,1.0,1208.62,5.0,4.0,11318.28,22.0,12526.900000000001,True
CUST00001439,Casey Garcia 1439,customer1439@example.com,Dallas,TX,South,,Basic,5.0,True,09735a84d81a554ecd92,3.0,12517.56,31.0,0.0,0.0,0.0,12517.56,False
CUST00000210,Morgan Patel 210,customer210@example.com,Los Angeles,CA,West,,Silver,1.0,True,10f38d6efd03cd0d6ac4,1.0,5174.46,10.0,2.0,7331.72,17.0,12506.18,True
CUST00001367,Taylor Kim 1367,customer1367@example.com,Peoria,IL,Midwest,2020-09-16,Silver,4.0,True,471339d519478ca74d0d,1.0,1763.3,6.0,3.0,10692.41,19.0,12455.71,True
CUST00000027,Riley Patel 27,customer27@example.com,Atlanta,GA,South,,Basic,4.0,False,d8f4005fe90151d7acf6,2.0,2027.46,7.0,3.0,10427.46,22.0,12454.919999999998,True
CUST00001023,Jordan Smith 1023,customer1023@example.com,Dallas,TX,South,2022-02-14,Gold,,True,066533501a1e5e0e55d5,2.0,7438.740000000001,20.0,2.0,4992.9800000000005,13.0,12431.720000000001,True
CUST00001163,Casey Garcia 1163,customer1163@example.com,Peoria,IL,Midwest,,Basic,4.0,True,28b66de7b1f5bb71c216,3.0,3800.88,15.0,3.0,8608.82,20.0,12409.7,True
CUST00001694,Casey Smith 1694,customer1694@example.com,Atlanta,GA,South,2021-02-16,Gold,2.0,True,cbc653fc290fd8b3ae34,2.0,6883.02,14.0,1.0,5515.26,12.0,12398.28,True
CUST00001530,Alex Patel 1530,customer1530@example.com,Sacramento,CA,West,,Gold,1.0,True,846d696c192239172eb4,3.0,12361.32,35.0,0.0,0.0,0.0,12361.32,False
CUST00000911,Alex Garcia 911,customer911@example.com,Chicago,IL,Midwest,,Unknown,3.0,True,28d34b753e00ee93380b,2.0,7166.13,16.0,1.0,5169.31,9.0,12335.44,True
CUST00000258,Riley Smith 258,customer258@example.com,Orlando,FL,South,2025-06-01,Basic,5.0,True,aa9b6403468cb4a80cfd,4.0,11598.94,41.0,1.0,715.1800000000001,3.0,12314.12,True
CUST00001200,Riley Kim 1200,customer1200@example.com,Miami,FL,South,,Gold,3.0,True,ae0e857002ba66763e80,2.0,4598.68,18.0,3.0,7713.29,17.0,12311.970000000001,True
CUST00001033,Morgan Lee 1033,customer1033@example.com,Austin,TX,South,2024-10-17,Silver,5.0,True,940b469ad1fc8ead60b3,3.0,11738.890000000001,19.0,1.0,533.03,5.0,12271.920000000002,True
CUST00000028,Morgan Kim 28,customer28@example.com,Miami,FL,South,2026-02-16,Gold,2.0,True,ee907ae9a7066fd0e0ae,4.0,12271.32,28.0,0.0,0.0,0.0,12271.32,False
CUST00001404,Taylor Lee 1404,customer1404@example.com,Albany,NY,Northeast,2025-01-27,Gold,6.0,False,1233895c1f63a6d9d9e6,2.0,5712.719999999999,14.0,2.0,6543.96,13.0,12256.68,True
CUST00001497,Taylor Patel 1497,customer1497@example.com,Atlanta,GA,South,,Basic,6.0,False,3e4b5231c4841612ada4,4.0,6463.719999999999,18.0,1.0,5765.780000000001,7.0,12229.5,True
CUST00000782,Taylor Smith 782,customer782@example.com,Atlanta,GA,South,,Basic,6.0,True,78d6d76f95086bd5e9da,2.0,9014.02,14.0,3.0,3212.7200000000003,14.0,12226.740000000002,True
CUST00001717,Riley Brown 1717,customer1717@example.com,Chicago,IL,Midwest,2023-11-23,Plus,1.0,False,a5f3598547f0a3955139,3.0,11451.45,26.0,1.0,768.99,5.0,12220.44,True
CUST00000700,Morgan Smith 700,customer700@example.com,Atlanta,GA,South,,Gold,,True,5d99f4906fd146564e35,1.0,3369.74,7.0,2.0,8841.2,10.0,12210.94,True
CUST00001076,Riley Patel 1076,customer1076@example.com,Aurora,CO,West,2021-01-05,Silver,3.0,True,e62a5daed611ff8ac068,4.0,10617.74,21.0,2.0,1585.46,6.0,12203.2,True
CUST00000933,Alex Kim 933,customer933@example.com,Seattle,WA,West,2025-10-10,Gold,1.0,True,9abe5a47ecf60b0224dc,2.0,6685.6900000000005,18.0,2.0,5507.76,12.0,12193.45,True
CUST00000541,Casey Brown 541,customer541@example.com,Houston,TX,South,2024-08-30,Plus,3.0,True,00f2ea452d5e21a80e0f,3.0,10918.81,24.0,2.0,1273.19,7.0,12192.0,True
CUST00000473,Casey Smith 473,customer473@example.com,Orlando,FL,South,,Gold,5.0,False,349df979c0d0ed6c0add,2.0,11376.25,19.0,1.0,807.29,1.0,12183.54,True
CUST00001132,Casey Patel 1132,customer1132@example.com,Albany,NY,Northeast,2023-08-29,Basic,,True,6591a3bb8976a5250463,2.0,6281.21,19.0,2.0,5901.719999999999,17.0,12182.93,True
CUST00000039,Jordan Kim 39,customer39@example.com,Aurora,CO,West,,Silver,5.0,True,65064b275e918edbfa4f,2.0,7854.71,18.0,2.0,4315.73,10.0,12170.439999999999,True
CUST00001295,Riley Smith 1295,customer1295@example.com,Orlando,FL,South,,Basic,2.0,True,75cc1b7e7e947f425326,3.0,6687.570000000001,23.0,3.0,5460.6,7.0,12148.170000000002,True
CUST00001104,Taylor Brown 1104,customer1104@example.com,Aurora,CO,West,,Basic,,True,1d769b62ff752cfa5f0d,3.0,6593.320000000001,13.0,2.0,5537.64,12.0,12130.960000000001,True
CUST00000087,Alex Brown 87,customer87@example.com,Orlando,FL,South,2025-08-17,Gold,5.0,False,08664faf1b0fbc6b3c4a,3.0,9818.04,19.0,2.0,2287.96,9.0,12106.0,True
CUST00000750,Alex Brown 750,customer750@example.com,Atlanta,GA,South,2023-08-31,Gold,5.0,True,2dfa803011eec50f80a7,3.0,9555.460000000001,25.0,1.0,2520.58,10.0,12076.04,True
CUST00000835,Taylor Lee 835,customer835@example.com,Sacramento,CA,West,2026-04-06,Plus,6.0,True,da32c1f961a46a149e42,4.0,9466.31,27.0,1.0,2606.08,5.0,12072.39,True
CUST00000531,Alex Patel 531,customer531@example.com,Denver,CO,West,,Plus,1.0,True,e821d20b201b88de06c6,2.0,5230.3099999999995,15.0,2.0,6831.3,12.0,12061.61,True
CUST00001651,Alex Smith 1651,customer1651@example.com,Buffalo,NY,Northeast,2022-09-16,Gold,3.0,True,08dca7aae1eb792ff221,2.0,5890.389999999999,13.0,2.0,6148.240000000001,12.0,12038.630000000001,True
CUST00001769,Morgan Lee 1769,customer1769@example.com,Orlando,FL,South,2022-06-06,Unknown,2.0,True,f1855f2110786ed1f117,2.0,1311.62,6.0,4.0,10679.09,34.0,11990.71,True
CUST00000981,Jordan Lee 981,customer981@example.com,Savannah,GA,South,2023-03-22,Plus,1.0,True,93413055a248ae77ce4c,3.0,3773.19,14.0,2.0,8214.28,17.0,11987.470000000001,True
CUST00000451,Taylor Kim 451,customer451@example.com,Tacoma,WA,West,,Gold,6.0,True,1b2ec9a8f5e70bcf8e8f,1.0,3917.0499999999997,9.0,2.0,8066.66,13.0,11983.71,True
