customer_id,customer_name,email,city,state,region,signup_date,loyalty_tier,household_size,active_flag,effective_start_date,source,effective_end_date,is_current,customer_sk
CUST00000048,Taylor Brown 48,customer48@example.com,Tacoma,WA,West,,Silver,3.0,True,2026-04-04,inactive_cleanup,9999-12-31,True,afa967bb93b31f1ecc81
CUST00000049,Alex Lee 49,customer49@example.com,Tacoma,WA,West,,Basic,1.0,True,1900-01-01,customer_master,9999-12-31,True,3d3b0b35ee125d726530
CUST00000050,Casey Garcia 50,customer50@example.com,Orlando,FL,South,,Gold,5.0,False,1900-01-01,customer_master,9999-12-31,True,7caad80b258faffe4074
CUST00000051,Taylor Lee 51,customer51@example.com,Chicago,IL,Midwest,2023-06-08,Gold,4.0,True,2023-06-08,customer_master,9999-12-31,True,6bcde62c9d76cde66a86
CUST00000052,Casey Smith 52,customer52@example.com,Albany,NY,Northeast,2022-02-20,Basic,5.0,True,2022-02-20,customer_master,9999-12-31,True,7a94021fb67add9e6071
CUST00000053,Casey Patel 53,customer53@example.com,Miami,FL,South,2023-02-16,Gold,1.0,True,2023-02-16,customer_master,9999-12-31,True,74cdc96d1ca668259c3b
CUST00000054,Morgan Patel 54,customer54@example.com,Orlando,FL,South,2025-08-20,Gold,2.0,True,2025-08-20,customer_master,9999-12-31,True,0458773eb42ff8238a94
CUST00000055,Casey Kim 55,unknown@example.com,Aurora,CO,West,,Basic,,True,1900-01-01,customer_master,9999-12-31,True,eddd807c3283e5ccf0e0
CUST00000056,Casey Brown 56,customer56@example.com,Atlanta,GA,South,2021-05-22,Silver,2.0,True,2021-05-22,customer_master,9999-12-31,True,58bc86ad9b3505b7d18a
CUST00000057,Morgan Kim 57,customer57@example.com,Savannah,GA,South,2024-05-02,Plus,6.0,False,2024-05-02,customer_master,9999-12-31,True,9913777456b9ccccfe2a
CUST00000058,Taylor Smith 58,customer58@example.com,Buffalo,NY,Northeast,,Gold,2.0,True,1900-01-01,customer_master,9999-12-31,True,3b4cac37f58f1db6488c
CUST00000059,Casey Garcia 59,customer59@example.com,Sacramento,CA,West,,Gold,6.0,True,1900-01-01,customer_master,9999-12-31,True,89c4e065877240183846
CUST00000060,Taylor Kim 60,customer60@example.com,Tacoma,WA,West,,Plus,5.0,True,1900-01-01,customer_master,9999-12-31,True,f27d98334abe2ea64aeb
CUST00000061,Jordan Garcia 61,customer61@example.com,Orlando,FL,South,,Gold,,True,1900-01-01,customer_master,9999-12-31,True,ef57cff71f5dd31da00c
CUST00000062,Jordan Garcia 62,customer62@example.com,Aurora,CO,West,,Unknown,,True,1900-01-01,customer_master,9999-12-31,True,8e6c3980d6c7e148b5e2
CUST00000063,Riley Patel 63,customer63@example.com,Aurora,CO,West,2023-03-23,Silver,4.0,True,2023-03-23,customer_master,9999-12-31,True,a8a6258294fc966eccb5
CUST00000064,Alex Garcia 64,customer64@example.com,Aurora,CO,West,,Gold,2.0,True,1900-01-01,customer_master,9999-12-31,True,f6d9032e2362d3cd3a65
CUST00000065,Riley Lee 65,customer65@example.com,Tacoma,WA,West,,Silver,1.0,True,1900-01-01,customer_master,9999-12-31,True,d67dca159e3d5ed8d9fd
CUST00000066,Alex Garcia 66,customer66@example.com,Peoria,IL,Midwest,,Basic,1.0,True,1900-01-01,customer_master,9999-12-31,True,2a1b6cbdcdefc7a123fd
CUST00000067,Riley Kim 67,customer67@example.com,Orlando,FL,South,2025-04-06,Gold,,True,2025-04-06,customer_master,9999-12-31,True,12aa938b6f77426fedbb
CUST00000068,Casey Brown 68,customer68@example.com,Chicago,IL,Midwest,,Basic,,False,2026-04-10,customer_request,9999-12-31,True,0f205fd1866c83ab18d7
CUST00000069,Riley Patel 69,customer69@example.com,Miami,FL,South,,Basic,5.0,True,2026-04-16,customer_request,9999-12-31,True,4734b7b3ba5f39199afb
CUST00000070,Taylor Brown 70,customer70@example.com,Savannah,GA,South,2023-11-25,Silver,3.0,False,2026-05-27,spend_review,9999-12-31,True,65658703924edf567ca1
CUST00000071,Alex Patel 71,customer71@example.com,Denver,CO,West,,Plus,2.0,True,1900-01-01,customer_master,9999-12-31,True,2f76facaf721165b9da1
CUST00000072,Alex Kim 72,customer72@example.com,Seattle,WA,West,,Gold,3.0,False,2026-04-18,inactive_cleanup,9999-12-31,True,9659c15b78aebab8eb2f
CUST00000073,Jordan Garcia 73,customer73@example.com,Atlanta,GA,South,,Plus,1.0,False,1900-01-01,customer_master,9999-12-31,True,043705a8a2849352f5df
CUST00000074,Alex Lee 74,customer74@example.com,Aurora,CO,West,2024-07-26,Unknown,,False,2024-07-26,customer_master,9999-12-31,True,faa37a38ee7e0a6d3475
CUST00000075,Taylor Kim 75,customer75@example.com,Houston,TX,South,,Gold,5.0,False,1900-01-01,customer_master,9999-12-31,True,6c976acee0faffcbb93b
CUST00000076,Jordan Patel 76,customer76@example.com,Houston,TX,South,,Silver,,True,1900-01-01,customer_master,9999-12-31,True,faca7e86996f38728d0e
CUST00000077,Jordan Smith 77,customer77@example.com,Los Angeles,CA,West,,Gold,4.0,True,1900-01-01,customer_master,9999-12-31,True,9e27566ed74b2deb5012
CUST00000078,Taylor Garcia 78,customer78@example.com,Chicago,IL,Midwest,,Basic,1.0,True,1900-01-01,customer_master,9999-12-31,True,c9210a56a8460c645782
CUST00000079,Alex Garcia 79,customer79@example.com,Orlando,FL,South,2024-02-22,Gold,2.0,True,2024-02-22,customer_master,9999-12-31,True,ebfe5af15cfdb7d62cb8
CUST00000080,Morgan Garcia 80,customer80@example.com,Aurora,CO,West,2023-12-17,Basic,5.0,True,2023-12-17,customer_master,9999-12-31,True,7d2a8007c18fcb00af3b
CUST00000081,Morgan Lee 81,customer81@example.com,Los Angeles,CA,West,2025-11-23,Gold,,True,2025-11-23,customer_master,9999-12-31,True,fb90ff477327142736de
CUST00000082,Casey Smith 82,customer82@example.com,Seattle,WA,West,,Gold,4.0,True,1900-01-01,customer_master,9999-12-31,True,039d3bbe30230598ef76
CUST00000083,Morgan Garcia 83,customer83@example.com,Seattle,WA,West,,Plus,3.0,True,1900-01-01,customer_master,9999-12-31,True,538729301e435563f80e
CUST00000084,Taylor Patel 84,customer84@example.com,Houston,TX,South,2024-05-16,Plus,1.0,True,2024-05-16,customer_master,9999-12-31,True,b24de6453d902643d7f5
CUST00000085,Morgan Lee 85,customer85@example.com,Denver,CO,West,2023-11-28,Gold,1.0,True,2023-11-28,customer_master,9999-12-31,True,19d5c57cece6256b2c93
CUST00000086,Alex Kim 86,customer86@example.com,Peoria,IL,Midwest,,Unknown,1.0,True,1900-01-01,customer_master,9999-12-31,True,61f1b4e035347237a498
CUST00000087,Alex Brown 87,customer87@example.com,Orlando,FL,South,2025-08-17,Gold,5.0,False,2025-08-17,customer_master,9999-12-31,True,e46518f3edc823fa0fc5
CUST00000088,Taylor Brown 88,customer88@example.com,Orlando,FL,South,2026-02-26,Unknown,3.0,True,2026-02-26,customer_master,9999-12-31,True,db96bf7ea43e48648b3a
CUST00000089,Morgan Brown 89,customer89@example.com,Miami,FL,South,2020-09-14,Silver,,True,2020-09-14,customer_master,9999-12-31,True,bd84af6133a28618cded
CUST00000090,Riley Patel 90,customer90@example.com,Austin,TX,South,2020-07-29,Gold,1.0,False,2020-07-29,customer_master,9999-12-31,True,274333e5d370428581c8
CUST00000091,Jordan Patel 91,customer91@example.com,Savannah,GA,South,2024-07-29,Silver,5.0,True,2024-07-29,customer_master,9999-12-31,True,36d8b21d5172420fb607
CUST00000092,Casey Garcia 92,customer92@example.com,Peoria,IL,Midwest,2023-02-08,Plus,3.0,True,2026-04-05,spend_review,9999-12-31,True,04d5f60083edc24647b3
CUST00000093,Alex Smith 93,customer93@example.com,Peoria,IL,Midwest,2022-01-30,Basic,3.0,False,2022-01-30,customer_master,9999-12-31,True,20c7483e58e6b0eddaba
CUST00000094,Alex Lee 94,customer94@example.com,Aurora,CO,West,2023-03-04,Plus,2.0,True,2026-04-05,loyalty_upgrade,9999-12-31,True,8a3b9ce8cdd9ab1f5955
CUST00000095,Casey Smith 95,customer95@example.com,Albany,NY,Northeast,2022-05-09,Plus,6.0,True,2026-04-29,loyalty_upgrade,9999-12-31,True,74c40132b720c77e67df
CUST00000096,Taylor Brown 96,customer96@example.com,Atlanta,GA,South,2020-08-19,Gold,1.0,False,2020-08-19,customer_master,9999-12-31,True,20483ae3cab2fb489697
CUST00000097,Casey Brown 97,customer97@example.com,Houston,TX,South,2020-09-07,Unknown,3.0,True,2020-09-07,customer_master,9999-12-31,True,586c2503d20531a84f38
CUST00000098,Casey Kim 98,customer98@example.com,Tacoma,WA,West,2020-05-21,Basic,1.0,True,2020-05-21,customer_master,9999-12-31,True,4df1e6db2afa429063e6
CUST00000099,Riley Kim 99,customer99@example.com,Aurora,CO,West,,Basic,1.0,True,2026-04-08,customer_request,9999-12-31,True,d985dd2e849c8a011413
CUST00000100,Morgan Lee 100,customer100@example.com,Seattle,WA,West,,Silver,4.0,True,1900-01-01,customer_master,9999-12-31,True,5b9d61c84b19129a4382
CUST00000101,Morgan Brown 101,customer101@example.com,Albany,NY,Northeast,2022-06-10,Gold,6.0,True,2022-06-10,customer_master,9999-12-31,True,11ee0786f7883e13117a
CUST00000102,Riley Lee 102,customer102@example.com,Buffalo,NY,Northeast,2025-10-09,Plus,2.0,True,2025-10-09,customer_master,9999-12-31,True,3c79f11aae748276877f
CUST00000103,Casey Kim 103,customer103@example.com,Aurora,CO,West,,Gold,2.0,True,1900-01-01,customer_master,9999-12-31,True,9ad2b873a11e000f89fd
CUST00000104,Casey Patel 104,unknown@example.com,Los Angeles,CA,West,,Gold,5.0,True,1900-01-01,customer_master,9999-12-31,True,88e9a2521c3f1876cc25
CUST00000105,Morgan Lee 105,customer105@example.com,Sacramento,CA,West,,Silver,6.0,False,2026-05-07,customer_request,9999-12-31,True,7176e21dff0617baed65
CUST00000106,Alex Patel 106,customer106@example.com,Houston,TX,South,2022-11-21,Gold,3.0,True,2022-11-21,customer_master,9999-12-31,True,2a3af1bc2fdae6b84ba8
CUST00000107,Riley Smith 107,customer107@example.com,Denver,CO,West,2020-03-31,Plus,,True,2020-03-31,customer_master,9999-12-31,True,a29f4c7798918ac494fc
CUST00000108,Casey Brown 108,customer108@example.com,Austin,TX,South,,Gold,4.0,False,1900-01-01,customer_master,9999-12-31,True,f6766bfefcd738f5790a
CUST00000109,Alex Garcia 109,customer109@example.com,Sacramento,CA,West,,Silver,4.0,True,1900-01-01,customer_master,9999-12-31,True,57bc950b0dff9e8e5b24
CUST00000110,Morgan Patel 110,customer110@example.com,Miami,FL,South,,Gold,3.0,True,1900-01-01,customer_master,9999-12-31,True,7fa42a87e9727e0f898d
CUST00000111,Alex Smith 111,customer111@example.com,Sacramento,CA,West,,Plus,5.0,False,2026-04-16,loyalty_upgrade,9999-12-31,True,479e1fc277bc60eb14a6
CUST00000112,Alex Patel 112,customer112@example.com,Los Angeles,CA,West,,Gold,,False,1900-01-01,customer_master,9999-12-31,True,c273029105a62fd755a7
CUST00000113,Alex Garcia 113,customer113@example.com,Seattle,WA,West,2020-02-08,Gold,6.0,True,2020-02-08,customer_master,9999-12-31,True,2cef58a13d78446bfd1e
CUST00000114,Taylor Patel 114,customer114@example.com,Savannah,GA,South,2023-04-14,Plus,2.0,True,2023-04-14,customer_master,9999-12-31,True,a543a7892590e9925643
CUST00000115,Riley Patel 115,customer115@example.com,Seattle,WA,West,2025-04-15,Basic,3.0,True,2025-04-15,customer_master,9999-12-31,True,23dfa7923c2f98b79dc3
CUST00000116,Riley Brown 116,customer116@example.com,Orlando,FL,South,,Unknown,6.0,True,1900-01-01,customer_master,9999-12-31,True,a882c4dcbff33112fdc2
CUST00000117,Jordan Lee 117,customer117@example.com,Orlando,FL,South,,Basic,3.0,True,1900-01-01,customer_master,9999-12-31,True,e33f643c48d33c592be9
CUST00000118,Jordan Smith 118,customer118@example.com,Seattle,WA,West,,Basic,5.0,True,1900-01-01,customer_master,9999-12-31,True,a5b89ffebdbc12c40ad1
CUST00000119,Riley Brown 119,customer119@example.com,Houston,TX,South,,Unknown,2.0,True,1900-01-01,customer_master,9999-12-31,True,8a146831903b617d58f5
CUST00000120,Jordan Kim 120,customer120@example.com,Los Angeles,CA,West,2022-02-01,Unknown,6.0,True,2022-02-01,customer_master,9999-12-31,True,f08c3d192eddbd7a9ac4
CUST00000121,Morgan Smith 121,customer121@example.com,Chicago,IL,Midwest,2022-04-27,Unknown,,False,2022-04-27,customer_master,9999-12-31,True,5603c3825fd9e8669345
CUST00000122,Casey Patel 122,customer122@example.com,Tacoma,WA,West,,Basic,4.0,True,1900-01-01,customer_master,9999-12-31,True,e514496b00f65bd1246a
CUST00000123,Alex Brown 123,customer123@example.com,Denver,CO,West,2026-01-18,Plus,2.0,True,2026-01-18,customer_master,9999-12-31,True,c4141d8df48a3d5c331d
CUST00000124,Riley Patel 124,customer124@example.com,Buffalo,NY,Northeast,2024-08-01,Gold,6.0,False,2024-08-01,customer_master,9999-12-31,True,0cc043291075c6a4e252
CUST00000125,Morgan Brown 125,customer125@example.com,Aurora,CO,West,,Plus,3.0,False,2026-04-26,inactive_cleanup,9999-12-31,True,93b6f029b978d7b8f739
CUST00000126,Taylor Garcia 126,customer126@example.com,Chicago,IL,Midwest,,Gold,,True,1900-01-01,customer_master,9999-12-31,True,9c6f8b68846a10ee8fe8
CUST00000127,Morgan Brown 127,customer127@example.com,Tacoma,WA,West,2025-02-19,Silver,2.0,True,2025-02-19,customer_master,9999-12-31,True,a600b1f27e3867174f10
CUST00000128,Riley Lee 128,customer128@example.com,Atlanta,GA,South,2020-12-05,Gold,,True,2020-12-05,customer_master,9999-12-31,True,71a5b040855d7833d427
CUST00000129,Casey Patel 129,customer129@example.com,Austin,TX,South,2024-08-11,Basic,2.0,True,2024-08-11,customer_master,9999-12-31,True,e19f193cf69941f61299
CUST00000130,Morgan Lee 130,customer130@example.com,Buffalo,NY,Northeast,,Gold,3.0,True,1900-01-01,customer_master,9999-12-31,True,77782b7492309057ddc6
CUST00000131,Alex Garcia 131,customer131@example.com,Houston,TX,South,2026-02-21,Gold,5.0,True,2026-02-21,customer_master,9999-12-31,True,79b2e7daf5097481ec29
CUST00000132,Morgan Smith 132,customer132@example.com,Buffalo,NY,Northeast,,Unknown,6.0,False,1900-01-01,customer_master,9999-12-31,True,7a6665b45a2a0eacb7ac
CUST00000133,Jordan Smith 133,customer133@example.com,Atlanta,GA,South,2021-10-25,Unknown,6.0,True,2021-10-25,customer_master,9999-12-31,True,37f1937b192e41109da7
CUST00000134,Casey Brown 134,customer134@example.com,Austin,TX,South,,Silver,,True,1900-01-01,customer_master,9999-12-31,True,f6f1839e39f53685de81
CUST00000135,Taylor Kim 135,customer135@example.com,Houston,TX,South,2024-07-22,Plus,,True,2026-04-26,customer_request,9999-12-31,True,4f158eb68926d2c41cc4
CUST00000136,Taylor Garcia 136,customer136@example.com,Albany,NY,Northeast,,Plus,1.0,False,1900-01-01,customer_master,9999-12-31,True,68a2fa34a1dde5b4f123
CUST00000137,Morgan Smith 137,customer137@example.com,Denver,CO,West,,Gold,4.0,False,1900-01-01,customer_master,9999-12-31,True,939e2caf89249b8b60c9
CUST00000138,Taylor Patel 138,customer138@example.com,Austin,TX,South,2021-07-05,Gold,,True,2021-07-05,customer_master,9999-12-31,True,be4e560a1d24960d58e8
CUST00000139,Morgan Lee 139,customer139@example.com,Chicago,IL,Midwest,2025-04-28,Silver,6.0,True,2025-04-28,customer_master,9999-12-31,True,41a7a49f5010f15f43cb
CUST00000140,Morgan Lee 140,customer140@example.com,Los Angeles,CA,West,2025-11-11,Unknown,4.0,True,2025-11-11,customer_master,9999-12-31,True,7c0bbe2022bec6c45573
CUST00000141,Taylor Smith 141,customer141@example.com,Seattle,WA,West,2021-02-17,Basic,4.0,True,2021-02-17,customer_master,9999-12-31,True,1744f145c20d373a92dd
CUST00000142,Casey Patel 142,customer142@example.com,Chicago,IL,Midwest,2020-11-27,Plus,3.0,True,2020-11-27,customer_master,9999-12-31,True,796f90884b9ce7870e84
CUST00000143,Morgan Lee 143,customer143@example.com,Los Angeles,CA,West,2022-07-09,Silver,,True,2026-04-14,customer_request,9999-12-31,True,ef484afcbe5d2cf730f5
CUST00000144,Casey Lee 144,customer144@example.com,Dallas,TX,South,2020-03-30,Gold,3.0,False,2020-03-30,customer_master,9999-12-31,True,887e1435afdb08c0479b
CUST00000145,Taylor Brown 145,customer145@example.com,Tacoma,WA,West,2024-05-16,Silver,1.0,True,2024-05-16,customer_master,9999-12-31,True,6cc992886ebe7aba6006
CUST00000146,Riley Lee 146,customer146@example.com,Sacramento,CA,West,,Basic,,True,1900-01-01,customer_master,9999-12-31,True,7e91bb420690f56ad3fa
CUST00000147,Alex Kim 147,customer147@example.com,Los Angeles,CA,West,,Unknown,,True,1900-01-01,customer_master,9999-12-31,True,6c0768316cc8840ea50e
CUST00000148,Casey Lee 148,customer148@example.com,Denver,CO,West,2023-11-29,Gold,2.0,False,2023-11-29,customer_master,9999-12-31,True,2c1ab50cca6fd1959f0c
CUST00000149,Alex Smith 149,customer149@example.com,Atlanta,GA,South,2022-09-20,Silver,3.0,False,2022-09-20,customer_master,9999-12-31,True,701474af1e107b4034b2
CUST00000150,Taylor Patel 150,customer150@example.com,Seattle,WA,West,,Gold,5.0,True,1900-01-01,customer_master,9999-12-31,True,29940cbce67f42c65281
CUST00000151,Alex Kim 151,customer151@example.com,Austin,TX,South,2024-05-14,Silver,,False,2026-04-04,inactive_cleanup,9999-12-31,True,953324be9bc689210b05
CUST00000152,Casey Lee 152,customer152@example.com,Chicago,IL,Midwest,2021-05-18,Basic,5.0,True,2021-05-18,customer_master,9999-12-31,True,fa2b1842ace721debd9b
CUST00000153,Jordan Smith 153,customer153@example.com,Albany,NY,Northeast,2023-11-05,Unknown,,True,2023-11-05,customer_master,9999-12-31,True,a75771da5fa0fd7826f1
CUST00000154,Jordan Garcia 154,customer154@example.com,Chicago,IL,Midwest,2025-12-30,Silver,1.0,True,2025-12-30,customer_master,9999-12-31,True,4e4c6feec5975b70b529
CUST00000155,Casey Brown 155,customer155@example.com,Atlanta,GA,South,2023-02-25,Gold,5.0,True,2023-02-25,customer_master,9999-12-31,True,9254a621d0abd928bb53
CUST00000156,Taylor Patel 156,customer156@example.com,Sacramento,CA,West,2025-12-01,Gold,3.0,False,2026-05-30,loyalty_upgrade,9999-12-31,True,b16ca74276f4618a0c76
CUST00000157,Riley Kim 157,customer157@example.com,Houston,TX,South,2023-03-21,Basic,2.0,True,2023-03-21,customer_master,9999-12-31,True,dca032305b64ae95d93e
CUST00000158,Riley Smith 158,customer158@example.com,Miami,FL,South,2021-09-19,Gold,4.0,True,2021-09-19,customer_master,9999-12-31,True,c87eb9ac0734e117ffb9
CUST00000159,Morgan Patel 159,customer159@example.com,Orlando,FL,South,2021-11-13,Basic,4.0,False,2021-11-13,customer_master,9999-12-31,True,6de75d3208021485b671
CUST00000160,Alex Patel 160,customer160@example.com,Dallas,TX,South,2022-08-23,Basic,,False,2026-05-20,spend_review,9999-12-31,True,237df0413a2b2a2eb6d3
CUST00000161,Alex Lee 161,customer161@example.com,Denver,CO,West,,Gold,,True,1900-01-01,customer_master,9999-12-31,True,b35a4b1ccd49b3ac6ea4
CUST00000162,Alex Patel 162,customer162@example.com,Orlando,FL,South,,Silver,1.0,True,1900-01-01,customer_master,9999-12-31,True,af216d4b7d6dba307457
CUST00000163,Jordan Lee 163,customer163@example.com,Miami,FL,South,,Plus,5.0,False,2026-05-24,customer_request,9999-12-31,True,2da878ebab08c8127b10
CUST00000164,Jordan Garcia 164,customer164@example.com,Sacramento,CA,West,,Gold,,True,1900-01-01,customer_master,9999-12-31,True,32fc8060f22aaa7b2137
CUST00000165,Alex Smith 165,customer165@example.com,Sacramento,CA,West,2020-07-30,Gold,,True,2020-07-30,customer_master,9999-12-31,True,56ca4172a57c8643fd83
